target	regulator	condition	weight
PERP	FOS	Macrophage	0.9369743989306584
TSC22D3	FOS	Macrophage	0.9167899663017156
OASL	FOS	Macrophage	0.8989339079313041
RGS1	FOS	Macrophage	0.8813166223292257
SYTL3	FOS	Macrophage	0.8703401852639737
ATP1A1	FOS	Macrophage	0.8636142318779163
AHNAK	FOS	Macrophage	0.8577318870510817
STAT5B	FOS	Macrophage	0.8533819161321609
DNAJB1	FOS	Macrophage	0.8347486917780638
DUSP2	FOS	Macrophage	0.8191226596913012
LITAF	FOS	Macrophage	0.8073458557465004
RASAL3	FOS	Macrophage	0.7963648794861676
TOM1	FOS	Macrophage	0.7880123303731161
CDKN1B	FOS	Macrophage	0.775547501938863
RAB11FIP1	FOS	Macrophage	0.7415120383454182
JOSD1	FOS	Macrophage	0.7281340378070594
HSPH1	FOS	Macrophage	0.7266301905725308
LINC00152	FOS	Macrophage	0.7075093791937349
RTN4	FOS	Macrophage	0.6856336045698331
IRF2BP2	FOS	Macrophage	0.683561559107907
INSIG1	FOS	Macrophage	0.6490591124041833
TUBA4A	FOS	Macrophage	0.6415078920813031
SLC7A5	FOS	Macrophage	0.6344343075631773
NFKBIZ	FOS	Macrophage	0.6273265260585643
CXCR4	FOS	Macrophage	0.6148012461809175
ITM2A	FOS	Macrophage	0.5870118388965778
PIK3IP1	FOS	Macrophage	0.5794984666098267
NAMPT	FOS	Macrophage	0.5633233762527641
TNFAIP3	FOS	Macrophage	0.5601458992104982
GGA2	FOS	Macrophage	0.52686676786145
KDM6B	FOS	Macrophage	0.5248091969946442
ANXA1	FOS	Macrophage	0.5229101786381752
CCNH	FOS	Macrophage	0.5177505791621908
FOXP1	FOS	Macrophage	0.5143488749075666
AKNA	FOS	Macrophage	0.5063117614851207
NEAT1	FOS	Macrophage	0.4973182692053119
GPR183	FOS	Macrophage	0.4968181296685465
MARCKSL1	FOS	Macrophage	0.4940333023864854
ZC3H12A	FOS	Macrophage	0.4938040759129068
MAP1LC3A	FOS	Macrophage	0.4922275140127833
IL7R	FOS	Macrophage	0.4817680150083232
TIMP1	FOS	Macrophage	0.4788587910869352
RGS2	FOS	Macrophage	0.4750294657009008
BAZ1A	FOS	Macrophage	0.4677954139607956
NFATC2	FOS	Macrophage	0.4585407281875449
DUSP16	FOS	Macrophage	0.458351296893748
HSPA5	FOS	Macrophage	0.4405758173503679
SYAP1	FOS	Macrophage	0.440441948112458
PIK3R1	FOS	Macrophage	0.4392588966905533
CDKN1A	FOS	Macrophage	0.4230975520283843
ABLIM1	FOS	Macrophage	0.4186300313920833
CST7	FOS	Macrophage	0.4088775724985996
TRAF1	FOS	Macrophage	0.4021679891308922
YPEL5	FOS	Macrophage	0.3580423324402113
FTH1	FOS	Macrophage	0.3508401660503233
RNF19A	FOS	Macrophage	0.3501056564927076
SRSF7	FOS	Macrophage	0.3414826117426172
ELL2	FOS	Macrophage	0.338097807256915
RFTN1	FOS	Macrophage	0.3374503388363766
PTP4A1	FOS	Macrophage	0.3299709325547063
IL16	FOS	Macrophage	0.3297074174021148
BHLHE40	FOS	Macrophage	0.3243209419198791
ZNF331	FOS	Macrophage	0.321550090437497
VPS37B	FOS	Macrophage	0.3195029197333257
FAM50A	FOS	Macrophage	0.3087420487474035
GPCPD1	FOS	Macrophage	0.3055741197567596
BTG1	FOS	Macrophage	0.3054824713510194
COTL1	FOS	Macrophage	0.2953607369439949
USP11	FOS	Macrophage	0.2936154564814714
ZEB2	FOS	Macrophage	0.2870438442948919
CMIP	FOS	Macrophage	0.2796265813299454
FYN	FOS	Macrophage	0.2789425903081528
LMBRD1	FOS	Macrophage	0.2737037371402578
HMGA1	FOS	Macrophage	0.2684404880130056
SAT1	FOS	Macrophage	0.2666138948482855
ATP1B3	FOS	Macrophage	0.2665336754700816
CD44	FOS	Macrophage	0.2651943664240856
DDIT4	FOS	Macrophage	0.2611945488611914
DUSP4	FOS	Macrophage	0.2599042945069017
RALGAPA1	FOS	Macrophage	0.2573845681864658
SLC39A8	FOS	Macrophage	0.2558744377795227
TUBA1C	FOS	Macrophage	0.2464614486940777
SAMSN1	FOS	Macrophage	0.2287515844100335
MAP3K8	FOS	Macrophage	0.22067596919257
LMNA	FOS	Macrophage	0.2075247908395486
ASAH1	FOS	Macrophage	0.2071185783124581
UBA1	FOS	Macrophage	0.2023566981845166
TMEM2	FOS	Macrophage	0.2021332126569433
CXCR3	FOS	Macrophage	0.1978520803920158
RALA	FOS	Macrophage	0.1888934532354736
IL10RA	FOS	Macrophage	0.1792381785971368
NFKB2	FOS	Macrophage	0.162949454332717
TNFRSF1B	FOS	Macrophage	0.1593252655802197
CCND2	FOS	Macrophage	0.1163605664582108
PDE4B	FOS	Macrophage	0.0934577344454359
SARAF	FOS	Macrophage	0.0882647035523977
FTL	FOS	Macrophage	0.0573665334950854
BTG2	FOS	Macrophage	0.0483458781388784
PTGER4	FOS	Macrophage	0.047839870014977
DOK2	FOSL2	Macrophage	2.263796082871713
BTG1	FOSL2	Macrophage	1.939140677198245
IRF2BP2	FOSL2	Macrophage	1.737621825771341
LITAF	FOSL2	Macrophage	1.729134953404773
TUBA4A	FOSL2	Macrophage	1.7073532722953972
ATP1B3	FOSL2	Macrophage	1.7001219321640626
PDE4B	FOSL2	Macrophage	1.5826942712297356
SLC16A3	FOSL2	Macrophage	1.5600596887500875
FAM177A1	FOSL2	Macrophage	1.541743735233323
RGS2	FOSL2	Macrophage	1.539370716392566
FOXP1	FOSL2	Macrophage	1.4614553277357238
ARHGEF7	FOSL2	Macrophage	1.3779549940558216
REL	FOSL2	Macrophage	1.351641280490098
MAP3K8	FOSL2	Macrophage	1.3503074711102458
CREM	FOSL2	Macrophage	1.308970483456503
CCND2	FOSL2	Macrophage	1.2616030311460753
CHMP1B	FOSL2	Macrophage	1.2541652695756802
RALA	FOSL2	Macrophage	1.1975608159008333
CAPG	FOSL2	Macrophage	1.1907729920157366
DUSP2	FOSL2	Macrophage	1.1868218208216204
PRNP	FOSL2	Macrophage	1.151200773553944
PEA15	FOSL2	Macrophage	1.1329338200288288
CSRP1	FOSL2	Macrophage	1.1325437158933611
ZFP36L2	FOSL2	Macrophage	1.1055332365042168
FOS	FOSL2	Macrophage	1.0876778541609522
RPS27	FOSL2	Macrophage	1.0742065427152772
EZR	FOSL2	Macrophage	1.0371117835947683
DDIT4	FOSL2	Macrophage	1.0264401550347642
ZC3H12A	FOSL2	Macrophage	1.0221818028164404
NEAT1	FOSL2	Macrophage	1.0218257271469988
FAM65B	FOSL2	Macrophage	1.0153131351131903
FOSL2	FOSL2	Macrophage	1.0
MGST3	FOSL2	Macrophage	0.983414898991928
SARAF	FOSL2	Macrophage	0.9613581796744688
RPS29	FOSL2	Macrophage	0.9365905752176972
IL16	FOSL2	Macrophage	0.9287000145937075
ABLIM1	FOSL2	Macrophage	0.9129511891014274
CD74	FOSL2	Macrophage	0.8984146531504942
PIM3	FOSL2	Macrophage	0.8971195901296604
VPS37B	FOSL2	Macrophage	0.8747074310568085
GADD45B	FOSL2	Macrophage	0.8696058019081666
GABARAPL1	FOSL2	Macrophage	0.8465826352416743
ATP1A1	FOSL2	Macrophage	0.8416238152412234
PPP1R15A	FOSL2	Macrophage	0.8269281587555556
TOM1	FOSL2	Macrophage	0.8031575524583744
TGIF1	FOSL2	Macrophage	0.7801503346230316
ZFP36	FOSL2	Macrophage	0.7713191424631144
CD44	FOSL2	Macrophage	0.7628473530315099
SYAP1	FOSL2	Macrophage	0.7355448126193735
ANXA1	FOSL2	Macrophage	0.729535930100673
PERP	FOSL2	Macrophage	0.7249378281020181
NR4A2	FOSL2	Macrophage	0.7032198853720653
USP11	FOSL2	Macrophage	0.6981214763578051
TNFAIP3	FOSL2	Macrophage	0.6893004817701764
IER2	FOSL2	Macrophage	0.6874180798945609
EIF4A1	FOSL2	Macrophage	0.6809074608079646
ADGRE5	FOSL2	Macrophage	0.6767501297644194
SLC39A8	FOSL2	Macrophage	0.6618863317473451
SYTL3	FOSL2	Macrophage	0.66048257269181
HSPH1	FOSL2	Macrophage	0.6595422862587539
JUNB	FOSL2	Macrophage	0.6458540168535276
BHLHE40	FOSL2	Macrophage	0.63945929615689
ARAP2	FOSL2	Macrophage	0.6394505472686782
TSC22D3	FOSL2	Macrophage	0.6342342687091654
DNAJB1	FOSL2	Macrophage	0.6214269387121804
INSIG1	FOSL2	Macrophage	0.616927057102059
COTL1	FOSL2	Macrophage	0.6162886091350537
FAM50A	FOSL2	Macrophage	0.6079463658073614
NFKBIZ	FOSL2	Macrophage	0.5878965510841359
ZEB2	FOSL2	Macrophage	0.578246717661141
RGS1	FOSL2	Macrophage	0.5775624614124406
PFKFB3	FOSL2	Macrophage	0.5668587228556238
PIK3R1	FOSL2	Macrophage	0.5640322430985445
ARID5A	FOSL2	Macrophage	0.5332904258593394
PSAP	FOSL2	Macrophage	0.5268052116417836
NAMPT	FOSL2	Macrophage	0.5202757638667819
ZNF331	FOSL2	Macrophage	0.5130662331143685
STK17B	FOSL2	Macrophage	0.5114246079801527
CCNH	FOSL2	Macrophage	0.5089957368192106
PTP4A1	FOSL2	Macrophage	0.5087653227372715
ELL2	FOSL2	Macrophage	0.5079939025006688
DUSP16	FOSL2	Macrophage	0.5015910279440615
KDM6B	FOSL2	Macrophage	0.5009088343476666
IL7R	FOSL2	Macrophage	0.4979391205908475
EMP3	FOSL2	Macrophage	0.4778547355675783
FYN	FOSL2	Macrophage	0.475704541594258
FTH1	FOSL2	Macrophage	0.4754587576257535
PDE4DIP	FOSL2	Macrophage	0.4629205201650624
IL10RA	FOSL2	Macrophage	0.451319972716414
CDKN1A	FOSL2	Macrophage	0.4509835715575052
SLC7A5	FOSL2	Macrophage	0.4448719163533589
FAM46C	FOSL2	Macrophage	0.4438626824563048
STAT3	FOSL2	Macrophage	0.4428503000983513
PABPC1	FOSL2	Macrophage	0.435496384318691
VIM	FOSL2	Macrophage	0.4279639465586078
NDRG1	FOSL2	Macrophage	0.4254799591745868
JUN	FOSL2	Macrophage	0.4238590158352796
PMAIP1	FOSL2	Macrophage	0.4142124622757829
GPR183	FOSL2	Macrophage	0.4135989279067488
MAP1LC3A	FOSL2	Macrophage	0.4129772309434434
GPCPD1	FOSL2	Macrophage	0.4118541849318033
CSRNP1	FOSL2	Macrophage	0.4086242640348919
JOSD1	FOSL2	Macrophage	0.4049620766359471
TGFBR2	FOSL2	Macrophage	0.4001131112155207
CHD2	FOSL2	Macrophage	0.396023110186303
JUND	FOSL2	Macrophage	0.3937346192524692
YPEL5	FOSL2	Macrophage	0.3921161202577491
RNF19A	FOSL2	Macrophage	0.3877155574434504
TRAF1	FOSL2	Macrophage	0.3861960325122013
RTN4	FOSL2	Macrophage	0.3845669784342229
HSP90AA1	FOSL2	Macrophage	0.3838405204453193
LIMS1	FOSL2	Macrophage	0.3791662842950606
PRDM1	FOSL2	Macrophage	0.376515349652206
TRAF4	FOSL2	Macrophage	0.3422260753339932
HSPA5	FOSL2	Macrophage	0.3421687141309362
FTL	FOSL2	Macrophage	0.338971297045208
TIMP1	FOSL2	Macrophage	0.334742039218773
PBXIP1	FOSL2	Macrophage	0.3325599579592046
SESN3	FOSL2	Macrophage	0.3294743013157684
CMIP	FOSL2	Macrophage	0.3178622888505174
TPM4	FOSL2	Macrophage	0.316214148165756
PPP1R16B	FOSL2	Macrophage	0.3160698896873808
SAMSN1	FOSL2	Macrophage	0.3133231337586572
NFATC2	FOSL2	Macrophage	0.3096748545200495
AKNA	FOSL2	Macrophage	0.3064685372706106
MVP	FOSL2	Macrophage	0.2907225316826867
CDKN1B	FOSL2	Macrophage	0.2905565873233356
NR3C1	FOSL2	Macrophage	0.2875148105778273
CDC42EP3	FOSL2	Macrophage	0.2873398919315341
SAT1	FOSL2	Macrophage	0.2670897818058097
TNFRSF1B	FOSL2	Macrophage	0.2650288941517468
GLIPR1	FOSL2	Macrophage	0.254472899946834
TMEM2	FOSL2	Macrophage	0.2485948119270779
DUSP4	FOSL2	Macrophage	0.231132762914405
CST7	FOSL2	Macrophage	0.2196415508353471
TNFAIP8	FOSL2	Macrophage	0.2072016771725064
AHNAK	FOSL2	Macrophage	0.2040972582390676
SRSF7	FOSL2	Macrophage	0.2036792218806943
LMNA	FOSL2	Macrophage	0.1883347766129143
CYSTM1	FOSL2	Macrophage	0.1815571827511038
SDCBP	FOSL2	Macrophage	0.1794386784475777
AUTS2	FOSL2	Macrophage	0.1764374344940696
SOD2	FOSL2	Macrophage	0.1710900900077892
RALGAPA1	FOSL2	Macrophage	0.1704742839184138
UPP1	FOSL2	Macrophage	0.1574395830573575
NINJ1	FOSL2	Macrophage	0.1435685493541348
LYST	FOSL2	Macrophage	0.1304647715237425
DUSP1	FOSL2	Macrophage	0.125941663827165
HSPB1	FOSL2	Macrophage	0.1238866982916834
RFTN1	FOSL2	Macrophage	0.1225413372638255
ITM2C	FOSL2	Macrophage	0.1204687305571363
LINC00152	FOSL2	Macrophage	0.0953865847874841
SMCHD1	FOSL2	Macrophage	0.0907846893505757
PTPRC	FOSL2	Macrophage	0.0769432645136168
IKZF3	FOSL2	Macrophage	0.0727741364763691
BIRC2	FOSL2	Macrophage	0.0405920856900964
ASAH1	FOSL2	Macrophage	0.0355113176176169
FOSL2	FOXP1	Macrophage	1.987714604572314
CHD2	FOXP1	Macrophage	1.8178025938736104
GADD45A	FOXP1	Macrophage	1.6691622729245148
FOXP1	FOXP1	Macrophage	1.0
TGIF1	FOXP1	Macrophage	0.9358858665566064
BTG1	FOXP1	Macrophage	0.8927338902455835
JUNB	FOXP1	Macrophage	0.8640082170411668
ABLIM1	FOXP1	Macrophage	0.8327857065770577
SLC16A3	FOXP1	Macrophage	0.8222398788883709
PDE4B	FOXP1	Macrophage	0.7697580823060859
SATB1	FOXP1	Macrophage	0.7590897087513993
BCL2L11	FOXP1	Macrophage	0.7513390158420985
NR3C1	FOXP1	Macrophage	0.7096644693967753
CDKN1B	FOXP1	Macrophage	0.6555574288596436
SPOCK2	FOXP1	Macrophage	0.6512410485568844
PRDM1	FOXP1	Macrophage	0.6371980690696147
EZR	FOXP1	Macrophage	0.6278337921936319
FOS	FOXP1	Macrophage	0.595329708051003
ZFP36L2	FOXP1	Macrophage	0.5887001758199216
PIK3IP1	FOXP1	Macrophage	0.5720525261235687
PRNP	FOXP1	Macrophage	0.4496216487993367
PBXIP1	FOXP1	Macrophage	0.4484825031313738
TSC22D3	FOXP1	Macrophage	0.37938961322544
CD5	FOXP1	Macrophage	0.3668559273808414
TSHZ2	FOXP1	Macrophage	0.3612991197273811
PEA15	FOXP1	Macrophage	0.3546267474007361
NR4A2	FOXP1	Macrophage	0.3246310698859881
PTP4A1	FOXP1	Macrophage	0.32352209626939
CD55	FOXP1	Macrophage	0.3001646341805551
CD7	FOXP1	Macrophage	0.2895291085701236
DOK2	FOXP1	Macrophage	0.2761301887501426
SQSTM1	FOXP1	Macrophage	0.2348767436858944
ZFP36	FOXP1	Macrophage	0.2265932302796654
S1PR1	FOXP1	Macrophage	0.2022554312789284
NFATC2	FOXP1	Macrophage	0.1918310424341462
TXNIP	FOXP1	Macrophage	0.1832090674399944
CMIP	GATA3	Macrophage	1.1812411069370223
SNRPD1	HMGA1	Macrophage	1.2821615243304476
HMGA1	HMGA1	Macrophage	1.0
CCND2	HMGA1	Macrophage	0.9961516230803666
TUBA1C	HMGA1	Macrophage	0.8986273001581608
MARCKSL1	HMGA1	Macrophage	0.8980125520594847
TUBB	HMGA1	Macrophage	0.8642370823707184
ACTG1	HMGA1	Macrophage	0.8012954459348794
HMGB1	HMGA1	Macrophage	0.5040349467419523
YWHAH	HMGA1	Macrophage	0.2458149115385688
HMGN2	HMGB1	Macrophage	3.5160226605732925
RANBP1	HMGB1	Macrophage	3.172438667652965
ANP32B	HMGB1	Macrophage	3.129371429800881
HMGA1	HMGB1	Macrophage	2.6029771465842906
ACTB	HMGB1	Macrophage	2.2574889114045
CDC25B	HMGB1	Macrophage	1.705773966241474
ACTG1	HMGB1	Macrophage	1.648316368149725
YWHAH	HMGB1	Macrophage	1.5588392751105211
LMNB1	HMGB1	Macrophage	1.5326880664284983
FABP5	HMGB1	Macrophage	1.4162107547401694
GATA3	HMGB1	Macrophage	1.352694271805695
HMGB1	HMGB1	Macrophage	1.0
TNFRSF25	HMGB1	Macrophage	0.9357658779353466
FAM107B	HMGB1	Macrophage	0.716094396570794
SPTBN1	HMGB1	Macrophage	0.6483170750763702
VIM	HMGB1	Macrophage	0.6395183951431563
SPTAN1	HMGB1	Macrophage	0.5234996891919691
FYN	HMGB1	Macrophage	0.5137248295081335
ZEB2	HMGB1	Macrophage	0.4053300763314333
DUSP4	HMGB1	Macrophage	0.286636531760307
PDE4D	HMGB1	Macrophage	0.2751902696943142
LMNB1	HMGB2	Macrophage	3.1585462182553243
CDC25B	HMGB2	Macrophage	3.062841609668
HMGN2	HMGB2	Macrophage	2.856868455508358
ANP32B	HMGB2	Macrophage	2.693306293955703
HMGB1	HMGB2	Macrophage	2.3343803191721486
ACTB	HMGB2	Macrophage	2.080124773913784
ACTG1	HMGB2	Macrophage	1.837187165047516
SPTBN1	HMGB2	Macrophage	1.232323190137494
YWHAH	HMGB2	Macrophage	1.1660228954870824
RANBP1	HMGB2	Macrophage	1.0522264229214306
FABP5	HMGB2	Macrophage	0.9098117309371848
VIM	HMGB2	Macrophage	0.8973230383931327
DUSP4	HMGB2	Macrophage	0.6856151615852686
SLC16A3	HMGB2	Macrophage	0.6717558877362554
FAM107B	HMGB2	Macrophage	0.5670802081843793
GATA3	HMGB2	Macrophage	0.5628768931140624
SPTAN1	HMGB2	Macrophage	0.4794453043749959
MAF	HMGB2	Macrophage	0.4445616771674839
HMGA1	HMGB2	Macrophage	0.4053868518171811
PDE4D	HMGB2	Macrophage	0.1463339369938111
TMEM2	IKZF3	Macrophage	1.2550866892914057
NFATC2	IKZF3	Macrophage	1.0382527512205062
IKZF3	IKZF3	Macrophage	1.0
ISG15	IRF7	Macrophage	3.277142842568582
NR3C1	IRF7	Macrophage	2.066272504846717
AKNA	IRF7	Macrophage	1.7662794926691756
MVP	IRF7	Macrophage	1.7503721778935888
MAP3K8	IRF7	Macrophage	1.742792499845842
RFTN1	IRF7	Macrophage	1.7302768862120186
IFI6	IRF7	Macrophage	1.68379277888574
LAG3	IRF7	Macrophage	1.6030250455329529
SETD2	IRF7	Macrophage	1.5966019917204308
TMEM2	IRF7	Macrophage	1.5678226708560588
PDE4B	IRF7	Macrophage	1.3812245733182091
NFATC2	IRF7	Macrophage	1.3640842743149262
GIMAP4	IRF7	Macrophage	1.290610003986266
CTSS	IRF7	Macrophage	1.2901142334728142
RHBDF2	IRF7	Macrophage	1.2378016218530603
FYN	IRF7	Macrophage	1.1659583909867832
CD8A	IRF7	Macrophage	1.15810074715186
PIK3R1	IRF7	Macrophage	1.119247105449519
STAT4	IRF7	Macrophage	1.111181623203137
IRF7	IRF7	Macrophage	1.0
SYPL1	IRF7	Macrophage	0.998418174982028
SATB1	IRF7	Macrophage	0.9967972129209244
ARID5A	IRF7	Macrophage	0.9956330317462742
AUTS2	IRF7	Macrophage	0.9903628868026604
SLC39A8	IRF7	Macrophage	0.94166590487899
FAM65B	IRF7	Macrophage	0.8216831742999737
LYST	IRF7	Macrophage	0.8202964863474287
CMIP	IRF7	Macrophage	0.7901791214582006
GADD45B	IRF7	Macrophage	0.7715618572991815
CD53	IRF7	Macrophage	0.719137092601482
ALOX5AP	IRF7	Macrophage	0.7139162837416055
CYSTM1	IRF7	Macrophage	0.7134037866039105
SEMA4D	IRF7	Macrophage	0.6858097609410427
HSPH1	IRF7	Macrophage	0.6711112858562561
HTATIP2	IRF7	Macrophage	0.6530145968185045
FOXP1	IRF7	Macrophage	0.6518898508861356
CHMP1B	IRF7	Macrophage	0.6214666437033075
RTN4	IRF7	Macrophage	0.6202352113808004
SAT1	IRF7	Macrophage	0.6182668172830927
EML4	IRF7	Macrophage	0.5918711378589072
SESN3	IRF7	Macrophage	0.582636777139808
JUND	IRF7	Macrophage	0.565025222942074
NAMPT	IRF7	Macrophage	0.5644240116708723
TXNIP	IRF7	Macrophage	0.548353310324766
AHNAK	IRF7	Macrophage	0.5095721944907768
PTMS	IRF7	Macrophage	0.5021872079058598
IL16	IRF7	Macrophage	0.4624669554711393
CARD16	IRF7	Macrophage	0.4579503417899009
CCL5	IRF7	Macrophage	0.3449678045714318
SRGN	IRF7	Macrophage	0.3326503708897616
ARAP2	IRF7	Macrophage	0.3215754629638482
PTGER4	IRF7	Macrophage	0.3213272715755066
BTG1	IRF7	Macrophage	0.3137490793637851
CDKN1A	IRF7	Macrophage	0.3091942817842892
PTPRC	IRF7	Macrophage	0.3091220830957074
HLA-A	IRF7	Macrophage	0.3044130193102561
ATP1A1	IRF7	Macrophage	0.3038013991649103
PEA15	IRF7	Macrophage	0.3010452825429699
TSHZ2	IRF7	Macrophage	0.2974628872106259
CPNE3	IRF7	Macrophage	0.2915468449538225
FOSL2	IRF7	Macrophage	0.2856813311224485
ITM2C	IRF7	Macrophage	0.28109611176766
PARP8	IRF7	Macrophage	0.2744350657170534
STAT3	IRF7	Macrophage	0.2654027557543829
HLA-B	IRF7	Macrophage	0.2626596912775164
RNF19A	IRF7	Macrophage	0.2564382399925596
PABPC1	IRF7	Macrophage	0.2200582302416875
FOS	IRF7	Macrophage	0.2159135008173592
PITPNC1	IRF7	Macrophage	0.1948942731750191
CXCR4	IRF7	Macrophage	0.192880443544924
IER2	IRF7	Macrophage	0.1584570888519253
ZEB2	IRF7	Macrophage	0.1520158764195875
BAZ1A	IRF7	Macrophage	0.1259218723754476
ANXA1	IRF7	Macrophage	0.1237651825639549
TAGAP	IRF7	Macrophage	0.1223946289776983
JUNB	IRF7	Macrophage	0.0998616020779995
FAM46C	IRF7	Macrophage	0.0879946604846566
CSRNP1	IRF7	Macrophage	0.0748263419192031
JUNB	JUN	Macrophage	2.5111661787652046
JUND	JUN	Macrophage	2.1710880476083965
STAT3	JUN	Macrophage	1.775750940456131
FOS	JUN	Macrophage	1.6818975123050666
GADD45B	JUN	Macrophage	1.5274570604495483
EZR	JUN	Macrophage	1.5038534265637182
NR4A2	JUN	Macrophage	1.4831359533213695
REL	JUN	Macrophage	1.4684274926851029
ZNF331	JUN	Macrophage	1.2511251774899268
NFATC2	JUN	Macrophage	1.0924077491226232
ZFP36L2	JUN	Macrophage	1.048456545845683
ZFP36	JUN	Macrophage	1.0401812857430115
JUN	JUN	Macrophage	1.0
GABARAPL1	JUN	Macrophage	0.9366577811356896
NFKB2	JUN	Macrophage	0.8830492504254294
CCNH	JUN	Macrophage	0.8249483030515852
FOSL2	JUN	Macrophage	0.8233216606395304
PRNP	JUN	Macrophage	0.7655994656546734
ANXA1	JUN	Macrophage	0.758811431747468
ID2	JUN	Macrophage	0.7377350661753466
TRAF4	JUN	Macrophage	0.6980650064977933
PITPNC1	JUN	Macrophage	0.6600361475622379
ATP1A1	JUN	Macrophage	0.6494478314845673
JOSD1	JUN	Macrophage	0.6304079376959892
PIK3R1	JUN	Macrophage	0.6047989688383001
CHD2	JUN	Macrophage	0.6026022256538357
PTGER4	JUN	Macrophage	0.595062878019606
RPS27	JUN	Macrophage	0.5761842680073936
MARCKSL1	JUN	Macrophage	0.5742486059657617
PIK3IP1	JUN	Macrophage	0.569211327496002
NFKBIZ	JUN	Macrophage	0.5639936094633888
HSPH1	JUN	Macrophage	0.5527943272913639
TNFAIP3	JUN	Macrophage	0.5307907105134502
DUSP1	JUN	Macrophage	0.5283366172908394
PABPC1	JUN	Macrophage	0.5240972404324579
TUBA4A	JUN	Macrophage	0.5096954561751492
CREM	JUN	Macrophage	0.505272488942914
RFTN1	JUN	Macrophage	0.5018485125259774
HSPA5	JUN	Macrophage	0.4952385420643593
PIM3	JUN	Macrophage	0.493658088058615
PPP1R15A	JUN	Macrophage	0.4901453401177879
ZC3H12A	JUN	Macrophage	0.4703849765961684
LITAF	JUN	Macrophage	0.4701192242876429
PTP4A1	JUN	Macrophage	0.4699797696934955
SNX9	JUN	Macrophage	0.4654698050473069
SLC16A3	JUN	Macrophage	0.4600648994609189
FTH1	JUN	Macrophage	0.4580796537241077
ARID5A	JUN	Macrophage	0.453300365308658
IER2	JUN	Macrophage	0.449097934230254
ASAH1	JUN	Macrophage	0.4489331641099066
HMGA1	JUN	Macrophage	0.4444125116539379
GPR183	JUN	Macrophage	0.4432815132489883
RGS1	JUN	Macrophage	0.440883221653759
RPL13A	JUN	Macrophage	0.4402356533720569
SRSF7	JUN	Macrophage	0.4335603259657338
PRDM1	JUN	Macrophage	0.4297741971950017
MVP	JUN	Macrophage	0.4290712868398355
DOK2	JUN	Macrophage	0.4272331777236597
RPS29	JUN	Macrophage	0.4236436138570321
SYTL3	JUN	Macrophage	0.4219293195337645
CSRNP1	JUN	Macrophage	0.414920910433146
ACP5	JUN	Macrophage	0.4010284640432999
FAM177A1	JUN	Macrophage	0.4003520110923667
GLIPR1	JUN	Macrophage	0.3967528235823852
YPEL5	JUN	Macrophage	0.396696328588742
MGST3	JUN	Macrophage	0.3964887423424781
HSP90AA1	JUN	Macrophage	0.3949483772945476
STAT4	JUN	Macrophage	0.3944825074697311
RALGAPA1	JUN	Macrophage	0.386272020243588
BTG2	JUN	Macrophage	0.3862464853176632
CD48	JUN	Macrophage	0.3842616556976477
SATB1	JUN	Macrophage	0.3827298987252912
ARAP2	JUN	Macrophage	0.3754043697918692
BTG1	JUN	Macrophage	0.3636205047949774
SARAF	JUN	Macrophage	0.3599203350953887
DDIT4	JUN	Macrophage	0.3423197594210346
DNAJB1	JUN	Macrophage	0.3403227161555878
FAM65B	JUN	Macrophage	0.3389845864122211
IRF2BP2	JUN	Macrophage	0.3385652518818192
RAB11FIP1	JUN	Macrophage	0.3336084949185532
ATP1B3	JUN	Macrophage	0.3322797213866978
AQP3	JUN	Macrophage	0.3308758129160746
VPS37B	JUN	Macrophage	0.3083414424543728
RGS2	JUN	Macrophage	0.3049606466904934
HSPB1	JUN	Macrophage	0.3031126886259869
DUSP2	JUN	Macrophage	0.2996106340599029
OAT	JUN	Macrophage	0.297708791219284
APMAP	JUN	Macrophage	0.2968690740786358
CMIP	JUN	Macrophage	0.2951480738354626
PPP1R16B	JUN	Macrophage	0.2945733579002939
CYSTM1	JUN	Macrophage	0.2919854898384884
CBLB	JUN	Macrophage	0.2877775797672293
UBA1	JUN	Macrophage	0.2796082410698255
CD44	JUN	Macrophage	0.2675079639999989
RTN4	JUN	Macrophage	0.267112395132878
PMAIP1	JUN	Macrophage	0.2606935521092774
ADGRE5	JUN	Macrophage	0.259804490782894
SAT1	JUN	Macrophage	0.2572504274868591
PEA15	JUN	Macrophage	0.2571573434601716
STAT5B	JUN	Macrophage	0.2536761051772996
ELL2	JUN	Macrophage	0.2470482951943428
PDE4B	JUN	Macrophage	0.2448325030425949
GZMB	JUN	Macrophage	0.2420025602662801
NEAT1	JUN	Macrophage	0.2384131387828745
ABLIM1	JUN	Macrophage	0.2368315854036987
KDM6B	JUN	Macrophage	0.235463806372995
CDKN1A	JUN	Macrophage	0.2320704924374557
SEMA4D	JUN	Macrophage	0.2311106846763315
SMCHD1	JUN	Macrophage	0.2255212853528218
ZEB2	JUN	Macrophage	0.2252730379755732
BHLHE40	JUN	Macrophage	0.2208493523130554
LMBRD1	JUN	Macrophage	0.2202080394259511
PRF1	JUN	Macrophage	0.2088650900884023
HSPA1A	JUN	Macrophage	0.206412600768534
ARHGEF7	JUN	Macrophage	0.2042749397575158
CD53	JUN	Macrophage	0.2002891279796772
DUSP16	JUN	Macrophage	0.1952181262029208
SQSTM1	JUN	Macrophage	0.1910983221451091
CDC42EP3	JUN	Macrophage	0.1908005737185233
