TFs	Genes	Occurrence	occurrence_percentage	Weights	condition
FOXP1	LDLRAD4	3	75.0	0.7153877851074922	CD8 Exhausted
FOXP1	JUND	3	75.0	0.7130048378921069	CD8 Exhausted
FOXP1	ELL2	3	75.0	0.6619213311746776	CD8 Exhausted
FOXP1	GATA3	3	75.0	0.6604279047498952	CD8 Exhausted
FOXP1	PITPNC1	4	100.0	0.6252563611442721	CD8 Exhausted
FOXP1	RFTN1	3	75.0	0.5823545668862113	CD8 Exhausted
FOXP1	NR4A2	3	75.0	0.5027079927495922	CD8 Exhausted
FOXP1	ZFP36	3	75.0	0.4459228038183669	CD8 Exhausted
FOXP1	TXNIP	3	75.0	0.440879636557196	CD8 Exhausted
FOXP1	PDE4B	3	75.0	0.435906755273711	CD8 Exhausted
FOXP1	CYSTM1	4	100.0	0.4109545955632119	CD8 Exhausted
FOXP1	PTP4A1	3	75.0	0.2131138442223067	CD8 Exhausted
FOXP1	BTG1	3	75.0	0.1986484091372283	CD8 Exhausted
FOXP1	SPOCK2	3	75.0	0.1568545677680242	CD8 Exhausted
FOXP1	NFKBIZ	3	75.0	0.1506702751054496	CD8 Exhausted
FOXP1	ZFP36L2	3	75.0	0.1483327250720929	CD8 Exhausted
FOXP1	S1PR1	3	75.0	0.1401258861269271	CD8 Exhausted
HMGA1	ANXA2	3	75.0	2.380185224687519	CD8 Exhausted
HMGA1	ACTG1	3	75.0	2.1214068734605487	CD8 Exhausted
HMGA1	ACTB	3	75.0	2.0309858478788985	CD8 Exhausted
HMGA1	FAM107B	3	75.0	1.5617827144762682	CD8 Exhausted
HMGA1	YWHAH	3	75.0	1.2614335068578	CD8 Exhausted
HMGA1	MYADM	3	75.0	1.162574468534797	CD8 Exhausted
HMGA1	PELI1	3	75.0	1.1171656240991603	CD8 Exhausted
HMGA1	PFN1	3	75.0	1.099661575272967	CD8 Exhausted
HMGA1	HMGA1	3	75.0	1.0	CD8 Exhausted
HMGA1	FAM177A1	3	75.0	0.9401411134005654	CD8 Exhausted
HMGA1	FOS	3	75.0	0.8375017711132746	CD8 Exhausted
HMGA1	HMGB1	3	75.0	0.4550388277355159	CD8 Exhausted
HMGB1	HMGN2	4	100.0	5.259874251047606	CD8 Exhausted
HMGB1	CDC25B	4	100.0	2.4017371851372387	CD8 Exhausted
HMGB1	ANP32B	4	100.0	2.3558534962802757	CD8 Exhausted
HMGB1	ACTB	4	100.0	1.9805560326565708	CD8 Exhausted
HMGB1	DUSP4	3	75.0	1.8113104356907137	CD8 Exhausted
HMGB1	YWHAH	4	100.0	1.7235814723214975	CD8 Exhausted
HMGB1	ACTG1	3	75.0	1.4789022986622309	CD8 Exhausted
HMGB1	RANBP1	4	100.0	1.4308219319091964	CD8 Exhausted
HMGB1	LMNB1	4	100.0	1.112844924758985	CD8 Exhausted
HMGB1	HMGB1	4	100.0	1.0	CD8 Exhausted
HMGB1	HMGA1	4	100.0	0.7519512349417367	CD8 Exhausted
HMGB1	ZFP36L2	3	75.0	0.7336051152141727	CD8 Exhausted
HMGB1	NDRG1	3	75.0	0.1360472218313716	CD8 Exhausted
HMGB2	HMGN2	4	100.0	3.867847709122629	CD8 Exhausted
HMGB2	HMGB1	4	100.0	3.4677168357683312	CD8 Exhausted
HMGB2	CDC25B	4	100.0	2.5311427812270626	CD8 Exhausted
HMGB2	RANBP1	4	100.0	2.102869352828189	CD8 Exhausted
HMGB2	ANP32B	4	100.0	1.9516396293366136	CD8 Exhausted
HMGB2	PDE4D	4	100.0	1.698590694994773	CD8 Exhausted
HMGB2	ACTB	4	100.0	1.6740824590113592	CD8 Exhausted
HMGB2	SPTAN1	4	100.0	1.2556411035934012	CD8 Exhausted
HMGB2	LMNB1	4	100.0	0.9049120472416572	CD8 Exhausted
HMGB2	ACTG1	4	100.0	0.8998288561396313	CD8 Exhausted
HMGB2	GATA3	3	75.0	0.8243546343214664	CD8 Exhausted
HMGB2	SOD2	4	100.0	0.6648444181274323	CD8 Exhausted
HMGB2	SATB1	3	75.0	0.5659037125843189	CD8 Exhausted
HMGB2	DOK2	3	75.0	0.5300349550384098	CD8 Exhausted
IRF7	GPR183	3	75.0	2.90368574791874	CD8 Exhausted
IRF7	JUND	3	75.0	2.1892920879508697	CD8 Exhausted
IRF7	LDLRAD4	4	100.0	2.0493980851367355	CD8 Exhausted
IRF7	BHLHE40	4	100.0	1.4971746353768352	CD8 Exhausted
IRF7	CHMP1B	4	100.0	1.4925998199076216	CD8 Exhausted
IRF7	PELI1	3	75.0	1.4764962983005747	CD8 Exhausted
IRF7	TGFB1	3	75.0	1.4592525271458816	CD8 Exhausted
IRF7	RAB11FIP1	4	100.0	1.4084803545336568	CD8 Exhausted
IRF7	PEA15	3	75.0	1.3326206227834985	CD8 Exhausted
IRF7	CD53	4	100.0	1.179390571947036	CD8 Exhausted
IRF7	RFTN1	3	75.0	1.108597686584714	CD8 Exhausted
IRF7	RTN4	3	75.0	1.0825487021176965	CD8 Exhausted
IRF7	FOSL2	4	100.0	1.0704138776782368	CD8 Exhausted
IRF7	ALOX5AP	4	100.0	1.0391982273063067	CD8 Exhausted
IRF7	TNFAIP8	4	100.0	1.0268385637651345	CD8 Exhausted
IRF7	IRF7	4	100.0	1.0	CD8 Exhausted
IRF7	CDKN1A	3	75.0	0.9249763339798124	CD8 Exhausted
IRF7	PDE4DIP	3	75.0	0.8978851568751196	CD8 Exhausted
IRF7	CAPG	4	100.0	0.8542304638385982	CD8 Exhausted
IRF7	GALNT2	3	75.0	0.8404860707780765	CD8 Exhausted
IRF7	LIMS1	3	75.0	0.8208468732318476	CD8 Exhausted
IRF7	JAML	3	75.0	0.7762229348315812	CD8 Exhausted
IRF7	FAM46C	4	100.0	0.7313979897974252	CD8 Exhausted
IRF7	CMIP	3	75.0	0.6637285286899984	CD8 Exhausted
IRF7	KDM6B	4	100.0	0.5746287835612409	CD8 Exhausted
IRF7	PPP1R16B	4	100.0	0.5319816465591626	CD8 Exhausted
IRF7	AKNA	3	75.0	0.527430908475687	CD8 Exhausted
IRF7	CTSB	3	75.0	0.4773768593903351	CD8 Exhausted
IRF7	NR3C1	3	75.0	0.2992462189103073	CD8 Exhausted
IRF7	UCP2	3	75.0	0.2370520511914186	CD8 Exhausted
IRF7	LYST	3	75.0	0.1297663236344306	CD8 Exhausted
JUN	BHLHE40	4	100.0	2.583307546763513	CD8 Exhausted
JUN	FOS	4	100.0	1.506753561022923	CD8 Exhausted
JUN	STAT3	4	100.0	1.1049249516067643	CD8 Exhausted
JUN	ATF4	4	100.0	1.0715701101649409	CD8 Exhausted
JUN	PRDM1	4	100.0	1.0139843440192884	CD8 Exhausted
JUN	JUN	4	100.0	1.0	CD8 Exhausted
JUN	STAT5B	4	100.0	0.9881890234083516	CD8 Exhausted
JUN	ADGRE5	4	100.0	0.8512390440379298	CD8 Exhausted
JUN	ZEB2	3	75.0	0.8166075610943256	CD8 Exhausted
JUN	JUNB	4	100.0	0.7094396744219165	CD8 Exhausted
JUN	HSPA5	4	100.0	0.6971587473201349	CD8 Exhausted
JUN	RALA	4	100.0	0.6703206147893906	CD8 Exhausted
JUN	NFATC2	3	75.0	0.5965748475124931	CD8 Exhausted
JUN	NR4A2	4	100.0	0.5278698823861614	CD8 Exhausted
JUN	PPP1R15A	4	100.0	0.52599077399509	CD8 Exhausted
JUN	CD63	3	75.0	0.467801758790614	CD8 Exhausted
JUN	IRF2BP2	4	100.0	0.4438269302444362	CD8 Exhausted
JUN	ELL2	3	75.0	0.4309127692484145	CD8 Exhausted
JUN	AHNAK	4	100.0	0.4164707932668549	CD8 Exhausted
JUN	RGCC	4	100.0	0.4085953772362794	CD8 Exhausted
JUN	TSHZ2	3	75.0	0.4079501569060912	CD8 Exhausted
JUN	JUND	4	100.0	0.4063438726204283	CD8 Exhausted
JUN	TSC22D3	4	100.0	0.379584879890592	CD8 Exhausted
JUN	ANXA2	3	75.0	0.3774331141998198	CD8 Exhausted
JUN	TNFAIP3	4	100.0	0.3644968858792518	CD8 Exhausted
JUN	ABLIM1	3	75.0	0.3608822974927101	CD8 Exhausted
JUN	PIM3	3	75.0	0.3532609807695994	CD8 Exhausted
JUN	CDKN1A	3	75.0	0.3451616397031292	CD8 Exhausted
JUN	SYTL2	4	100.0	0.3330748018655469	CD8 Exhausted
JUN	SNX9	4	100.0	0.3292403688348922	CD8 Exhausted
JUN	BTG1	3	75.0	0.323670448930301	CD8 Exhausted
JUN	IER2	4	100.0	0.3062922975656748	CD8 Exhausted
JUN	MARCKSL1	4	100.0	0.3059645695203829	CD8 Exhausted
JUN	DUSP1	4	100.0	0.3020086010937727	CD8 Exhausted
JUN	ZC3H12A	4	100.0	0.3007933934530795	CD8 Exhausted
JUN	SYTL3	4	100.0	0.2961722804265109	CD8 Exhausted
JUN	KDM6B	3	75.0	0.2954287847638779	CD8 Exhausted
JUN	CD247	3	75.0	0.2820324067742395	CD8 Exhausted
JUN	GADD45B	4	100.0	0.2727568413178194	CD8 Exhausted
JUN	EZR	3	75.0	0.2595726595354518	CD8 Exhausted
JUN	MAP1LC3A	4	100.0	0.2504010744738861	CD8 Exhausted
JUN	PTGER4	3	75.0	0.2251586642961142	CD8 Exhausted
JUN	LDLRAD4	4	100.0	0.2179157470965437	CD8 Exhausted
JUN	YPEL5	4	100.0	0.2133373538450157	CD8 Exhausted
JUN	HSPA1A	3	75.0	0.2115608948059871	CD8 Exhausted
JUN	RALGAPA1	3	75.0	0.2075062969524038	CD8 Exhausted
JUN	SLC39A8	3	75.0	0.1909930901972067	CD8 Exhausted
JUN	PTP4A1	3	75.0	0.1879556517681798	CD8 Exhausted
JUN	RAB11FIP1	3	75.0	0.1868404800145564	CD8 Exhausted
JUN	HSPH1	3	75.0	0.1819846966908065	CD8 Exhausted
JUN	PEA15	4	100.0	0.1795536777460108	CD8 Exhausted
JUN	BTG2	3	75.0	0.1776346150776992	CD8 Exhausted
JUN	CTSB	3	75.0	0.1691338643948086	CD8 Exhausted
JUN	SMCHD1	3	75.0	0.1630983411303931	CD8 Exhausted
JUN	MAP3K8	4	100.0	0.1580630809876391	CD8 Exhausted
JUN	ATP1B3	3	75.0	0.1222175237907322	CD8 Exhausted
JUN	LYST	3	75.0	0.1016419574750828	CD8 Exhausted
JUNB	FOS	4	100.0	2.768799963903177	CD8 Exhausted
JUNB	NR4A2	4	100.0	2.4016895674364003	CD8 Exhausted
JUNB	IRF2BP2	4	100.0	2.1956284616918764	CD8 Exhausted
JUNB	DUSP1	4	100.0	2.0893557803934484	CD8 Exhausted
JUNB	FTL	4	100.0	1.9861959870295585	CD8 Exhausted
JUNB	TUBA4A	4	100.0	1.964534850562364	CD8 Exhausted
JUNB	IER2	4	100.0	1.8532286316388369	CD8 Exhausted
JUNB	KDM6B	3	75.0	1.7754563055429606	CD8 Exhausted
JUNB	BIRC3	4	100.0	1.7750432548477826	CD8 Exhausted
JUNB	PSAP	4	100.0	1.769565941326651	CD8 Exhausted
JUNB	ZFP36	4	100.0	1.7236996729013652	CD8 Exhausted
JUNB	REL	4	100.0	1.7043226624395855	CD8 Exhausted
JUNB	MAP3K8	4	100.0	1.6513607133890744	CD8 Exhausted
JUNB	PTP4A1	4	100.0	1.6096096463745808	CD8 Exhausted
JUNB	ELL2	3	75.0	1.3678841971745055	CD8 Exhausted
JUNB	CCNH	4	100.0	1.3453229363099115	CD8 Exhausted
JUNB	NFKBIZ	4	100.0	1.244164743836957	CD8 Exhausted
JUNB	CDKN1A	4	100.0	1.2304810265297572	CD8 Exhausted
JUNB	ARHGEF7	4	100.0	1.223662703734476	CD8 Exhausted
JUNB	FOXP1	3	75.0	1.1981744244512265	CD8 Exhausted
JUNB	LDLRAD4	4	100.0	1.182670846853977	CD8 Exhausted
JUNB	NFATC2	4	100.0	1.1706423494541285	CD8 Exhausted
JUNB	RAB11FIP1	4	100.0	1.1265406121794714	CD8 Exhausted
JUNB	CHMP1B	4	100.0	1.1038522393030408	CD8 Exhausted
JUNB	JUN	4	100.0	1.0385260184103051	CD8 Exhausted
JUNB	LIMS1	3	75.0	1.0372513300439363	CD8 Exhausted
JUNB	DUSP2	4	100.0	1.025601355093	CD8 Exhausted
JUNB	JUNB	4	100.0	1.0	CD8 Exhausted
JUNB	SLC16A3	4	100.0	0.994709305723138	CD8 Exhausted
JUNB	SRSF3	4	100.0	0.9622232446603716	CD8 Exhausted
JUNB	SLC39A8	3	75.0	0.9547817273020938	CD8 Exhausted
JUNB	FAM177A1	3	75.0	0.952987459196756	CD8 Exhausted
JUNB	ARAP2	4	100.0	0.9356885696394646	CD8 Exhausted
JUNB	PIM3	4	100.0	0.9074173568358656	CD8 Exhausted
JUNB	SYAP1	3	75.0	0.8272257065905378	CD8 Exhausted
JUNB	ZC3H12A	4	100.0	0.8250629330395841	CD8 Exhausted
JUNB	NAMPT	3	75.0	0.8167997057024389	CD8 Exhausted
JUNB	ZNF331	4	100.0	0.7953954600337717	CD8 Exhausted
JUNB	JOSD1	3	75.0	0.7674668985119885	CD8 Exhausted
JUNB	CCND2	4	100.0	0.7640285825661999	CD8 Exhausted
JUNB	GADD45B	3	75.0	0.7056233798800972	CD8 Exhausted
JUNB	RGS1	3	75.0	0.6996301438757612	CD8 Exhausted
JUNB	CHD2	4	100.0	0.6777275152096794	CD8 Exhausted
JUNB	VPS37B	3	75.0	0.6733205690842129	CD8 Exhausted
JUNB	RGCC	3	75.0	0.6711075488997168	CD8 Exhausted
JUNB	TSHZ2	4	100.0	0.6664844037410227	CD8 Exhausted
JUNB	TRAF4	4	100.0	0.6358380941517745	CD8 Exhausted
JUNB	PEA15	4	100.0	0.6310934835295553	CD8 Exhausted
JUNB	CD74	4	100.0	0.6164456597157089	CD8 Exhausted
JUNB	NEAT1	4	100.0	0.6057889082448655	CD8 Exhausted
JUNB	MAP1LC3A	3	75.0	0.5999670563598684	CD8 Exhausted
JUNB	EIF4A1	4	100.0	0.5649631596881144	CD8 Exhausted
JUNB	HSPH1	3	75.0	0.5582682856544438	CD8 Exhausted
JUNB	TNFAIP3	4	100.0	0.5579347847127777	CD8 Exhausted
JUNB	PCED1B	3	75.0	0.5523763440135936	CD8 Exhausted
JUNB	ANP32B	3	75.0	0.5455864071150424	CD8 Exhausted
JUNB	PPP1R15A	4	100.0	0.5318899298190689	CD8 Exhausted
JUNB	LYST	3	75.0	0.5214024680320287	CD8 Exhausted
JUNB	STAT3	3	75.0	0.4703332222617587	CD8 Exhausted
JUNB	ZEB2	3	75.0	0.450826110556645	CD8 Exhausted
JUNB	SAT1	4	100.0	0.4386462297284251	CD8 Exhausted
JUNB	GLRX	3	75.0	0.4341068484546024	CD8 Exhausted
JUNB	HSPA5	3	75.0	0.4322136754817385	CD8 Exhausted
JUNB	ABLIM1	4	100.0	0.4278455523008041	CD8 Exhausted
JUNB	TIMP1	3	75.0	0.4098815497633342	CD8 Exhausted
JUNB	FAM46C	4	100.0	0.4092742075648682	CD8 Exhausted
JUNB	BHLHE40	3	75.0	0.4092646634331554	CD8 Exhausted
JUNB	TSC22D3	3	75.0	0.4085181115915534	CD8 Exhausted
JUNB	SYTL3	4	100.0	0.3851434395148286	CD8 Exhausted
JUNB	CREM	4	100.0	0.3361637942005885	CD8 Exhausted
JUNB	FYN	4	100.0	0.2774366980538949	CD8 Exhausted
JUNB	JUND	3	75.0	0.2481902474012476	CD8 Exhausted
JUNB	CD4	3	75.0	0.2432050526461275	CD8 Exhausted
JUNB	RNF19A	3	75.0	0.2345270669999777	CD8 Exhausted
JUNB	NR3C1	4	100.0	0.2333762340811864	CD8 Exhausted
JUNB	CSRNP1	3	75.0	0.2130448238978965	CD8 Exhausted
JUNB	RPS27	4	100.0	0.1910238475097564	CD8 Exhausted
JUND	FTH1	4	100.0	2.747818954689892	CD8 Exhausted
JUND	ZFP36	4	100.0	1.7969496150053064	CD8 Exhausted
JUND	UPP1	4	100.0	1.56303291542269	CD8 Exhausted
JUND	ZFP36L2	4	100.0	1.4985408103437947	CD8 Exhausted
JUND	ADGRE5	4	100.0	1.380593527441384	CD8 Exhausted
JUND	ATP1B3	4	100.0	1.3325383539936544	CD8 Exhausted
JUND	GPCPD1	4	100.0	1.2761133957214366	CD8 Exhausted
JUND	KDM6B	4	100.0	1.21914652218603	CD8 Exhausted
JUND	TESC	4	100.0	1.2092381310441858	CD8 Exhausted
JUND	STAM	4	100.0	1.1331116010212423	CD8 Exhausted
JUND	SLC7A5	4	100.0	1.129160582069771	CD8 Exhausted
JUND	PDE4B	4	100.0	1.1182418519022117	CD8 Exhausted
JUND	GLRX	3	75.0	1.092602765376962	CD8 Exhausted
JUND	CREM	4	100.0	1.0710800851097817	CD8 Exhausted
JUND	SESN3	4	100.0	1.0614236207107288	CD8 Exhausted
JUND	GABARAPL1	4	100.0	1.054264998156314	CD8 Exhausted
JUND	IL21R	4	100.0	1.051826589305426	CD8 Exhausted
JUND	YPEL5	4	100.0	1.0457204591619444	CD8 Exhausted
JUND	GPR183	4	100.0	1.0359953240296726	CD8 Exhausted
JUND	ZNF331	4	100.0	1.012461974924694	CD8 Exhausted
JUND	SRSF7	3	75.0	1.0071482977363957	CD8 Exhausted
JUND	JUND	4	100.0	1.0	CD8 Exhausted
JUND	PIK3IP1	3	75.0	0.9906983369816712	CD8 Exhausted
JUND	JOSD1	4	100.0	0.9753721515821044	CD8 Exhausted
JUND	PTP4A1	4	100.0	0.9634128159530336	CD8 Exhausted
JUND	LITAF	4	100.0	0.9338547125154788	CD8 Exhausted
JUND	RNF19A	4	100.0	0.9134720382826468	CD8 Exhausted
JUND	ABLIM1	4	100.0	0.8272740319166965	CD8 Exhausted
JUND	BTG1	4	100.0	0.8069383252573796	CD8 Exhausted
JUND	FAM46C	4	100.0	0.8064862670370523	CD8 Exhausted
JUND	PRKX	4	100.0	0.7853189095012465	CD8 Exhausted
JUND	DYNLT3	4	100.0	0.7848570645560782	CD8 Exhausted
JUND	PABPC1	4	100.0	0.7670514887914361	CD8 Exhausted
JUND	CCNH	4	100.0	0.7564489467264037	CD8 Exhausted
JUND	IRF2BP2	3	75.0	0.7553726011215254	CD8 Exhausted
JUND	EML4	3	75.0	0.7552610318329734	CD8 Exhausted
JUND	FOSL2	4	100.0	0.7543595319026085	CD8 Exhausted
JUND	BIRC3	3	75.0	0.7498025477584802	CD8 Exhausted
JUND	ARAP2	4	100.0	0.7482007264201405	CD8 Exhausted
JUND	EIF4A1	4	100.0	0.7404313510130793	CD8 Exhausted
JUND	FOXP1	4	100.0	0.7375294487165215	CD8 Exhausted
JUND	GLIPR1	4	100.0	0.7249468488023454	CD8 Exhausted
JUND	SARAF	3	75.0	0.7129913103612989	CD8 Exhausted
JUND	SYTL3	4	100.0	0.6952726800769233	CD8 Exhausted
JUND	RGCC	3	75.0	0.6944054716954993	CD8 Exhausted
JUND	RPL13A	4	100.0	0.6940855758404695	CD8 Exhausted
JUND	ARHGEF7	4	100.0	0.6915420378493667	CD8 Exhausted
JUND	BCL2L11	4	100.0	0.6910757216930569	CD8 Exhausted
JUND	STAT4	4	100.0	0.6879977967349437	CD8 Exhausted
JUND	OAT	4	100.0	0.6315053504681384	CD8 Exhausted
JUND	SYAP1	4	100.0	0.6273127661683344	CD8 Exhausted
JUND	NFKBIZ	4	100.0	0.6254841414930776	CD8 Exhausted
JUND	SRRT	3	75.0	0.611865344327909	CD8 Exhausted
JUND	NFATC2	4	100.0	0.6051569502040278	CD8 Exhausted
JUND	JUN	3	75.0	0.603426514242833	CD8 Exhausted
JUND	MVP	3	75.0	0.6021440215857131	CD8 Exhausted
JUND	BIRC2	3	75.0	0.5792458985819643	CD8 Exhausted
JUND	ATP2B4	3	75.0	0.5684001809759539	CD8 Exhausted
JUND	IL7R	4	100.0	0.5592987546186867	CD8 Exhausted
JUND	SPOCK2	4	100.0	0.5497045455614511	CD8 Exhausted
JUND	ZC3H12A	4	100.0	0.5379185124558199	CD8 Exhausted
JUND	NR4A2	4	100.0	0.5355939377340777	CD8 Exhausted
JUND	IER2	4	100.0	0.5093856645596436	CD8 Exhausted
JUND	FYN	4	100.0	0.5031251714056773	CD8 Exhausted
JUND	IL10RA	4	100.0	0.4694988422744569	CD8 Exhausted
JUND	RGS2	4	100.0	0.4588955564131472	CD8 Exhausted
JUND	TSC22D3	4	100.0	0.4355209722032639	CD8 Exhausted
JUND	DUSP16	3	75.0	0.4276719529189821	CD8 Exhausted
JUND	PIK3R1	4	100.0	0.4215250610584932	CD8 Exhausted
JUND	CST7	3	75.0	0.4089927784125052	CD8 Exhausted
JUND	REL	3	75.0	0.3948589610225375	CD8 Exhausted
JUND	MARCKSL1	4	100.0	0.3945509808786841	CD8 Exhausted
JUND	CHMP1B	4	100.0	0.3931743540464788	CD8 Exhausted
JUND	SLC39A8	3	75.0	0.3904743668874044	CD8 Exhausted
JUND	RPS27	4	100.0	0.3887421968919491	CD8 Exhausted
JUND	SMCHD1	3	75.0	0.3805928004074759	CD8 Exhausted
JUND	CYSTM1	4	100.0	0.3772986464625361	CD8 Exhausted
JUND	NR3C1	3	75.0	0.3763420376184421	CD8 Exhausted
JUND	VPS37B	4	100.0	0.3624462113000558	CD8 Exhausted
JUND	DUSP2	4	100.0	0.3598589646676219	CD8 Exhausted
JUND	CDKN1A	3	75.0	0.356436257064824	CD8 Exhausted
JUND	TUBA4A	4	100.0	0.3490072518056378	CD8 Exhausted
JUND	TRAF4	3	75.0	0.3391555575982192	CD8 Exhausted
JUND	RPS29	4	100.0	0.3374863533380928	CD8 Exhausted
JUND	TSHZ2	3	75.0	0.3318140558338788	CD8 Exhausted
JUND	GADD45B	3	75.0	0.321945194622343	CD8 Exhausted
JUND	RAB11FIP1	3	75.0	0.3168459046109494	CD8 Exhausted
JUND	TGFBR2	3	75.0	0.313874611867302	CD8 Exhausted
JUND	APMAP	3	75.0	0.3110335184434044	CD8 Exhausted
JUND	PITPNC1	3	75.0	0.3069656796110286	CD8 Exhausted
JUND	PARP8	3	75.0	0.2996276058462812	CD8 Exhausted
JUND	PPP1R16B	3	75.0	0.2920524152254802	CD8 Exhausted
JUND	USP11	3	75.0	0.2879304507398145	CD8 Exhausted
JUND	CHD2	4	100.0	0.2873550342999655	CD8 Exhausted
JUND	NEAT1	3	75.0	0.2857959708481314	CD8 Exhausted
JUND	CRIP1	3	75.0	0.2826411793595793	CD8 Exhausted
JUND	CD4	4	100.0	0.2741503068799252	CD8 Exhausted
JUND	FTL	3	75.0	0.2620036243613272	CD8 Exhausted
JUND	FAM177A1	4	100.0	0.2533910601656458	CD8 Exhausted
JUND	TNFAIP3	4	100.0	0.2439360199588078	CD8 Exhausted
JUND	XBP1	4	100.0	0.2318275171156402	CD8 Exhausted
JUND	JUNB	3	75.0	0.2257801997766777	CD8 Exhausted
JUND	STAT5B	3	75.0	0.2222752286940408	CD8 Exhausted
JUND	CD44	4	100.0	0.2166614474923691	CD8 Exhausted
JUND	LMBRD1	3	75.0	0.2106932101550322	CD8 Exhausted
JUND	RFTN1	3	75.0	0.189164884394648	CD8 Exhausted
JUND	PIM3	4	100.0	0.185454270636359	CD8 Exhausted
JUND	HSPH1	4	100.0	0.1829070940120146	CD8 Exhausted
JUND	PTGER4	3	75.0	0.1538017268127401	CD8 Exhausted
JUND	RGS1	3	75.0	0.152922723607741	CD8 Exhausted
JUND	ARID5A	3	75.0	0.1333460223038523	CD8 Exhausted
JUND	MAF	3	75.0	0.1317240700320982	CD8 Exhausted
JUND	PBXIP1	4	100.0	0.1256994203395244	CD8 Exhausted
JUND	LDLRAD4	3	75.0	0.108703255050653	CD8 Exhausted
MAF	CD247	4	100.0	2.522189122611503	CD8 Exhausted
MAF	SH2D1A	3	75.0	2.4128535174717887	CD8 Exhausted
MAF	CD4	3	75.0	2.053252054962679	CD8 Exhausted
MAF	TNFAIP8	4	100.0	1.5713748219561947	CD8 Exhausted
MAF	LYST	3	75.0	1.39174665990922	CD8 Exhausted
MAF	GALM	3	75.0	1.3864522498013307	CD8 Exhausted
MAF	SNX9	3	75.0	1.3058066084307522	CD8 Exhausted
MAF	TBC1D4	3	75.0	1.277959285529548	CD8 Exhausted
MAF	IL7R	4	100.0	1.08173719366175	CD8 Exhausted
MAF	GADD45A	3	75.0	1.0703465666951075	CD8 Exhausted
MAF	PDE4D	4	100.0	1.0618334915941858	CD8 Exhausted
MAF	DUSP4	3	75.0	1.0404065071039832	CD8 Exhausted
MAF	FAM46C	3	75.0	1.021030284524686	CD8 Exhausted
MAF	MAF	3	75.0	1.0	CD8 Exhausted
MAF	CREM	4	100.0	0.9152127507775718	CD8 Exhausted
MAF	SQSTM1	3	75.0	0.8967073352846132	CD8 Exhausted
MAF	PKM	4	100.0	0.8831619200054365	CD8 Exhausted
MAF	SPOCK2	4	100.0	0.87864907784366	CD8 Exhausted
MAF	HTATIP2	4	100.0	0.8382230815313684	CD8 Exhausted
MAF	RPS29	3	75.0	0.7253902428921818	CD8 Exhausted
MAF	PRDM1	3	75.0	0.6597230477276769	CD8 Exhausted
MAF	TRAF4	3	75.0	0.5886157471666008	CD8 Exhausted
MAF	NR3C1	3	75.0	0.5616094762463107	CD8 Exhausted
MAF	ASAH1	3	75.0	0.5370233908728858	CD8 Exhausted
MAF	MIR4435-2HG	3	75.0	0.5227954269308173	CD8 Exhausted
NFATC2	CCL5	3	75.0	1.3412954089460198	CD8 Exhausted
NFATC2	LITAF	3	75.0	1.188940108796232	CD8 Exhausted
NFATC2	NR4A2	3	75.0	1.089341548245229	CD8 Exhausted
NFATC2	NFATC2	3	75.0	1.0	CD8 Exhausted
NFATC2	FYN	3	75.0	0.996094706461816	CD8 Exhausted
NFATC2	CD8A	3	75.0	0.8736100512323373	CD8 Exhausted
NFATC2	TGFB1	3	75.0	0.7896795043162954	CD8 Exhausted
NFATC2	ITM2C	3	75.0	0.6170993037099618	CD8 Exhausted
NFATC2	SEMA4D	3	75.0	0.5803955359004395	CD8 Exhausted
NFKB1	NEAT1	4	100.0	2.6131986878198865	CD8 Exhausted
NFKB1	REL	4	100.0	2.4036033623819577	CD8 Exhausted
NFKB1	CD83	4	100.0	2.2852794757976542	CD8 Exhausted
NFKB1	TNFAIP8	4	100.0	2.2345844307534044	CD8 Exhausted
NFKB1	TRAF1	3	75.0	1.9799073538760328	CD8 Exhausted
NFKB1	SERPINB9	3	75.0	1.9744885974698168	CD8 Exhausted
NFKB1	HLA-DQB1	4	100.0	1.8879280714487556	CD8 Exhausted
NFKB1	NFKBIA	4	100.0	1.7354706397993025	CD8 Exhausted
NFKB1	HLA-DRB5	4	100.0	1.6690765746736675	CD8 Exhausted
NFKB1	CDC42EP3	3	75.0	1.486190281527512	CD8 Exhausted
NFKB1	PEA15	3	75.0	1.4854194445048587	CD8 Exhausted
NFKB1	HLA-DQA1	3	75.0	1.482683859307856	CD8 Exhausted
NFKB1	KDM6B	4	100.0	1.37557011509842	CD8 Exhausted
NFKB1	CDKN1A	4	100.0	1.3353928176886087	CD8 Exhausted
NFKB1	BID	4	100.0	1.2294081449705607	CD8 Exhausted
NFKB1	SESN3	4	100.0	1.1302984413948294	CD8 Exhausted
NFKB1	IL2RB	3	75.0	1.1070620850757702	CD8 Exhausted
NFKB1	NFKB1	4	100.0	1.0	CD8 Exhausted
NFKB1	FAM107B	3	75.0	0.982331521796945	CD8 Exhausted
NFKB1	PDE4DIP	4	100.0	0.9514502398734496	CD8 Exhausted
NFKB1	RHBDF2	3	75.0	0.9392404115611884	CD8 Exhausted
NFKB1	FOXP1	3	75.0	0.936310178643862	CD8 Exhausted
NFKB1	RTN4	4	100.0	0.9286317783681473	CD8 Exhausted
NFKB1	NINJ1	4	100.0	0.9013900285300802	CD8 Exhausted
NFKB1	MAP3K8	3	75.0	0.8869293696831487	CD8 Exhausted
