TFs	Genes	Occurrence	occurrence_percentage	Weights	condition
NFKB1	BAZ1A	4	100.0	0.8668138338075188	CD8 Exhausted
NFKB1	SATB1	3	75.0	0.8213475522227617	CD8 Exhausted
NFKB1	GLRX	3	75.0	0.8009121480718363	CD8 Exhausted
NFKB1	CCR7	4	100.0	0.784457032108363	CD8 Exhausted
NFKB1	SQSTM1	4	100.0	0.7038759566062357	CD8 Exhausted
NFKB1	ANP32E	3	75.0	0.6818967792634595	CD8 Exhausted
NFKB1	POR	4	100.0	0.6743444748801688	CD8 Exhausted
NFKB1	LDLRAD4	4	100.0	0.6637637920306564	CD8 Exhausted
NFKB1	GGA2	4	100.0	0.6402604338345247	CD8 Exhausted
NFKB1	ANXA2	4	100.0	0.6202422716998953	CD8 Exhausted
NFKB1	HSPB1	3	75.0	0.6145422743185636	CD8 Exhausted
NFKB1	NFKB2	3	75.0	0.6021539758965561	CD8 Exhausted
NFKB1	GPX1	3	75.0	0.5930347176677698	CD8 Exhausted
NFKB1	NFKBIZ	4	100.0	0.5550702660033333	CD8 Exhausted
NFKB1	NDRG1	4	100.0	0.5543500462496664	CD8 Exhausted
NFKB1	RAB11FIP1	3	75.0	0.5429038016242084	CD8 Exhausted
NFKB1	MAF	3	75.0	0.537250129666562	CD8 Exhausted
NFKB1	LIMS1	4	100.0	0.5129382626720693	CD8 Exhausted
NFKB1	CD63	4	100.0	0.4763994470307979	CD8 Exhausted
NFKB1	HMGA1	3	75.0	0.4746241948345259	CD8 Exhausted
NFKB1	NFATC2	3	75.0	0.4087499987702525	CD8 Exhausted
NFKB1	BIRC2	4	100.0	0.40442716159962	CD8 Exhausted
NFKB1	FTH1	3	75.0	0.4007263164685554	CD8 Exhausted
NFKB1	TPM4	3	75.0	0.3772871841982457	CD8 Exhausted
NFKB1	ZC3H12A	3	75.0	0.3643426657921331	CD8 Exhausted
NFKB1	DNAJB1	3	75.0	0.3521765383385506	CD8 Exhausted
NFKB1	CYSTM1	3	75.0	0.3398882993999582	CD8 Exhausted
NFKB1	BIRC3	3	75.0	0.3170724278266969	CD8 Exhausted
NFKB1	FOSL2	3	75.0	0.3140382072330825	CD8 Exhausted
NFKB1	ASAH1	3	75.0	0.312107166684364	CD8 Exhausted
NFKB1	CTSS	4	100.0	0.3065616525553204	CD8 Exhausted
NFKB1	LCP1	3	75.0	0.2971765870554302	CD8 Exhausted
NFKB1	CAPG	3	75.0	0.2799443875197039	CD8 Exhausted
NFKB1	TNFRSF4	3	75.0	0.2476751353496987	CD8 Exhausted
NFKB1	RFTN1	3	75.0	0.245720968906778	CD8 Exhausted
NFKB1	AHNAK	3	75.0	0.2411063407652798	CD8 Exhausted
NFKB1	GATA3	3	75.0	0.2394107381710054	CD8 Exhausted
NFKB1	GYG1	3	75.0	0.2149785824619759	CD8 Exhausted
NFKB1	MYADM	4	100.0	0.1832367981405393	CD8 Exhausted
NFKB1	YPEL5	4	100.0	0.1659331011041583	CD8 Exhausted
NFKB1	ACTB	4	100.0	0.0769555798917047	CD8 Exhausted
NFKB1	SMS	3	75.0	0.0393383788484076	CD8 Exhausted
NFKB2	SEC11C	3	75.0	1.9265899045155284	CD8 Exhausted
NFKB2	PIM3	4	100.0	1.6027160023402225	CD8 Exhausted
NFKB2	TNFRSF1B	4	100.0	1.26117173616433	CD8 Exhausted
NFKB2	TNFRSF4	4	100.0	1.2151970287621603	CD8 Exhausted
NFKB2	NFKB2	4	100.0	1.0	CD8 Exhausted
NFKB2	NINJ1	3	75.0	0.9944789470079582	CD8 Exhausted
NFKB2	CD63	4	100.0	0.934630161982825	CD8 Exhausted
NFKB2	SOX4	4	100.0	0.911966206766975	CD8 Exhausted
NFKB2	GRAMD1A	4	100.0	0.8856009265852713	CD8 Exhausted
NFKB2	GALNT2	4	100.0	0.847656355794848	CD8 Exhausted
NFKB2	LYST	4	100.0	0.8342988550493755	CD8 Exhausted
NFKB2	LTB	4	100.0	0.7570156698659992	CD8 Exhausted
NFKB2	RFTN1	4	100.0	0.7472214708713071	CD8 Exhausted
NFKB2	CD4	4	100.0	0.7351302696496848	CD8 Exhausted
NFKB2	KDM6B	3	75.0	0.730997118937224	CD8 Exhausted
NFKB2	HLA-DRB5	3	75.0	0.7032262563182655	CD8 Exhausted
NFKB2	GATA3	3	75.0	0.6996826639545014	CD8 Exhausted
NFKB2	GPX1	4	100.0	0.6592161865606112	CD8 Exhausted
NFKB2	BATF	4	100.0	0.6424110317698585	CD8 Exhausted
NFKB2	SQSTM1	4	100.0	0.6169077847512536	CD8 Exhausted
NFKB2	MAF	4	100.0	0.5909565362248164	CD8 Exhausted
NFKB2	CD83	3	75.0	0.584463259273018	CD8 Exhausted
NFKB2	SATB1	3	75.0	0.5507723051106421	CD8 Exhausted
NFKB2	TNFAIP8	3	75.0	0.5344414901035022	CD8 Exhausted
NFKB2	CD69	3	75.0	0.5243674753770577	CD8 Exhausted
NFKB2	PRDM1	4	100.0	0.5074464485307806	CD8 Exhausted
NFKB2	DNAJB1	4	100.0	0.5026633169393391	CD8 Exhausted
NFKB2	BIRC3	4	100.0	0.4812622450559563	CD8 Exhausted
NFKB2	PRF1	4	100.0	0.4780252953209764	CD8 Exhausted
NFKB2	HLA-DQB1	4	100.0	0.4629254704138626	CD8 Exhausted
NFKB2	LY6E	4	100.0	0.4330938676231584	CD8 Exhausted
NFKB2	RTN4	3	75.0	0.4020697177047247	CD8 Exhausted
NFKB2	RAB11FIP1	3	75.0	0.3844412648909746	CD8 Exhausted
NFKB2	ZC3H12A	4	100.0	0.3825955588479616	CD8 Exhausted
NFKB2	POR	3	75.0	0.3813695498218226	CD8 Exhausted
NFKB2	STAT5A	3	75.0	0.3589450879454274	CD8 Exhausted
NFKB2	NFKBIA	4	100.0	0.3541764597748971	CD8 Exhausted
NFKB2	JOSD1	3	75.0	0.3165193255181185	CD8 Exhausted
NFKB2	NFKBIZ	4	100.0	0.2980151950894106	CD8 Exhausted
NFKB2	HSPB1	4	100.0	0.2919512457596463	CD8 Exhausted
NFKB2	CTLA4	3	75.0	0.2893980547433551	CD8 Exhausted
NFKB2	NEAT1	4	100.0	0.2861849914461403	CD8 Exhausted
NFKB2	NFKB1	4	100.0	0.2835416245504739	CD8 Exhausted
NFKB2	TRAF3IP3	4	100.0	0.28065388465483	CD8 Exhausted
NFKB2	FOXP1	4	100.0	0.2723713033431709	CD8 Exhausted
NFKB2	DDIT4	4	100.0	0.2629433625409167	CD8 Exhausted
NFKB2	CDC42EP3	3	75.0	0.2594535023908825	CD8 Exhausted
NFKB2	IL2RB	3	75.0	0.2593766366927822	CD8 Exhausted
NFKB2	PTMS	4	100.0	0.2413597545648586	CD8 Exhausted
NFKB2	AUTS2	4	100.0	0.2318727677696423	CD8 Exhausted
NFKB2	BHLHE40	3	75.0	0.2290819838634916	CD8 Exhausted
NFKB2	TPM4	4	100.0	0.2175528645349475	CD8 Exhausted
NFKB2	PTGER4	3	75.0	0.2170632645883202	CD8 Exhausted
NFKB2	GLRX	3	75.0	0.195286456505192	CD8 Exhausted
NFKB2	TRAF1	3	75.0	0.1905838820703061	CD8 Exhausted
NFKB2	ITPR1	4	100.0	0.1589426675821058	CD8 Exhausted
NFKB2	STAT3	3	75.0	0.1378266521304138	CD8 Exhausted
NFKB2	CSRNP1	3	75.0	0.1376643097027349	CD8 Exhausted
NFKB2	TGIF1	4	100.0	0.1241203957735174	CD8 Exhausted
NFKB2	PDE4D	4	100.0	0.1155092989846592	CD8 Exhausted
NFKB2	RGS2	3	75.0	0.1102098839727573	CD8 Exhausted
PRDM1	PDE4D	4	100.0	1.6996887335320077	CD8 Exhausted
PRDM1	TSHZ2	4	100.0	1.579587845142894	CD8 Exhausted
PRDM1	SYTL2	3	75.0	1.5767970649244922	CD8 Exhausted
PRDM1	ITPR1	4	100.0	1.561406869750305	CD8 Exhausted
PRDM1	OASL	4	100.0	1.482900920802518	CD8 Exhausted
PRDM1	GATA3	3	75.0	1.292600426350395	CD8 Exhausted
PRDM1	LCP1	3	75.0	1.2760153557205545	CD8 Exhausted
PRDM1	RHBDF2	4	100.0	1.15912421937098	CD8 Exhausted
PRDM1	TGIF1	4	100.0	1.1386965580513386	CD8 Exhausted
PRDM1	PRDM1	4	100.0	1.0	CD8 Exhausted
PRDM1	PDCD1	4	100.0	0.9765915185509052	CD8 Exhausted
PRDM1	KDM6B	3	75.0	0.9524336939856388	CD8 Exhausted
PRDM1	ARAP2	4	100.0	0.9349478846523676	CD8 Exhausted
PRDM1	ICOS	4	100.0	0.9181378531970324	CD8 Exhausted
PRDM1	PTMS	3	75.0	0.8769558177340738	CD8 Exhausted
PRDM1	BATF	4	100.0	0.872347113535977	CD8 Exhausted
PRDM1	DUSP16	4	100.0	0.8684099005610014	CD8 Exhausted
PRDM1	LYST	4	100.0	0.8647197335543395	CD8 Exhausted
PRDM1	RGS1	4	100.0	0.8369946517881884	CD8 Exhausted
PRDM1	CD53	4	100.0	0.831237972427092	CD8 Exhausted
PRDM1	TNFRSF1B	3	75.0	0.8076895024011629	CD8 Exhausted
PRDM1	PCED1B	3	75.0	0.77785909584883	CD8 Exhausted
PRDM1	PPP1R16B	3	75.0	0.7486589300484314	CD8 Exhausted
PRDM1	APLP2	4	100.0	0.7483392169557743	CD8 Exhausted
PRDM1	CSRP1	4	100.0	0.7068583947409237	CD8 Exhausted
PRDM1	BTG1	4	100.0	0.6935194223197446	CD8 Exhausted
PRDM1	SOX4	4	100.0	0.681742158985932	CD8 Exhausted
PRDM1	CXCR3	4	100.0	0.6259839915379505	CD8 Exhausted
PRDM1	STAT3	3	75.0	0.6087554926662732	CD8 Exhausted
PRDM1	SAMSN1	4	100.0	0.6081571378418296	CD8 Exhausted
PRDM1	IFI6	4	100.0	0.5807418419300461	CD8 Exhausted
PRDM1	STAT5A	3	75.0	0.5749898673114698	CD8 Exhausted
PRDM1	BIRC3	4	100.0	0.5640206569069366	CD8 Exhausted
PRDM1	HLA-B	3	75.0	0.5296242958828484	CD8 Exhausted
PRDM1	RFTN1	4	100.0	0.5081657157410817	CD8 Exhausted
PRDM1	FAM65B	3	75.0	0.4814456614811068	CD8 Exhausted
PRDM1	JAML	3	75.0	0.4487916522087796	CD8 Exhausted
PRDM1	CMIP	3	75.0	0.4061197695513933	CD8 Exhausted
PRDM1	TNFSF10	4	100.0	0.3449812625781733	CD8 Exhausted
PRDM1	FAM46C	3	75.0	0.3150141105797183	CD8 Exhausted
PRDM1	CAPG	3	75.0	0.3095896422427964	CD8 Exhausted
PRDM1	AKNA	3	75.0	0.300699355768101	CD8 Exhausted
PRDM1	TSC22D3	4	100.0	0.2850155301841795	CD8 Exhausted
PRDM1	CARD16	3	75.0	0.2808171211729337	CD8 Exhausted
PRDM1	SOCS1	3	75.0	0.2230362214068088	CD8 Exhausted
PRDM1	ISG15	3	75.0	0.2112176621111071	CD8 Exhausted
PRDM1	DOK2	3	75.0	0.1808930322006906	CD8 Exhausted
PRDM1	RNF19A	3	75.0	0.1585838439832805	CD8 Exhausted
PRDM1	ALOX5AP	3	75.0	0.1302309519778738	CD8 Exhausted
REL	NFKBIA	4	100.0	5.014863006019731	CD8 Exhausted
REL	CD83	4	100.0	4.874048064428427	CD8 Exhausted
REL	HLA-DQB1	4	100.0	4.263309039721399	CD8 Exhausted
REL	NINJ1	4	100.0	4.229542155323608	CD8 Exhausted
REL	HLA-DRA	3	75.0	3.9143308423525935	CD8 Exhausted
REL	HLA-DRB5	3	75.0	3.858462807286211	CD8 Exhausted
REL	BID	4	100.0	3.654191867067743	CD8 Exhausted
REL	CD74	4	100.0	3.62210837604404	CD8 Exhausted
REL	SERPINB9	4	100.0	3.587346508133704	CD8 Exhausted
REL	CDKN1A	4	100.0	3.5357993466791453	CD8 Exhausted
REL	NEAT1	4	100.0	3.156616692716436	CD8 Exhausted
REL	ZC3H12A	4	100.0	3.033266182347558	CD8 Exhausted
REL	NFKB1	4	100.0	2.671280796151941	CD8 Exhausted
REL	CCR7	4	100.0	2.619593639354723	CD8 Exhausted
REL	MAP3K8	4	100.0	2.235597474281509	CD8 Exhausted
REL	TNFAIP8	4	100.0	2.226831644528545	CD8 Exhausted
REL	RTN4	4	100.0	2.1200710666669944	CD8 Exhausted
REL	NFKBIZ	4	100.0	2.0070119320401254	CD8 Exhausted
REL	TXNIP	3	75.0	1.9282827292485205	CD8 Exhausted
REL	RAB11FIP1	4	100.0	1.9081170781409056	CD8 Exhausted
REL	LDLRAD4	4	100.0	1.8499821323798828	CD8 Exhausted
REL	H2AFZ	3	75.0	1.8254141647985416	CD8 Exhausted
REL	TRAF1	4	100.0	1.8226441224808725	CD8 Exhausted
REL	GPX1	4	100.0	1.764812954527343	CD8 Exhausted
REL	MARCKSL1	4	100.0	1.623501361288337	CD8 Exhausted
REL	JUNB	4	100.0	1.4865071246824415	CD8 Exhausted
REL	KDM6B	4	100.0	1.47683762201788	CD8 Exhausted
REL	NR4A2	3	75.0	1.2699961434057636	CD8 Exhausted
REL	TPM4	4	100.0	1.2196617638003997	CD8 Exhausted
REL	CD69	3	75.0	1.1426784192855728	CD8 Exhausted
REL	REL	4	100.0	1.0	CD8 Exhausted
REL	YPEL5	3	75.0	0.9978043734987732	CD8 Exhausted
REL	MYADM	4	100.0	0.9909042610794996	CD8 Exhausted
REL	PEA15	4	100.0	0.9864453076399974	CD8 Exhausted
REL	IRF2BP2	4	100.0	0.9688852775462204	CD8 Exhausted
REL	FKBP4	4	100.0	0.9310512326361092	CD8 Exhausted
REL	CTSS	4	100.0	0.7947126602196658	CD8 Exhausted
REL	GADD45B	4	100.0	0.7651670639556803	CD8 Exhausted
REL	FOXP1	4	100.0	0.704922485778057	CD8 Exhausted
REL	PIM3	4	100.0	0.6685149662123262	CD8 Exhausted
REL	ZEB2	3	75.0	0.6595787340679476	CD8 Exhausted
REL	CDC42EP3	4	100.0	0.6476703547233448	CD8 Exhausted
REL	LITAF	4	100.0	0.5909325378474942	CD8 Exhausted
REL	BAZ1A	4	100.0	0.5876647792581708	CD8 Exhausted
REL	DNAJB1	4	100.0	0.5828662735902802	CD8 Exhausted
REL	PFN1	3	75.0	0.5447040681655136	CD8 Exhausted
REL	BIRC3	3	75.0	0.5241925815006367	CD8 Exhausted
REL	CSRNP1	4	100.0	0.5157797225675983	CD8 Exhausted
REL	HMGA1	3	75.0	0.5114479352586443	CD8 Exhausted
REL	SMS	3	75.0	0.5110589363079815	CD8 Exhausted
REL	JUND	4	100.0	0.4961010094290335	CD8 Exhausted
REL	PDE4B	4	100.0	0.4915733272984924	CD8 Exhausted
REL	CTSB	3	75.0	0.4273779722411107	CD8 Exhausted
REL	COTL1	4	100.0	0.3197358297798019	CD8 Exhausted
REL	SESN3	4	100.0	0.291954787496671	CD8 Exhausted
REL	TAGAP	3	75.0	0.2789877153863035	CD8 Exhausted
REL	RGS2	3	75.0	0.2504448751774425	CD8 Exhausted
REL	NR3C1	3	75.0	0.2197280146420654	CD8 Exhausted
REL	ZFP36	4	100.0	0.1433533596627683	CD8 Exhausted
REL	ANP32B	3	75.0	0.1013730223669618	CD8 Exhausted
STAT3	BIRC2	3	75.0	2.125080913479891	CD8 Exhausted
STAT3	YPEL5	4	100.0	1.5709349421579049	CD8 Exhausted
STAT3	GALM	4	100.0	1.4898760185767217	CD8 Exhausted
STAT3	TNFAIP3	3	75.0	1.386822654263119	CD8 Exhausted
STAT3	ACP5	3	75.0	1.362168572831341	CD8 Exhausted
STAT3	MAP3K8	3	75.0	1.2827739176736557	CD8 Exhausted
STAT3	IFI6	3	75.0	1.269056668297181	CD8 Exhausted
STAT3	ARHGAP9	4	100.0	1.2028312427577337	CD8 Exhausted
STAT3	FOSL2	4	100.0	1.1830624958243674	CD8 Exhausted
STAT3	RHBDF2	4	100.0	1.1768714037299324	CD8 Exhausted
STAT3	G6PD	4	100.0	1.171193005108945	CD8 Exhausted
STAT3	APLP2	4	100.0	1.1346667624106055	CD8 Exhausted
STAT3	PTGER4	4	100.0	1.075979118188803	CD8 Exhausted
STAT3	STAT5A	4	100.0	1.0205438582144348	CD8 Exhausted
STAT3	SYTL3	4	100.0	1.00111065467435	CD8 Exhausted
STAT3	STAT3	4	100.0	1.0	CD8 Exhausted
STAT3	CCND2	3	75.0	0.9868203837335832	CD8 Exhausted
STAT3	PABPC1	4	100.0	0.9773826149057449	CD8 Exhausted
STAT3	CARD16	4	100.0	0.9495282265035055	CD8 Exhausted
STAT3	ICOS	4	100.0	0.9386859333711122	CD8 Exhausted
STAT3	TSHZ2	4	100.0	0.9351271473279896	CD8 Exhausted
STAT3	PPP1R16B	4	100.0	0.929725079295012	CD8 Exhausted
STAT3	RNF19A	3	75.0	0.910541268144782	CD8 Exhausted
STAT3	CD44	3	75.0	0.9075861720667884	CD8 Exhausted
STAT3	FAM46C	4	100.0	0.9012271367814788	CD8 Exhausted
STAT3	BTG1	4	100.0	0.8978164437913614	CD8 Exhausted
STAT3	SMCHD1	3	75.0	0.862174401582895	CD8 Exhausted
STAT3	GZMB	4	100.0	0.8355422150524985	CD8 Exhausted
STAT3	ALOX5AP	4	100.0	0.8081012703370087	CD8 Exhausted
STAT3	JAML	4	100.0	0.792696029708	CD8 Exhausted
STAT3	TNFSF10	4	100.0	0.7899802071130333	CD8 Exhausted
STAT3	ISG15	4	100.0	0.768988244678551	CD8 Exhausted
STAT3	JOSD1	4	100.0	0.7531942069354007	CD8 Exhausted
STAT3	TNFRSF1B	3	75.0	0.7355645247148859	CD8 Exhausted
STAT3	VPS37B	4	100.0	0.7339067916561728	CD8 Exhausted
STAT3	GYG1	4	100.0	0.7336247491204694	CD8 Exhausted
STAT3	MARCKSL1	3	75.0	0.7301870064172307	CD8 Exhausted
STAT3	AKNA	4	100.0	0.7241442511243019	CD8 Exhausted
STAT3	PDCD1	3	75.0	0.7020601185146651	CD8 Exhausted
STAT3	ABLIM1	3	75.0	0.6823344047141316	CD8 Exhausted
STAT3	ZFP36	3	75.0	0.6533952267362403	CD8 Exhausted
STAT3	ARAP2	4	100.0	0.6528921048162852	CD8 Exhausted
STAT3	SLC39A8	4	100.0	0.641211504071226	CD8 Exhausted
STAT3	SRGN	3	75.0	0.6347356903920299	CD8 Exhausted
STAT3	PSAP	4	100.0	0.631410622740652	CD8 Exhausted
STAT3	SAMSN1	4	100.0	0.6224744614167226	CD8 Exhausted
STAT3	GPCPD1	4	100.0	0.5903968382483942	CD8 Exhausted
STAT3	ZEB2	3	75.0	0.5555130869331323	CD8 Exhausted
STAT3	RPS29	4	100.0	0.553095449479319	CD8 Exhausted
STAT3	JUND	3	75.0	0.5317801473991796	CD8 Exhausted
STAT3	SLC16A3	3	75.0	0.5312384099541271	CD8 Exhausted
STAT3	SRRT	3	75.0	0.5240226568900883	CD8 Exhausted
STAT3	CD53	4	100.0	0.5218533157945046	CD8 Exhausted
STAT3	CHMP1B	3	75.0	0.5154866607283407	CD8 Exhausted
STAT3	HTATIP2	4	100.0	0.499642301323369	CD8 Exhausted
STAT3	ELL2	3	75.0	0.4963054119990018	CD8 Exhausted
STAT3	TMEM2	4	100.0	0.494701866960899	CD8 Exhausted
STAT3	TSC22D3	3	75.0	0.4860264513694226	CD8 Exhausted
STAT3	MAF	4	100.0	0.4775845527193931	CD8 Exhausted
STAT3	PTPRC	4	100.0	0.476161574576031	CD8 Exhausted
STAT3	APOBEC3G	3	75.0	0.4746780680018617	CD8 Exhausted
STAT3	BATF	3	75.0	0.4637954853925381	CD8 Exhausted
STAT3	CMIP	4	100.0	0.4547576860498686	CD8 Exhausted
STAT3	HLA-B	4	100.0	0.4489407270070806	CD8 Exhausted
STAT3	SH2D1A	3	75.0	0.4364027625385549	CD8 Exhausted
STAT3	CBLB	4	100.0	0.4241855640510172	CD8 Exhausted
STAT3	RALA	3	75.0	0.4182433935310363	CD8 Exhausted
STAT3	FYN	4	100.0	0.4155240036910672	CD8 Exhausted
STAT3	PDE4D	4	100.0	0.4109046779968846	CD8 Exhausted
STAT3	BIRC3	4	100.0	0.4097454349439411	CD8 Exhausted
STAT3	CD4	4	100.0	0.4066860984622912	CD8 Exhausted
STAT3	PEA15	3	75.0	0.3977487787129908	CD8 Exhausted
STAT3	NAMPT	4	100.0	0.3809391478044403	CD8 Exhausted
STAT3	EML4	4	100.0	0.3781133374863988	CD8 Exhausted
STAT3	HSPA5	3	75.0	0.3566375208772482	CD8 Exhausted
STAT3	PITPNC1	3	75.0	0.3282177375059614	CD8 Exhausted
STAT3	BID	4	100.0	0.3262929284683719	CD8 Exhausted
STAT3	JUNB	3	75.0	0.3255664125697607	CD8 Exhausted
STAT3	WARS	3	75.0	0.3216168552752829	CD8 Exhausted
STAT3	SOX4	3	75.0	0.3210622230158652	CD8 Exhausted
STAT3	HLA-A	4	100.0	0.3186342732410951	CD8 Exhausted
STAT3	JUN	4	100.0	0.3103338247400961	CD8 Exhausted
STAT3	SATB1	4	100.0	0.308197081217332	CD8 Exhausted
STAT3	SESN3	4	100.0	0.3052058807652023	CD8 Exhausted
STAT3	NFKBIZ	3	75.0	0.3005789599908232	CD8 Exhausted
STAT3	XAB2	3	75.0	0.2883384643997668	CD8 Exhausted
STAT3	SETD2	4	100.0	0.2868227759273566	CD8 Exhausted
STAT3	SPTBN1	3	75.0	0.2665186945632244	CD8 Exhausted
STAT3	BHLHE40	4	100.0	0.2431491460043205	CD8 Exhausted
STAT3	ITPR1	3	75.0	0.2224379955919828	CD8 Exhausted
STAT3	PRDM1	4	100.0	0.2119427634866749	CD8 Exhausted
STAT3	PIK3R1	4	100.0	0.2081073401612435	CD8 Exhausted
STAT3	ZFP36L2	4	100.0	0.1853130319588292	CD8 Exhausted
STAT3	RGS2	4	100.0	0.1640582754549711	CD8 Exhausted
STAT3	LITAF	3	75.0	0.1638948151467508	CD8 Exhausted
STAT3	FOXP1	3	75.0	0.0610807690104136	CD8 Exhausted
STAT5A	FOSL2	3	75.0	1.9897507734533404	CD8 Exhausted
STAT5A	SATB1	3	75.0	1.0657113820602413	CD8 Exhausted
STAT5A	PRDM1	3	75.0	0.8363294286992149	CD8 Exhausted
XBP1	CTSA	4	100.0	1.3953053847347971	CD8 Exhausted
XBP1	GLIPR1	3	75.0	1.2823793447961511	CD8 Exhausted
XBP1	RBM3	4	100.0	1.153330928359349	CD8 Exhausted
XBP1	BTG2	4	100.0	0.9692495949131286	CD8 Exhausted
XBP1	ATP1B3	4	100.0	0.9095387251295766	CD8 Exhausted
XBP1	HERPUD1	4	100.0	0.8976527945561786	CD8 Exhausted
XBP1	TSPYL2	4	100.0	0.8530025843073348	CD8 Exhausted
XBP1	TESC	4	100.0	0.8359811724364894	CD8 Exhausted
XBP1	FOS	4	100.0	0.7988959274290013	CD8 Exhausted
XBP1	INSIG1	4	100.0	0.7484129393076426	CD8 Exhausted
XBP1	BTG1	4	100.0	0.7278689398384467	CD8 Exhausted
XBP1	CREM	4	100.0	0.727107694981648	CD8 Exhausted
XBP1	SSR4	3	75.0	0.7113371706820809	CD8 Exhausted
XBP1	NR4A2	4	100.0	0.6544261072449499	CD8 Exhausted
XBP1	GLRX	3	75.0	0.6339564948266796	CD8 Exhausted
XBP1	PABPC1	3	75.0	0.6177163092510105	CD8 Exhausted
XBP1	GPCPD1	3	75.0	0.6162156020150737	CD8 Exhausted
XBP1	IL21R	4	100.0	0.5980357175546576	CD8 Exhausted
XBP1	TUBA4A	4	100.0	0.5863649913501725	CD8 Exhausted
XBP1	PPP1R15A	3	75.0	0.5439450709544721	CD8 Exhausted
XBP1	CD44	4	100.0	0.538522476532223	CD8 Exhausted
XBP1	MIR4435-2HG	3	75.0	0.5253301088184571	CD8 Exhausted
XBP1	HSPH1	4	100.0	0.5208659217801597	CD8 Exhausted
XBP1	AHNAK	4	100.0	0.4819846979515005	CD8 Exhausted
XBP1	RTN4	4	100.0	0.4466687980619315	CD8 Exhausted
XBP1	TRAF1	4	100.0	0.4327884330955125	CD8 Exhausted
XBP1	ELL2	3	75.0	0.4093594472885364	CD8 Exhausted
XBP1	CDKN1A	4	100.0	0.3940895605342188	CD8 Exhausted
XBP1	EIF4A1	4	100.0	0.3898803767760075	CD8 Exhausted
XBP1	PIM3	3	75.0	0.3865904776910969	CD8 Exhausted
XBP1	VPS37B	4	100.0	0.3792818291379532	CD8 Exhausted
XBP1	RAB11FIP1	3	75.0	0.3634088828764006	CD8 Exhausted
XBP1	DUSP16	3	75.0	0.3457978844349544	CD8 Exhausted
XBP1	CCNH	4	100.0	0.333341196425111	CD8 Exhausted
XBP1	LIMA1	3	75.0	0.3217019158503342	CD8 Exhausted
XBP1	CBX3	3	75.0	0.2973346076460973	CD8 Exhausted
XBP1	PCED1B	3	75.0	0.2944664299068509	CD8 Exhausted
XBP1	FAM177A1	4	100.0	0.2851530786675446	CD8 Exhausted
XBP1	MARCKSL1	4	100.0	0.2847827675256894	CD8 Exhausted
XBP1	RALA	3	75.0	0.2820502528600374	CD8 Exhausted
XBP1	PRNP	4	100.0	0.2739537469239618	CD8 Exhausted
XBP1	ANXA1	3	75.0	0.2720796991095356	CD8 Exhausted
XBP1	LDLRAD4	3	75.0	0.2455422946255134	CD8 Exhausted
XBP1	NINJ1	3	75.0	0.2381329522212812	CD8 Exhausted
XBP1	GABARAPL1	4	100.0	0.2366033371506312	CD8 Exhausted
XBP1	ARAP2	3	75.0	0.2317172307734194	CD8 Exhausted
XBP1	PRDM1	3	75.0	0.2126556675322491	CD8 Exhausted
XBP1	KDM6B	4	100.0	0.2124836527981579	CD8 Exhausted
XBP1	ZFP36	4	100.0	0.209906766138449	CD8 Exhausted
XBP1	DDIT4	3	75.0	0.1844267286686559	CD8 Exhausted
XBP1	DUSP1	4	100.0	0.1802607298037216	CD8 Exhausted
XBP1	CHMP1B	4	100.0	0.1715464243435513	CD8 Exhausted
XBP1	IRF2BP2	4	100.0	0.1669306202807963	CD8 Exhausted
XBP1	JUND	3	75.0	0.16219508558458	CD8 Exhausted
XBP1	SAT1	4	100.0	0.1089815310524417	CD8 Exhausted
XBP1	IER2	4	100.0	0.0995923047539161	CD8 Exhausted
XBP1	JUN	3	75.0	0.0719195715365799	CD8 Exhausted
XBP1	NEAT1	4	100.0	0.0490939651787583	CD8 Exhausted
YBX1	RPLP0	4	100.0	3.043392029862805	CD8 Exhausted
YBX1	SOD2	4	100.0	2.195244076948142	CD8 Exhausted
YBX1	CKS2	3	75.0	1.838084240954724	CD8 Exhausted
YBX1	COTL1	4	100.0	1.3927137633661824	CD8 Exhausted
YBX1	FTL	3	75.0	1.2845080228020649	CD8 Exhausted
YBX1	H2AFX	3	75.0	1.179703528080443	CD8 Exhausted
YBX1	YBX1	4	100.0	1.0	CD8 Exhausted
ATF4	BHLHE40	3	75.0	1.3221206050496637	Macrophage
ATF4	SHMT2	3	75.0	1.0635519183794624	Macrophage
ATF4	ABCG1	3	75.0	0.5238193223347115	Macrophage
ATF4	HMGB1	3	75.0	0.3839911151877427	Macrophage
ATF4	HMGN2	3	75.0	0.0524772312927414	Macrophage
BATF	IL21R	4	100.0	2.5850256614957514	Macrophage
BATF	BCL2L11	4	100.0	1.9424878066559028	Macrophage
BATF	AHNAK	4	100.0	1.907410152835112	Macrophage
BATF	DUSP4	3	75.0	1.8159661061729289	Macrophage
BATF	TNFRSF1B	4	100.0	1.749493603687079	Macrophage
BATF	SESN3	3	75.0	1.7460882776690474	Macrophage
BATF	SLC1A4	4	100.0	1.743101942800048	Macrophage
BATF	PDE4D	4	100.0	1.742102279746852	Macrophage
BATF	RAB11FIP1	4	100.0	1.6915621153927207	Macrophage
BATF	NINJ1	4	100.0	1.590634511089541	Macrophage
BATF	TNFAIP8	4	100.0	1.5487749505683732	Macrophage
BATF	MT2A	3	75.0	1.5407608573232408	Macrophage
