Iteration,Time
1,1039.2747280597687
2,971.8135888576508
3,976.013552904129
4,964.2222731113434
5,962.9301681518555
6,962.4209978580475
7,963.3586502075195
8,959.5168390274048
9,958.7391722202301
10,960.9206919670105
