TFs,Genes,Weights,Occurrence,occurrence_percentage
JUNB,ZFP36,1.7236996729013652,4,100.0
JUNB,REL,1.7043226624395857,4,100.0
JUNB,MAP3K8,1.6513607133890744,4,100.0
JUNB,PTP4A1,1.6096096463745808,4,100.0
JUNB,ELL2,1.3678841971745055,3,75.0
JUNB,CCNH,1.3453229363099115,4,100.0
JUNB,NFKBIZ,1.244164743836957,4,100.0
JUNB,CDKN1A,1.2304810265297572,4,100.0
JUNB,ARHGEF7,1.223662703734476,4,100.0
JUNB,FOXP1,1.1981744244512265,3,75.0
JUNB,LDLRAD4,1.182670846853977,4,100.0
JUNB,NFATC2,1.1706423494541283,4,100.0
JUNB,RAB11FIP1,1.1265406121794714,4,100.0
JUNB,CHMP1B,1.1038522393030408,4,100.0
JUNB,JUN,1.0385260184103051,4,100.0
JUNB,LIMS1,1.0372513300439363,3,75.0
JUNB,DUSP2,1.0256013550929999,4,100.0
JUNB,JUNB,1.0,4,100.0
JUNB,SLC16A3,0.9947093057231379,4,100.0
JUNB,SRSF3,0.9622232446603717,4,100.0
JUNB,SLC39A8,0.9547817273020938,3,75.0
JUNB,FAM177A1,0.9529874591967561,3,75.0
JUNB,ARAP2,0.9356885696394646,4,100.0
JUNB,PIM3,0.9074173568358656,4,100.0
JUNB,SYAP1,0.8272257065905378,3,75.0
JUNB,ZC3H12A,0.8250629330395841,4,100.0
JUNB,NAMPT,0.8167997057024389,3,75.0
JUNB,ZNF331,0.7953954600337717,4,100.0
JUNB,JOSD1,0.7674668985119885,3,75.0
JUNB,CCND2,0.7640285825661999,4,100.0
JUNB,GADD45B,0.7056233798800972,3,75.0
JUNB,RGS1,0.6996301438757612,3,75.0
JUNB,CHD2,0.6777275152096794,4,100.0
JUNB,VPS37B,0.6733205690842129,3,75.0
JUNB,RGCC,0.6711075488997168,3,75.0
JUNB,TSHZ2,0.6664844037410227,4,100.0
JUNB,TRAF4,0.6358380941517745,4,100.0
JUNB,PEA15,0.6310934835295553,4,100.0
JUNB,CD74,0.6164456597157089,4,100.0
JUNB,NEAT1,0.6057889082448655,4,100.0
JUNB,MAP1LC3A,0.5999670563598684,3,75.0
JUNB,EIF4A1,0.5649631596881144,4,100.0
JUNB,HSPH1,0.5582682856544438,3,75.0
JUNB,TNFAIP3,0.5579347847127777,4,100.0
JUNB,PCED1B,0.5523763440135936,3,75.0
JUNB,ANP32B,0.5455864071150424,3,75.0
JUNB,PPP1R15A,0.5318899298190689,4,100.0
JUNB,LYST,0.5214024680320287,3,75.0
JUNB,STAT3,0.4703332222617587,3,75.0
JUNB,ZEB2,0.45082611055664507,3,75.0
JUNB,SAT1,0.4386462297284251,4,100.0
JUNB,GLRX,0.43410684845460246,3,75.0
JUNB,HSPA5,0.4322136754817385,3,75.0
JUNB,ABLIM1,0.4278455523008041,4,100.0
JUNB,TIMP1,0.4098815497633342,3,75.0
JUNB,FAM46C,0.40927420756486826,4,100.0
JUNB,BHLHE40,0.40926466343315543,3,75.0
JUNB,TSC22D3,0.40851811159155343,3,75.0
JUNB,SYTL3,0.38514343951482866,4,100.0
JUNB,CREM,0.3361637942005885,4,100.0
JUNB,FYN,0.2774366980538949,4,100.0
JUNB,JUND,0.24819024740124762,3,75.0
JUNB,CD4,0.24320505264612757,3,75.0
JUNB,RNF19A,0.23452706699997772,3,75.0
JUNB,NR3C1,0.23337623408118646,4,100.0
JUNB,CSRNP1,0.2130448238978965,3,75.0
JUNB,RPS27,0.19102384750975646,4,100.0
JUND,FTH1,2.7478189546898917,4,100.0
JUND,ZFP36,1.7969496150053064,4,100.0
JUND,UPP1,1.56303291542269,4,100.0
JUND,ZFP36L2,1.4985408103437947,4,100.0
JUND,ADGRE5,1.3805935274413839,4,100.0
JUND,ATP1B3,1.3325383539936544,4,100.0
JUND,GPCPD1,1.2761133957214366,4,100.0
JUND,KDM6B,1.21914652218603,4,100.0
JUND,TESC,1.2092381310441858,4,100.0
JUND,STAM,1.1331116010212425,4,100.0
JUND,SLC7A5,1.129160582069771,4,100.0
JUND,PDE4B,1.1182418519022117,4,100.0
JUND,GLRX,1.0926027653769619,3,75.0
JUND,CREM,1.0710800851097817,4,100.0
JUND,SESN3,1.0614236207107288,4,100.0
JUND,GABARAPL1,1.0542649981563141,4,100.0
JUND,IL21R,1.051826589305426,4,100.0
JUND,YPEL5,1.0457204591619444,4,100.0
JUND,GPR183,1.0359953240296726,4,100.0
JUND,ZNF331,1.012461974924694,4,100.0
JUND,SRSF7,1.0071482977363957,3,75.0
JUND,JUND,1.0,4,100.0
JUND,PIK3IP1,0.9906983369816711,3,75.0
JUND,JOSD1,0.9753721515821043,4,100.0
JUND,PTP4A1,0.9634128159530335,4,100.0
JUND,LITAF,0.9338547125154787,4,100.0
JUND,RNF19A,0.9134720382826467,4,100.0
JUND,ABLIM1,0.8272740319166965,4,100.0
JUND,BTG1,0.8069383252573796,4,100.0
JUND,FAM46C,0.8064862670370523,4,100.0
JUND,PRKX,0.7853189095012465,4,100.0
JUND,DYNLT3,0.7848570645560782,4,100.0
JUND,PABPC1,0.7670514887914361,4,100.0
JUND,CCNH,0.7564489467264037,4,100.0
JUND,IRF2BP2,0.7553726011215254,3,75.0
JUND,EML4,0.7552610318329734,3,75.0
JUND,FOSL2,0.7543595319026085,4,100.0
JUND,BIRC3,0.7498025477584802,3,75.0
JUND,ARAP2,0.7482007264201405,4,100.0
JUND,EIF4A1,0.7404313510130793,4,100.0
JUND,FOXP1,0.7375294487165215,4,100.0
JUND,GLIPR1,0.7249468488023454,4,100.0
JUND,SARAF,0.7129913103612989,3,75.0
JUND,SYTL3,0.6952726800769233,4,100.0
JUND,RGCC,0.6944054716954993,3,75.0
JUND,RPL13A,0.6940855758404695,4,100.0
JUND,ARHGEF7,0.6915420378493667,4,100.0
JUND,BCL2L11,0.6910757216930569,4,100.0
JUND,STAT4,0.6879977967349437,4,100.0
JUND,OAT,0.6315053504681384,4,100.0
JUND,SYAP1,0.6273127661683344,4,100.0
JUND,NFKBIZ,0.6254841414930776,4,100.0
JUND,SRRT,0.611865344327909,3,75.0
JUND,NFATC2,0.6051569502040278,4,100.0
JUND,JUN,0.603426514242833,3,75.0
JUND,MVP,0.6021440215857131,3,75.0
JUND,BIRC2,0.5792458985819643,3,75.0
JUND,ATP2B4,0.5684001809759539,3,75.0
JUND,IL7R,0.5592987546186867,4,100.0
JUND,SPOCK2,0.5497045455614511,4,100.0
JUND,ZC3H12A,0.5379185124558199,4,100.0
JUND,NR4A2,0.5355939377340777,4,100.0
JUND,IER2,0.5093856645596436,4,100.0
JUND,FYN,0.5031251714056773,4,100.0
JUND,IL10RA,0.4694988422744569,4,100.0
JUND,RGS2,0.4588955564131472,4,100.0
JUND,TSC22D3,0.4355209722032639,4,100.0
JUND,DUSP16,0.42767195291898213,3,75.0
JUND,PIK3R1,0.4215250610584932,4,100.0
JUND,CST7,0.4089927784125052,3,75.0
JUND,REL,0.3948589610225375,3,75.0
JUND,MARCKSL1,0.3945509808786841,4,100.0
JUND,CHMP1B,0.3931743540464788,4,100.0
JUND,SLC39A8,0.39047436688740444,3,75.0
JUND,RPS27,0.38874219689194917,4,100.0
JUND,SMCHD1,0.3805928004074759,3,75.0
JUND,CYSTM1,0.3772986464625361,4,100.0
JUND,NR3C1,0.37634203761844215,3,75.0
JUND,VPS37B,0.3624462113000558,4,100.0
JUND,DUSP2,0.3598589646676219,4,100.0
JUND,CDKN1A,0.356436257064824,3,75.0
JUND,TUBA4A,0.34900725180563785,4,100.0
JUND,TRAF4,0.33915555759821925,3,75.0
JUND,RPS29,0.33748635333809285,4,100.0
JUND,TSHZ2,0.33181405583387885,3,75.0
JUND,GADD45B,0.321945194622343,3,75.0
JUND,RAB11FIP1,0.31684590461094947,3,75.0
JUND,TGFBR2,0.31387461186730203,3,75.0
JUND,APMAP,0.31103351844340443,3,75.0
JUND,PITPNC1,0.30696567961102866,3,75.0
JUND,PARP8,0.29962760584628123,3,75.0
JUND,PPP1R16B,0.29205241522548026,3,75.0
JUND,USP11,0.28793045073981455,3,75.0
JUND,CHD2,0.28735503429996556,4,100.0
JUND,NEAT1,0.28579597084813146,3,75.0
JUND,CRIP1,0.2826411793595793,3,75.0
JUND,CD4,0.27415030687992525,4,100.0
JUND,FTL,0.2620036243613272,3,75.0
JUND,FAM177A1,0.2533910601656458,4,100.0
JUND,TNFAIP3,0.24393601995880787,4,100.0
JUND,XBP1,0.23182751711564023,4,100.0
JUND,JUNB,0.22578019977667774,3,75.0
JUND,STAT5B,0.22227522869404082,3,75.0
JUND,CD44,0.21666144749236918,4,100.0
JUND,LMBRD1,0.2106932101550322,3,75.0
JUND,RFTN1,0.18916488439464804,3,75.0
JUND,PIM3,0.18545427063635903,4,100.0
JUND,HSPH1,0.18290709401201466,4,100.0
JUND,PTGER4,0.1538017268127401,3,75.0
JUND,RGS1,0.152922723607741,3,75.0
JUND,ARID5A,0.13334602230385237,3,75.0
JUND,MAF,0.1317240700320982,3,75.0
JUND,PBXIP1,0.1256994203395244,4,100.0
JUND,LDLRAD4,0.10870325505065308,3,75.0
MAF,CD247,2.522189122611503,4,100.0
MAF,SH2D1A,2.4128535174717887,3,75.0
MAF,CD4,2.053252054962679,3,75.0
MAF,TNFAIP8,1.5713748219561947,4,100.0
MAF,LYST,1.39174665990922,3,75.0
MAF,GALM,1.3864522498013307,3,75.0
MAF,SNX9,1.3058066084307522,3,75.0
MAF,TBC1D4,1.2779592855295479,3,75.0
MAF,IL7R,1.0817371936617501,4,100.0
MAF,GADD45A,1.0703465666951075,3,75.0
MAF,PDE4D,1.0618334915941858,4,100.0
MAF,DUSP4,1.0404065071039832,3,75.0
MAF,FAM46C,1.021030284524686,3,75.0
MAF,MAF,1.0,3,75.0
MAF,CREM,0.9152127507775718,4,100.0
MAF,SQSTM1,0.8967073352846132,3,75.0
MAF,PKM,0.8831619200054365,4,100.0
MAF,SPOCK2,0.87864907784366,4,100.0
MAF,HTATIP2,0.8382230815313684,4,100.0
MAF,RPS29,0.7253902428921818,3,75.0
MAF,PRDM1,0.6597230477276769,3,75.0
MAF,TRAF4,0.5886157471666008,3,75.0
MAF,NR3C1,0.5616094762463107,3,75.0
MAF,ASAH1,0.5370233908728858,3,75.0
MAF,MIR4435-2HG,0.5227954269308173,3,75.0
NFATC2,CCL5,1.3412954089460198,3,75.0
NFATC2,LITAF,1.188940108796232,3,75.0
NFATC2,NR4A2,1.0893415482452293,3,75.0
NFATC2,NFATC2,1.0,3,75.0
NFATC2,FYN,0.9960947064618161,3,75.0
NFATC2,CD8A,0.8736100512323373,3,75.0
NFATC2,TGFB1,0.7896795043162954,3,75.0
NFATC2,ITM2C,0.6170993037099618,3,75.0
NFATC2,SEMA4D,0.5803955359004395,3,75.0
NFKB1,NEAT1,2.6131986878198865,4,100.0
NFKB1,REL,2.4036033623819577,4,100.0
NFKB1,CD83,2.2852794757976542,4,100.0
NFKB1,TNFAIP8,2.2345844307534044,4,100.0
NFKB1,TRAF1,1.9799073538760332,3,75.0
NFKB1,SERPINB9,1.9744885974698168,3,75.0
NFKB1,HLA-DQB1,1.8879280714487554,4,100.0
NFKB1,NFKBIA,1.7354706397993023,4,100.0
NFKB1,HLA-DRB5,1.6690765746736675,4,100.0
NFKB1,CDC42EP3,1.4861902815275119,3,75.0
NFKB1,PEA15,1.4854194445048587,3,75.0
NFKB1,HLA-DQA1,1.482683859307856,3,75.0
NFKB1,KDM6B,1.3755701150984199,4,100.0
NFKB1,CDKN1A,1.3353928176886087,4,100.0
NFKB1,BID,1.2294081449705607,4,100.0
NFKB1,SESN3,1.1302984413948294,4,100.0
NFKB1,IL2RB,1.1070620850757702,3,75.0
NFKB1,NFKB1,1.0,4,100.0
NFKB1,FAM107B,0.982331521796945,3,75.0
NFKB1,PDE4DIP,0.9514502398734497,4,100.0
NFKB1,RHBDF2,0.9392404115611884,3,75.0
NFKB1,FOXP1,0.936310178643862,3,75.0
NFKB1,RTN4,0.9286317783681473,4,100.0
NFKB1,NINJ1,0.9013900285300802,4,100.0
NFKB1,MAP3K8,0.8869293696831487,3,75.0
NFKB1,BAZ1A,0.8668138338075188,4,100.0
NFKB1,SATB1,0.8213475522227617,3,75.0
NFKB1,GLRX,0.8009121480718363,3,75.0
NFKB1,CCR7,0.784457032108363,4,100.0
NFKB1,SQSTM1,0.7038759566062357,4,100.0
NFKB1,ANP32E,0.6818967792634595,3,75.0
NFKB1,POR,0.6743444748801688,4,100.0
NFKB1,LDLRAD4,0.6637637920306564,4,100.0
NFKB1,GGA2,0.6402604338345247,4,100.0
NFKB1,ANXA2,0.6202422716998953,4,100.0
NFKB1,HSPB1,0.6145422743185636,3,75.0
NFKB1,NFKB2,0.6021539758965561,3,75.0
NFKB1,GPX1,0.5930347176677698,3,75.0
NFKB1,NFKBIZ,0.5550702660033333,4,100.0
NFKB1,NDRG1,0.5543500462496664,4,100.0
NFKB1,RAB11FIP1,0.5429038016242084,3,75.0
NFKB1,MAF,0.537250129666562,3,75.0
NFKB1,LIMS1,0.5129382626720693,4,100.0
NFKB1,CD63,0.4763994470307979,4,100.0
NFKB1,HMGA1,0.47462419483452595,3,75.0
NFKB1,NFATC2,0.4087499987702525,3,75.0
NFKB1,BIRC2,0.40442716159962,4,100.0
NFKB1,FTH1,0.40072631646855544,3,75.0
NFKB1,TPM4,0.37728718419824575,3,75.0
NFKB1,ZC3H12A,0.3643426657921331,3,75.0
NFKB1,DNAJB1,0.35217653833855067,3,75.0
NFKB1,CYSTM1,0.3398882993999582,3,75.0
NFKB1,BIRC3,0.3170724278266969,3,75.0
NFKB1,FOSL2,0.31403820723308257,3,75.0
NFKB1,ASAH1,0.31210716668436406,3,75.0
NFKB1,CTSS,0.3065616525553204,4,100.0
NFKB1,LCP1,0.2971765870554302,3,75.0
NFKB1,CAPG,0.2799443875197039,3,75.0
NFKB1,TNFRSF4,0.24767513534969873,3,75.0
NFKB1,RFTN1,0.24572096890677808,3,75.0
NFKB1,AHNAK,0.24110634076527981,3,75.0
NFKB1,GATA3,0.23941073817100544,3,75.0
NFKB1,GYG1,0.2149785824619759,3,75.0
NFKB1,MYADM,0.1832367981405393,4,100.0
NFKB1,YPEL5,0.16593310110415835,4,100.0
NFKB1,ACTB,0.07695557989170479,4,100.0
NFKB1,SMS,0.039338378848407664,3,75.0
NFKB2,SEC11C,1.9265899045155284,3,75.0
NFKB2,PIM3,1.6027160023402223,4,100.0
NFKB2,TNFRSF1B,1.26117173616433,4,100.0
NFKB2,TNFRSF4,1.2151970287621605,4,100.0
NFKB2,NFKB2,1.0,4,100.0
NFKB2,NINJ1,0.9944789470079582,3,75.0
NFKB2,CD63,0.934630161982825,4,100.0
NFKB2,SOX4,0.911966206766975,4,100.0
NFKB2,GRAMD1A,0.8856009265852713,4,100.0
NFKB2,GALNT2,0.847656355794848,4,100.0
NFKB2,LYST,0.8342988550493755,4,100.0
NFKB2,LTB,0.7570156698659992,4,100.0
NFKB2,RFTN1,0.7472214708713071,4,100.0
NFKB2,CD4,0.7351302696496848,4,100.0
NFKB2,KDM6B,0.730997118937224,3,75.0
NFKB2,HLA-DRB5,0.7032262563182655,3,75.0
NFKB2,GATA3,0.6996826639545014,3,75.0
NFKB2,GPX1,0.6592161865606112,4,100.0
NFKB2,BATF,0.6424110317698585,4,100.0
NFKB2,SQSTM1,0.6169077847512536,4,100.0
NFKB2,MAF,0.5909565362248164,4,100.0
NFKB2,CD83,0.584463259273018,3,75.0
NFKB2,SATB1,0.5507723051106421,3,75.0
NFKB2,TNFAIP8,0.5344414901035022,3,75.0
NFKB2,CD69,0.5243674753770577,3,75.0
NFKB2,PRDM1,0.5074464485307806,4,100.0
NFKB2,DNAJB1,0.5026633169393391,4,100.0
NFKB2,BIRC3,0.48126224505595633,4,100.0
NFKB2,PRF1,0.47802529532097643,4,100.0
NFKB2,HLA-DQB1,0.4629254704138626,4,100.0
NFKB2,LY6E,0.4330938676231584,4,100.0
NFKB2,RTN4,0.4020697177047247,3,75.0
NFKB2,RAB11FIP1,0.3844412648909746,3,75.0
NFKB2,ZC3H12A,0.38259555884796165,4,100.0
NFKB2,POR,0.3813695498218226,3,75.0
NFKB2,STAT5A,0.35894508794542745,3,75.0
NFKB2,NFKBIA,0.3541764597748971,4,100.0
NFKB2,JOSD1,0.3165193255181185,3,75.0
NFKB2,NFKBIZ,0.2980151950894106,4,100.0
NFKB2,HSPB1,0.2919512457596463,4,100.0
NFKB2,CTLA4,0.2893980547433551,3,75.0
NFKB2,NEAT1,0.2861849914461403,4,100.0
NFKB2,NFKB1,0.28354162455047394,4,100.0
NFKB2,TRAF3IP3,0.28065388465483,4,100.0
NFKB2,FOXP1,0.27237130334317095,4,100.0
NFKB2,DDIT4,0.2629433625409167,4,100.0
NFKB2,CDC42EP3,0.25945350239088255,3,75.0
NFKB2,IL2RB,0.25937663669278227,3,75.0
NFKB2,PTMS,0.2413597545648586,4,100.0
NFKB2,AUTS2,0.23187276776964239,4,100.0
NFKB2,BHLHE40,0.22908198386349168,3,75.0
NFKB2,TPM4,0.21755286453494757,4,100.0
NFKB2,PTGER4,0.21706326458832023,3,75.0
NFKB2,GLRX,0.19528645650519208,3,75.0
NFKB2,TRAF1,0.19058388207030616,3,75.0
NFKB2,ITPR1,0.15894266758210587,4,100.0
NFKB2,STAT3,0.1378266521304138,3,75.0
NFKB2,CSRNP1,0.13766430970273494,3,75.0
NFKB2,TGIF1,0.12412039577351743,4,100.0
NFKB2,PDE4D,0.11550929898465928,4,100.0
NFKB2,RGS2,0.11020988397275737,3,75.0
PRDM1,PDE4D,1.6996887335320077,4,100.0
PRDM1,TSHZ2,1.579587845142894,4,100.0
PRDM1,SYTL2,1.5767970649244922,3,75.0
PRDM1,ITPR1,1.561406869750305,4,100.0
PRDM1,OASL,1.4829009208025181,4,100.0
PRDM1,GATA3,1.292600426350395,3,75.0
PRDM1,LCP1,1.2760153557205545,3,75.0
PRDM1,RHBDF2,1.15912421937098,4,100.0
PRDM1,TGIF1,1.1386965580513386,4,100.0
PRDM1,PRDM1,1.0,4,100.0
PRDM1,PDCD1,0.9765915185509051,4,100.0
PRDM1,KDM6B,0.9524336939856388,3,75.0
PRDM1,ARAP2,0.9349478846523677,4,100.0
PRDM1,ICOS,0.9181378531970323,4,100.0
PRDM1,PTMS,0.8769558177340738,3,75.0
PRDM1,BATF,0.872347113535977,4,100.0
PRDM1,DUSP16,0.8684099005610014,4,100.0
PRDM1,LYST,0.8647197335543395,4,100.0
PRDM1,RGS1,0.8369946517881884,4,100.0
PRDM1,CD53,0.831237972427092,4,100.0
PRDM1,TNFRSF1B,0.8076895024011629,3,75.0
PRDM1,PCED1B,0.77785909584883,3,75.0
PRDM1,PPP1R16B,0.7486589300484314,3,75.0
PRDM1,APLP2,0.7483392169557743,4,100.0
PRDM1,CSRP1,0.7068583947409237,4,100.0
PRDM1,BTG1,0.6935194223197446,4,100.0
PRDM1,SOX4,0.681742158985932,4,100.0
PRDM1,CXCR3,0.6259839915379505,4,100.0
PRDM1,STAT3,0.6087554926662732,3,75.0
PRDM1,SAMSN1,0.6081571378418296,4,100.0
PRDM1,IFI6,0.5807418419300461,4,100.0
PRDM1,STAT5A,0.5749898673114698,3,75.0
PRDM1,BIRC3,0.5640206569069366,4,100.0
PRDM1,HLA-B,0.5296242958828484,3,75.0
PRDM1,RFTN1,0.5081657157410817,4,100.0
PRDM1,FAM65B,0.48144566148110685,3,75.0
PRDM1,JAML,0.44879165220877965,3,75.0
PRDM1,CMIP,0.40611976955139334,3,75.0
PRDM1,TNFSF10,0.3449812625781733,4,100.0
PRDM1,FAM46C,0.31501411057971834,3,75.0
PRDM1,CAPG,0.30958964224279645,3,75.0
PRDM1,AKNA,0.300699355768101,3,75.0
PRDM1,TSC22D3,0.2850155301841795,4,100.0
PRDM1,CARD16,0.2808171211729337,3,75.0
PRDM1,SOCS1,0.22303622140680882,3,75.0
PRDM1,ISG15,0.21121766211110712,3,75.0
PRDM1,DOK2,0.1808930322006906,3,75.0
PRDM1,RNF19A,0.15858384398328051,3,75.0
PRDM1,ALOX5AP,0.13023095197787385,3,75.0
REL,NFKBIA,5.014863006019731,4,100.0
REL,CD83,4.874048064428427,4,100.0
REL,HLA-DQB1,4.263309039721399,4,100.0
REL,NINJ1,4.229542155323608,4,100.0
REL,HLA-DRA,3.9143308423525944,3,75.0
REL,HLA-DRB5,3.858462807286211,3,75.0
REL,BID,3.654191867067743,4,100.0
REL,CD74,3.6221083760440402,4,100.0
REL,SERPINB9,3.5873465081337037,4,100.0
REL,CDKN1A,3.5357993466791453,4,100.0
REL,NEAT1,3.156616692716436,4,100.0
REL,ZC3H12A,3.033266182347558,4,100.0
REL,NFKB1,2.671280796151941,4,100.0
REL,CCR7,2.619593639354723,4,100.0
REL,MAP3K8,2.2355974742815095,4,100.0
REL,TNFAIP8,2.2268316445285454,4,100.0
REL,RTN4,2.1200710666669944,4,100.0
REL,NFKBIZ,2.0070119320401254,4,100.0
REL,TXNIP,1.9282827292485205,3,75.0
REL,RAB11FIP1,1.9081170781409058,4,100.0
REL,LDLRAD4,1.8499821323798828,4,100.0
REL,H2AFZ,1.8254141647985416,3,75.0
REL,TRAF1,1.8226441224808723,4,100.0
REL,GPX1,1.764812954527343,4,100.0
REL,MARCKSL1,1.6235013612883373,4,100.0
REL,JUNB,1.4865071246824415,4,100.0
REL,KDM6B,1.47683762201788,4,100.0
REL,NR4A2,1.2699961434057636,3,75.0
REL,TPM4,1.2196617638003997,4,100.0
REL,CD69,1.1426784192855728,3,75.0
REL,REL,1.0,4,100.0
REL,YPEL5,0.9978043734987733,3,75.0
REL,MYADM,0.9909042610794996,4,100.0
REL,PEA15,0.9864453076399974,4,100.0
REL,IRF2BP2,0.9688852775462204,4,100.0
REL,FKBP4,0.9310512326361092,4,100.0
REL,CTSS,0.7947126602196658,4,100.0
REL,GADD45B,0.7651670639556803,4,100.0
REL,FOXP1,0.704922485778057,4,100.0
REL,PIM3,0.6685149662123262,4,100.0
REL,ZEB2,0.6595787340679476,3,75.0
REL,CDC42EP3,0.6476703547233448,4,100.0
REL,LITAF,0.5909325378474942,4,100.0
REL,BAZ1A,0.5876647792581708,4,100.0
REL,DNAJB1,0.5828662735902802,4,100.0
REL,PFN1,0.5447040681655136,3,75.0
REL,BIRC3,0.5241925815006367,3,75.0
REL,CSRNP1,0.5157797225675983,4,100.0
REL,HMGA1,0.5114479352586443,3,75.0
REL,SMS,0.5110589363079815,3,75.0
REL,JUND,0.4961010094290335,4,100.0
REL,PDE4B,0.49157332729849246,4,100.0
REL,CTSB,0.4273779722411107,3,75.0
REL,COTL1,0.31973582977980197,4,100.0
REL,SESN3,0.29195478749667103,4,100.0
REL,TAGAP,0.2789877153863035,3,75.0
REL,RGS2,0.25044487517744257,3,75.0
REL,NR3C1,0.2197280146420654,3,75.0
REL,ZFP36,0.14335335966276833,4,100.0
REL,ANP32B,0.10137302236696182,3,75.0
STAT3,BIRC2,2.125080913479891,3,75.0
STAT3,YPEL5,1.5709349421579049,4,100.0
STAT3,GALM,1.4898760185767215,4,100.0
STAT3,TNFAIP3,1.386822654263119,3,75.0
STAT3,ACP5,1.362168572831341,3,75.0
STAT3,MAP3K8,1.2827739176736555,3,75.0
STAT3,IFI6,1.2690566682971807,3,75.0
STAT3,ARHGAP9,1.2028312427577335,4,100.0
STAT3,FOSL2,1.1830624958243674,4,100.0
STAT3,RHBDF2,1.1768714037299324,4,100.0
STAT3,G6PD,1.171193005108945,4,100.0
STAT3,APLP2,1.1346667624106057,4,100.0
STAT3,PTGER4,1.075979118188803,4,100.0
STAT3,STAT5A,1.0205438582144348,4,100.0
STAT3,SYTL3,1.00111065467435,4,100.0
STAT3,STAT3,1.0,4,100.0
STAT3,CCND2,0.9868203837335833,3,75.0
STAT3,PABPC1,0.9773826149057447,4,100.0
STAT3,CARD16,0.9495282265035057,4,100.0
STAT3,ICOS,0.9386859333711122,4,100.0
STAT3,TSHZ2,0.9351271473279897,4,100.0
STAT3,PPP1R16B,0.9297250792950121,4,100.0
STAT3,RNF19A,0.9105412681447819,3,75.0
STAT3,CD44,0.9075861720667885,3,75.0
STAT3,FAM46C,0.9012271367814788,4,100.0
STAT3,BTG1,0.8978164437913614,4,100.0
STAT3,SMCHD1,0.862174401582895,3,75.0
STAT3,GZMB,0.8355422150524985,4,100.0
STAT3,ALOX5AP,0.8081012703370087,4,100.0
STAT3,JAML,0.792696029708,4,100.0
STAT3,TNFSF10,0.7899802071130333,4,100.0
STAT3,ISG15,0.768988244678551,4,100.0
STAT3,JOSD1,0.7531942069354007,4,100.0
STAT3,TNFRSF1B,0.7355645247148859,3,75.0
STAT3,VPS37B,0.7339067916561728,4,100.0
STAT3,GYG1,0.7336247491204694,4,100.0
STAT3,MARCKSL1,0.7301870064172307,3,75.0
STAT3,AKNA,0.7241442511243019,4,100.0
STAT3,PDCD1,0.7020601185146651,3,75.0
STAT3,ABLIM1,0.6823344047141316,3,75.0
STAT3,ZFP36,0.6533952267362403,3,75.0
STAT3,ARAP2,0.6528921048162852,4,100.0
STAT3,SLC39A8,0.641211504071226,4,100.0
STAT3,SRGN,0.6347356903920299,3,75.0
STAT3,PSAP,0.631410622740652,4,100.0
STAT3,SAMSN1,0.6224744614167226,4,100.0
STAT3,GPCPD1,0.5903968382483942,4,100.0
STAT3,ZEB2,0.5555130869331323,3,75.0
STAT3,RPS29,0.553095449479319,4,100.0
STAT3,JUND,0.5317801473991796,3,75.0
STAT3,SLC16A3,0.5312384099541271,3,75.0
STAT3,SRRT,0.5240226568900883,3,75.0
STAT3,CD53,0.5218533157945046,4,100.0
STAT3,CHMP1B,0.5154866607283407,3,75.0
STAT3,HTATIP2,0.499642301323369,4,100.0
STAT3,ELL2,0.49630541199900186,3,75.0
STAT3,TMEM2,0.494701866960899,4,100.0
STAT3,TSC22D3,0.4860264513694226,3,75.0
STAT3,MAF,0.47758455271939315,4,100.0
STAT3,PTPRC,0.476161574576031,4,100.0
STAT3,APOBEC3G,0.4746780680018617,3,75.0
STAT3,BATF,0.4637954853925381,3,75.0
STAT3,CMIP,0.4547576860498686,4,100.0
STAT3,HLA-B,0.44894072700708065,4,100.0
STAT3,SH2D1A,0.4364027625385549,3,75.0
STAT3,CBLB,0.42418556405101726,4,100.0
STAT3,RALA,0.4182433935310363,3,75.0
STAT3,FYN,0.41552400369106723,4,100.0
STAT3,PDE4D,0.4109046779968846,4,100.0
STAT3,BIRC3,0.4097454349439411,4,100.0
STAT3,CD4,0.4066860984622912,4,100.0
STAT3,PEA15,0.3977487787129908,3,75.0
STAT3,NAMPT,0.3809391478044403,4,100.0
STAT3,EML4,0.37811333748639886,4,100.0
STAT3,HSPA5,0.35663752087724826,3,75.0
STAT3,PITPNC1,0.32821773750596145,3,75.0
STAT3,BID,0.3262929284683719,4,100.0
STAT3,JUNB,0.3255664125697607,3,75.0
STAT3,WARS,0.32161685527528294,3,75.0
STAT3,SOX4,0.3210622230158652,3,75.0
STAT3,HLA-A,0.3186342732410951,4,100.0
STAT3,JUN,0.31033382474009613,4,100.0
STAT3,SATB1,0.308197081217332,4,100.0
STAT3,SESN3,0.3052058807652023,4,100.0
STAT3,NFKBIZ,0.30057895999082324,3,75.0
STAT3,XAB2,0.2883384643997668,3,75.0
STAT3,SETD2,0.2868227759273566,4,100.0
STAT3,SPTBN1,0.26651869456322447,3,75.0
STAT3,BHLHE40,0.24314914600432058,4,100.0
STAT3,ITPR1,0.22243799559198285,3,75.0
STAT3,PRDM1,0.21194276348667496,4,100.0
STAT3,PIK3R1,0.2081073401612435,4,100.0
STAT3,ZFP36L2,0.1853130319588292,4,100.0
STAT3,RGS2,0.1640582754549711,4,100.0
