TFs,Genes,Weights,Occurrence,occurrence_percentage
CREM,PTP4A1,2.1506957073715958,4,100.0
CREM,RAB11FIP1,2.043150604277251,4,100.0
CREM,RGS2,1.634251181959919,4,100.0
CREM,RFTN1,1.6308822001573402,4,100.0
CREM,FAM177A1,1.6011078304022763,4,100.0
CREM,RPS29,1.5011722447686944,4,100.0
CREM,CYSTM1,1.487979461361837,4,100.0
CREM,ELL2,1.4597736501904668,4,100.0
CREM,SATB1,1.4494309362280486,4,100.0
CREM,PELI1,1.4476119927027533,4,100.0
CREM,RPS27,1.359520568657315,4,100.0
CREM,TRAF1,1.3447176646784065,3,75.0
CREM,PFKFB3,1.3429639731763607,3,75.0
CREM,PRKX,1.2909656099117823,4,100.0
CREM,EML4,1.2882082190011301,4,100.0
CREM,PDE4B,1.2780852861664667,4,100.0
CREM,FOS,1.2716359262616894,4,100.0
CREM,RNF19A,1.229422334537154,4,100.0
CREM,INSIG1,1.222247285680985,4,100.0
CREM,FOSL2,1.2097972234752754,4,100.0
CREM,STK17B,1.2012881517495657,4,100.0
CREM,NR4A2,1.1964095051994335,4,100.0
CREM,YPEL5,1.194835711212217,4,100.0
CREM,DOK2,1.1778385219990342,4,100.0
CREM,PABPC1,1.17396562571095,4,100.0
CREM,KDM6B,1.1359879561823032,4,100.0
CREM,ZNF331,1.0977240520736604,4,100.0
CREM,CDKN1A,1.0880561169615013,4,100.0
CREM,SESN3,1.0506868026191447,4,100.0
CREM,RGS1,1.0111054370568882,4,100.0
CREM,CREM,1.0,4,100.0
CREM,LYST,0.9977452877465511,4,100.0
CREM,PRNP,0.974521332009623,4,100.0
CREM,IL4R,0.9593889043558927,4,100.0
CREM,RTN4,0.9312889188381656,4,100.0
CREM,ZFP36L2,0.9271071733352955,4,100.0
CREM,LMNA,0.9131238889799008,4,100.0
CREM,CD44,0.9063883714663874,4,100.0
CREM,RALGAPA1,0.8998976432303385,4,100.0
CREM,DUSP2,0.8977391812168446,3,75.0
CREM,ARHGEF7,0.8914276290645092,4,100.0
CREM,RPL13A,0.8759354910945343,4,100.0
CREM,MARCKSL1,0.8671796510489397,3,75.0
CREM,SRRT,0.8573806019426844,4,100.0
CREM,NDRG1,0.844141366330198,4,100.0
CREM,FAM65B,0.8167825737460129,3,75.0
CREM,CDKN1B,0.7924471326980992,4,100.0
CREM,SARAF,0.7912996826942221,4,100.0
CREM,GPCPD1,0.7894969778588656,4,100.0
CREM,REL,0.7772664542343988,4,100.0
CREM,BAZ1A,0.7629085292389406,3,75.0
CREM,ZFP36,0.762234316548548,4,100.0
CREM,CCND2,0.7614781524943723,4,100.0
CREM,ATP1B3,0.7504021311796693,4,100.0
CREM,TOM1,0.7465328668637726,3,75.0
CREM,TRAF4,0.7330286049907595,4,100.0
CREM,BTG1,0.7235456644500473,4,100.0
CREM,HSPH1,0.7045157164990439,4,100.0
CREM,IRF2BP2,0.7035137470651701,4,100.0
CREM,FAM50A,0.6939500507268761,4,100.0
CREM,STAT5A,0.6891209190217403,3,75.0
CREM,LMBRD1,0.6835559971951173,3,75.0
CREM,TSC22D3,0.6794426037203265,4,100.0
CREM,TGFBR2,0.6608054886101768,3,75.0
CREM,TNFRSF1B,0.6473176970047269,4,100.0
CREM,TMEM2,0.6334709660648183,4,100.0
CREM,IER2,0.6293004848487025,4,100.0
CREM,NR3C1,0.6255950798589633,4,100.0
CREM,PITPNC1,0.6187253856566036,4,100.0
CREM,CHD2,0.6170333306715534,4,100.0
CREM,GPR183,0.6107289329465759,4,100.0
CREM,JUN,0.6100409519344272,4,100.0
CREM,FOXP1,0.6068732800569712,4,100.0
CREM,FYN,0.5926891333181593,3,75.0
CREM,ZEB2,0.5913303128743101,4,100.0
CREM,TUBA4A,0.5863748779095208,4,100.0
CREM,HSPA5,0.5854773054367516,3,75.0
CREM,PTPRC,0.5828553637593858,3,75.0
CREM,TNFAIP3,0.5821427384632188,4,100.0
CREM,GABARAPL1,0.567953093118047,4,100.0
CREM,HTATIP2,0.5675793019212706,4,100.0
CREM,CMIP,0.5670085837791494,4,100.0
CREM,CD83,0.554829624409658,4,100.0
CREM,JUNB,0.5469143908086995,4,100.0
CREM,IKZF3,0.5454971328987628,4,100.0
CREM,FAM46C,0.5332391236712928,4,100.0
CREM,TUBA1C,0.5331689093659264,3,75.0
CREM,SRSF7,0.5296359536784985,4,100.0
CREM,GK,0.5293028828453978,4,100.0
CREM,CRIP1,0.5292916430141927,3,75.0
CREM,NAMPT,0.5210614172565986,4,100.0
CREM,CCNH,0.5201612086345377,4,100.0
CREM,DUSP16,0.519064908417097,3,75.0
CREM,ADGRE5,0.4951787487368463,4,100.0
CREM,HLA-E,0.4766680557590514,4,100.0
CREM,TGIF1,0.4724317867573709,4,100.0
CREM,CST7,0.4569999203700263,4,100.0
CREM,PDE4D,0.4524720574915248,3,75.0
CREM,ARAP2,0.447362424704565,4,100.0
CREM,CSRNP1,0.44507024396164957,4,100.0
CREM,DDIT4,0.44339462264398805,4,100.0
CREM,STAT4,0.4294860020040211,4,100.0
CREM,STAT3,0.42936747804837394,4,100.0
CREM,PEA15,0.42887262440990714,4,100.0
CREM,GATA3,0.4285783912948072,3,75.0
CREM,LAMP1,0.42844059569643567,4,100.0
CREM,NINJ1,0.40807054851746905,4,100.0
CREM,FAM107B,0.40365643770746357,3,75.0
CREM,SPTAN1,0.4020571165361969,4,100.0
CREM,SMCHD1,0.3984461945660151,3,75.0
CREM,MAP1LC3A,0.3979179486079924,3,75.0
CREM,PARP8,0.3800806152672233,3,75.0
CREM,PIM3,0.37544342952259613,4,100.0
CREM,NEAT1,0.36505925194058414,3,75.0
CREM,ZC3H12A,0.3576435401484161,4,100.0
CREM,LEPROTL1,0.34127103193571773,4,100.0
CREM,TPM4,0.33457165848223536,3,75.0
CREM,ABLIM1,0.33393901336718823,3,75.0
CREM,JOSD1,0.329837297396435,4,100.0
CREM,IL21R,0.3248910677449687,3,75.0
CREM,SYAP1,0.32260316047278353,4,100.0
CREM,ARID5A,0.3223739788611696,4,100.0
CREM,GLIPR1,0.31992670857006594,3,75.0
CREM,STAT5B,0.3182702169034015,4,100.0
CREM,JUND,0.31557132469683646,4,100.0
CREM,NFKB2,0.3119814255155512,4,100.0
CREM,PPP1R15A,0.30893146501746777,3,75.0
CREM,RALA,0.2996724642971699,3,75.0
CREM,S1PR1,0.29551999367604315,3,75.0
CREM,SYTL3,0.2814102681144548,4,100.0
CREM,LITAF,0.26857678455403877,4,100.0
CREM,SAT1,0.2651246103146281,3,75.0
CREM,VPS37B,0.2587797960071697,4,100.0
CREM,MAF,0.2510397214298349,3,75.0
CREM,PIK3R1,0.24726390623117242,3,75.0
CREM,SDCBP,0.2432311622523429,3,75.0
CREM,PHLDA1,0.24086166344834073,3,75.0
CREM,SLC16A3,0.2374616177351266,3,75.0
CREM,BIRC2,0.23597922641089475,4,100.0
CREM,APMAP,0.23260664749965235,3,75.0
CREM,DUSP1,0.2279318811381579,4,100.0
CREM,DUSP4,0.22423870686935962,3,75.0
CREM,IL10RA,0.22285227454408355,3,75.0
CREM,ANXA1,0.19420162726047382,4,100.0
CREM,NCDN,0.19330283548206958,3,75.0
CREM,NFATC2,0.16109743440407537,4,100.0
CREM,USP11,0.08920912634859185,4,100.0
FOS,JUNB,3.1367141682908737,4,100.0
FOS,JUN,2.9970245541415133,4,100.0
FOS,GADD45B,2.2704719341750845,4,100.0
FOS,JUND,2.0805820685182534,4,100.0
FOS,FAM177A1,1.9361750123525865,4,100.0
FOS,FOSL2,1.9114296727928743,4,100.0
FOS,ZFP36,1.7654750832183552,4,100.0
FOS,DUSP1,1.6937749917899092,4,100.0
FOS,PPP1R15A,1.6409252554828215,4,100.0
FOS,IER2,1.515642905962546,4,100.0
FOS,STAT5A,1.512325478491751,3,75.0
FOS,NR4A2,1.496445889735718,4,100.0
FOS,PABPC1,1.3207814271216276,4,100.0
FOS,CREM,1.3094704371545494,4,100.0
FOS,RPS27,1.304243843694293,4,100.0
FOS,PIM3,1.3016499699131074,4,100.0
FOS,AQP3,1.2341393780198553,4,100.0
FOS,HSP90AA1,1.2129987035654275,3,75.0
FOS,ADGRE5,1.1682107046684203,4,100.0
FOS,PITPNC1,1.1599534676677625,4,100.0
FOS,GABARAPL1,1.1561567217592637,4,100.0
FOS,PMAIP1,1.1385825462192851,3,75.0
FOS,HSPB1,1.138541917360042,4,100.0
FOS,CDK16,1.1323976682210875,3,75.0
FOS,CHD2,1.0637534131631763,4,100.0
FOS,STAT3,1.0426763452588066,4,100.0
FOS,FAM65B,1.0402301179000495,4,100.0
FOS,EZR,1.0069447935010651,4,100.0
FOS,FOS,1.0,4,100.0
FOS,ZFP36L2,0.9913503223679001,4,100.0
FOS,CYSTM1,0.9735338406916431,3,75.0
FOS,RPS29,0.9702621265982223,4,100.0
FOS,CSRNP1,0.9563751402437868,4,100.0
FOS,REL,0.9536359893622066,4,100.0
FOS,PERP,0.9369743989306583,4,100.0
FOS,TSC22D3,0.9167899663017155,4,100.0
FOS,OASL,0.8989339079313041,4,100.0
FOS,RGS1,0.8813166223292257,4,100.0
FOS,SYTL3,0.8703401852639737,4,100.0
FOS,ATP1A1,0.8636142318779163,4,100.0
FOS,AHNAK,0.8577318870510817,3,75.0
FOS,STAT5B,0.8533819161321609,4,100.0
FOS,DNAJB1,0.8347486917780638,4,100.0
FOS,DUSP2,0.8191226596913012,4,100.0
FOS,LITAF,0.8073458557465004,4,100.0
FOS,RASAL3,0.7963648794861676,3,75.0
FOS,TOM1,0.7880123303731161,3,75.0
FOS,CDKN1B,0.775547501938863,3,75.0
FOS,RAB11FIP1,0.7415120383454182,4,100.0
FOS,JOSD1,0.7281340378070594,4,100.0
FOS,HSPH1,0.7266301905725308,4,100.0
FOS,LINC00152,0.7075093791937349,4,100.0
FOS,RTN4,0.6856336045698331,4,100.0
FOS,IRF2BP2,0.683561559107907,4,100.0
FOS,INSIG1,0.6490591124041833,3,75.0
FOS,TUBA4A,0.6415078920813031,4,100.0
FOS,SLC7A5,0.6344343075631773,4,100.0
FOS,NFKBIZ,0.6273265260585643,4,100.0
FOS,CXCR4,0.6148012461809175,3,75.0
FOS,ITM2A,0.5870118388965778,3,75.0
FOS,PIK3IP1,0.5794984666098267,4,100.0
FOS,NAMPT,0.5633233762527641,4,100.0
FOS,TNFAIP3,0.5601458992104982,4,100.0
FOS,GGA2,0.52686676786145,4,100.0
FOS,KDM6B,0.5248091969946442,4,100.0
FOS,ANXA1,0.5229101786381752,3,75.0
FOS,CCNH,0.5177505791621908,4,100.0
FOS,FOXP1,0.5143488749075666,4,100.0
FOS,AKNA,0.5063117614851207,3,75.0
FOS,NEAT1,0.4973182692053119,3,75.0
FOS,GPR183,0.4968181296685465,3,75.0
FOS,MARCKSL1,0.4940333023864854,4,100.0
FOS,ZC3H12A,0.4938040759129068,4,100.0
FOS,MAP1LC3A,0.4922275140127833,4,100.0
FOS,IL7R,0.4817680150083232,4,100.0
FOS,TIMP1,0.47885879108693524,4,100.0
FOS,RGS2,0.4750294657009008,3,75.0
FOS,BAZ1A,0.46779541396079566,3,75.0
FOS,NFATC2,0.4585407281875449,4,100.0
FOS,DUSP16,0.458351296893748,4,100.0
FOS,HSPA5,0.44057581735036794,3,75.0
FOS,SYAP1,0.44044194811245807,4,100.0
FOS,PIK3R1,0.43925889669055335,4,100.0
FOS,CDKN1A,0.42309755202838434,3,75.0
FOS,ABLIM1,0.4186300313920833,4,100.0
FOS,CST7,0.4088775724985996,3,75.0
FOS,TRAF1,0.4021679891308922,3,75.0
FOS,YPEL5,0.35804233244021133,4,100.0
FOS,FTH1,0.3508401660503233,4,100.0
FOS,RNF19A,0.3501056564927076,3,75.0
FOS,SRSF7,0.34148261174261724,4,100.0
FOS,ELL2,0.338097807256915,3,75.0
FOS,RFTN1,0.3374503388363766,4,100.0
FOS,PTP4A1,0.32997093255470633,4,100.0
FOS,IL16,0.32970741740211484,4,100.0
FOS,BHLHE40,0.3243209419198791,3,75.0
FOS,ZNF331,0.32155009043749705,4,100.0
FOS,VPS37B,0.31950291973332573,3,75.0
FOS,FAM50A,0.3087420487474035,4,100.0
FOS,GPCPD1,0.30557411975675963,3,75.0
FOS,BTG1,0.30548247135101947,4,100.0
FOS,COTL1,0.2953607369439949,3,75.0
FOS,USP11,0.2936154564814714,3,75.0
FOS,ZEB2,0.2870438442948919,4,100.0
FOS,CMIP,0.2796265813299454,3,75.0
FOS,FYN,0.2789425903081528,4,100.0
FOS,LMBRD1,0.2737037371402578,3,75.0
FOS,HMGA1,0.26844048801300563,4,100.0
FOS,SAT1,0.2666138948482855,4,100.0
FOS,ATP1B3,0.2665336754700816,3,75.0
FOS,CD44,0.2651943664240856,4,100.0
FOS,DDIT4,0.2611945488611914,4,100.0
FOS,DUSP4,0.2599042945069017,3,75.0
FOS,RALGAPA1,0.2573845681864658,3,75.0
FOS,SLC39A8,0.25587443777952273,3,75.0
FOS,TUBA1C,0.24646144869407774,3,75.0
FOS,SAMSN1,0.2287515844100335,3,75.0
FOS,MAP3K8,0.22067596919257004,3,75.0
FOS,LMNA,0.20752479083954864,4,100.0
FOS,ASAH1,0.20711857831245817,3,75.0
FOS,UBA1,0.20235669818451665,3,75.0
FOS,TMEM2,0.20213321265694337,4,100.0
FOS,CXCR3,0.19785208039201588,4,100.0
FOS,RALA,0.18889345323547363,4,100.0
FOS,IL10RA,0.17923817859713684,3,75.0
FOS,NFKB2,0.16294945433271707,4,100.0
FOS,TNFRSF1B,0.1593252655802197,3,75.0
FOS,CCND2,0.11636056645821087,3,75.0
FOS,PDE4B,0.09345773444543591,3,75.0
FOS,SARAF,0.08826470355239775,4,100.0
FOS,FTL,0.05736653349508545,4,100.0
FOS,BTG2,0.04834587813887847,4,100.0
FOS,PTGER4,0.04783987001497708,4,100.0
FOSL2,DOK2,2.263796082871713,4,100.0
FOSL2,BTG1,1.939140677198245,4,100.0
FOSL2,IRF2BP2,1.737621825771341,4,100.0
FOSL2,LITAF,1.729134953404773,4,100.0
FOSL2,TUBA4A,1.7073532722953972,4,100.0
FOSL2,ATP1B3,1.7001219321640626,4,100.0
FOSL2,PDE4B,1.5826942712297356,4,100.0
FOSL2,SLC16A3,1.5600596887500875,4,100.0
FOSL2,FAM177A1,1.541743735233323,4,100.0
FOSL2,RGS2,1.539370716392566,4,100.0
FOSL2,FOXP1,1.4614553277357238,4,100.0
FOSL2,ARHGEF7,1.3779549940558216,4,100.0
FOSL2,REL,1.351641280490098,4,100.0
FOSL2,MAP3K8,1.3503074711102458,4,100.0
FOSL2,CREM,1.308970483456503,4,100.0
FOSL2,CCND2,1.2616030311460753,4,100.0
FOSL2,CHMP1B,1.2541652695756802,4,100.0
FOSL2,RALA,1.1975608159008333,4,100.0
FOSL2,CAPG,1.1907729920157366,4,100.0
FOSL2,DUSP2,1.1868218208216204,4,100.0
FOSL2,PRNP,1.151200773553944,4,100.0
FOSL2,PEA15,1.1329338200288288,4,100.0
FOSL2,CSRP1,1.1325437158933611,3,75.0
FOSL2,ZFP36L2,1.1055332365042168,4,100.0
FOSL2,FOS,1.0876778541609522,4,100.0
FOSL2,RPS27,1.0742065427152772,4,100.0
FOSL2,EZR,1.0371117835947683,4,100.0
FOSL2,DDIT4,1.0264401550347642,4,100.0
FOSL2,ZC3H12A,1.0221818028164404,4,100.0
FOSL2,NEAT1,1.0218257271469988,4,100.0
FOSL2,FAM65B,1.0153131351131905,3,75.0
FOSL2,FOSL2,1.0,4,100.0
FOSL2,MGST3,0.983414898991928,4,100.0
FOSL2,SARAF,0.9613581796744687,3,75.0
FOSL2,RPS29,0.9365905752176973,3,75.0
FOSL2,IL16,0.9287000145937075,4,100.0
FOSL2,ABLIM1,0.9129511891014274,4,100.0
FOSL2,CD74,0.8984146531504942,4,100.0
FOSL2,PIM3,0.8971195901296604,4,100.0
FOSL2,VPS37B,0.8747074310568085,4,100.0
FOSL2,GADD45B,0.8696058019081666,4,100.0
FOSL2,GABARAPL1,0.8465826352416743,4,100.0
FOSL2,ATP1A1,0.8416238152412234,4,100.0
FOSL2,PPP1R15A,0.8269281587555556,4,100.0
FOSL2,TOM1,0.8031575524583744,4,100.0
FOSL2,TGIF1,0.7801503346230316,4,100.0
FOSL2,ZFP36,0.7713191424631144,4,100.0
FOSL2,CD44,0.7628473530315099,4,100.0
FOSL2,SYAP1,0.7355448126193735,4,100.0
FOSL2,ANXA1,0.729535930100673,4,100.0
FOSL2,PERP,0.7249378281020181,3,75.0
FOSL2,NR4A2,0.7032198853720653,4,100.0
FOSL2,USP11,0.6981214763578051,3,75.0
FOSL2,TNFAIP3,0.6893004817701764,4,100.0
FOSL2,IER2,0.6874180798945609,4,100.0
FOSL2,EIF4A1,0.6809074608079646,3,75.0
FOSL2,ADGRE5,0.6767501297644194,4,100.0
FOSL2,SLC39A8,0.6618863317473451,3,75.0
FOSL2,SYTL3,0.66048257269181,4,100.0
FOSL2,HSPH1,0.6595422862587539,4,100.0
FOSL2,JUNB,0.6458540168535276,4,100.0
FOSL2,BHLHE40,0.63945929615689,4,100.0
FOSL2,ARAP2,0.6394505472686782,4,100.0
FOSL2,TSC22D3,0.6342342687091654,4,100.0
FOSL2,DNAJB1,0.6214269387121804,4,100.0
FOSL2,INSIG1,0.616927057102059,3,75.0
FOSL2,COTL1,0.6162886091350537,4,100.0
FOSL2,FAM50A,0.6079463658073614,4,100.0
FOSL2,NFKBIZ,0.5878965510841359,4,100.0
FOSL2,ZEB2,0.578246717661141,4,100.0
FOSL2,RGS1,0.5775624614124406,4,100.0
FOSL2,PFKFB3,0.5668587228556238,4,100.0
FOSL2,PIK3R1,0.5640322430985445,4,100.0
FOSL2,ARID5A,0.5332904258593394,4,100.0
FOSL2,PSAP,0.5268052116417836,4,100.0
FOSL2,NAMPT,0.5202757638667819,4,100.0
FOSL2,ZNF331,0.5130662331143685,4,100.0
FOSL2,STK17B,0.5114246079801527,4,100.0
FOSL2,CCNH,0.5089957368192106,4,100.0
FOSL2,PTP4A1,0.5087653227372715,4,100.0
FOSL2,ELL2,0.5079939025006688,4,100.0
FOSL2,DUSP16,0.5015910279440615,3,75.0
FOSL2,KDM6B,0.5009088343476666,4,100.0
FOSL2,IL7R,0.4979391205908475,3,75.0
FOSL2,EMP3,0.47785473556757835,4,100.0
FOSL2,FYN,0.47570454159425807,4,100.0
FOSL2,FTH1,0.47545875762575357,3,75.0
FOSL2,PDE4DIP,0.4629205201650624,3,75.0
FOSL2,IL10RA,0.451319972716414,4,100.0
FOSL2,CDKN1A,0.45098357155750524,4,100.0
FOSL2,SLC7A5,0.44487191635335893,4,100.0
FOSL2,FAM46C,0.4438626824563048,4,100.0
FOSL2,STAT3,0.44285030009835136,4,100.0
FOSL2,PABPC1,0.435496384318691,4,100.0
FOSL2,VIM,0.4279639465586078,3,75.0
FOSL2,NDRG1,0.42547995917458686,4,100.0
FOSL2,JUN,0.4238590158352796,4,100.0
FOSL2,PMAIP1,0.41421246227578296,3,75.0
FOSL2,GPR183,0.4135989279067488,4,100.0
FOSL2,MAP1LC3A,0.4129772309434434,4,100.0
FOSL2,GPCPD1,0.41185418493180337,3,75.0
FOSL2,CSRNP1,0.40862426403489194,4,100.0
FOSL2,JOSD1,0.40496207663594713,4,100.0
FOSL2,TGFBR2,0.40011311121552073,4,100.0
FOSL2,CHD2,0.396023110186303,4,100.0
FOSL2,JUND,0.3937346192524692,4,100.0
FOSL2,YPEL5,0.3921161202577491,4,100.0
FOSL2,RNF19A,0.3877155574434504,3,75.0
FOSL2,TRAF1,0.3861960325122013,3,75.0
FOSL2,RTN4,0.3845669784342229,3,75.0
FOSL2,HSP90AA1,0.3838405204453193,3,75.0
FOSL2,LIMS1,0.37916628429506066,3,75.0
FOSL2,PRDM1,0.37651534965220607,3,75.0
FOSL2,TRAF4,0.34222607533399324,4,100.0
FOSL2,HSPA5,0.34216871413093625,4,100.0
FOSL2,FTL,0.338971297045208,4,100.0
FOSL2,TIMP1,0.334742039218773,4,100.0
FOSL2,PBXIP1,0.3325599579592046,3,75.0
FOSL2,SESN3,0.32947430131576844,4,100.0
FOSL2,CMIP,0.3178622888505174,3,75.0
FOSL2,TPM4,0.31621414816575605,3,75.0
FOSL2,PPP1R16B,0.3160698896873808,4,100.0
FOSL2,SAMSN1,0.3133231337586572,4,100.0
FOSL2,NFATC2,0.3096748545200495,4,100.0
FOSL2,AKNA,0.3064685372706106,4,100.0
FOSL2,MVP,0.2907225316826867,4,100.0
FOSL2,CDKN1B,0.29055658732333567,4,100.0
FOSL2,NR3C1,0.28751481057782735,3,75.0
FOSL2,CDC42EP3,0.28733989193153414,3,75.0
FOSL2,SAT1,0.2670897818058097,3,75.0
FOSL2,TNFRSF1B,0.2650288941517468,4,100.0
FOSL2,GLIPR1,0.25447289994683403,3,75.0
FOSL2,TMEM2,0.24859481192707797,4,100.0
FOSL2,DUSP4,0.23113276291440502,3,75.0
FOSL2,CST7,0.2196415508353471,4,100.0
FOSL2,TNFAIP8,0.20720167717250648,3,75.0
FOSL2,AHNAK,0.20409725823906763,3,75.0
FOSL2,SRSF7,0.20367922188069434,3,75.0
FOSL2,LMNA,0.1883347766129143,4,100.0
FOSL2,CYSTM1,0.18155718275110386,3,75.0
