TFs,Genes,Weights,Occurrence,occurrence_percentage
FOSL2,SDCBP,0.17943867844757774,3,75.0
FOSL2,AUTS2,0.17643743449406965,3,75.0
FOSL2,SOD2,0.17109009000778924,4,100.0
FOSL2,RALGAPA1,0.17047428391841388,4,100.0
FOSL2,UPP1,0.15743958305735753,3,75.0
FOSL2,NINJ1,0.1435685493541348,3,75.0
FOSL2,LYST,0.13046477152374256,4,100.0
FOSL2,DUSP1,0.12594166382716507,4,100.0
FOSL2,HSPB1,0.12388669829168344,4,100.0
FOSL2,RFTN1,0.1225413372638255,3,75.0
FOSL2,ITM2C,0.1204687305571363,3,75.0
FOSL2,LINC00152,0.09538658478748417,3,75.0
FOSL2,SMCHD1,0.09078468935057578,4,100.0
FOSL2,PTPRC,0.0769432645136168,4,100.0
FOSL2,IKZF3,0.07277413647636913,4,100.0
FOSL2,BIRC2,0.04059208569009649,4,100.0
FOSL2,ASAH1,0.03551131761761695,4,100.0
FOXP1,FOSL2,1.987714604572314,4,100.0
FOXP1,CHD2,1.8178025938736102,3,75.0
FOXP1,GADD45A,1.6691622729245148,4,100.0
FOXP1,FOXP1,1.0,4,100.0
FOXP1,TGIF1,0.9358858665566064,4,100.0
FOXP1,BTG1,0.8927338902455835,4,100.0
FOXP1,JUNB,0.8640082170411668,4,100.0
FOXP1,ABLIM1,0.8327857065770577,4,100.0
FOXP1,SLC16A3,0.8222398788883709,4,100.0
FOXP1,PDE4B,0.7697580823060859,4,100.0
FOXP1,SATB1,0.7590897087513993,4,100.0
FOXP1,BCL2L11,0.7513390158420985,4,100.0
FOXP1,NR3C1,0.7096644693967753,4,100.0
FOXP1,CDKN1B,0.6555574288596436,4,100.0
FOXP1,SPOCK2,0.6512410485568844,4,100.0
FOXP1,PRDM1,0.6371980690696147,3,75.0
FOXP1,EZR,0.6278337921936319,4,100.0
FOXP1,FOS,0.595329708051003,4,100.0
FOXP1,ZFP36L2,0.5887001758199216,4,100.0
FOXP1,PIK3IP1,0.5720525261235687,4,100.0
FOXP1,PRNP,0.4496216487993367,3,75.0
FOXP1,PBXIP1,0.4484825031313738,4,100.0
FOXP1,TSC22D3,0.37938961322544007,4,100.0
FOXP1,CD5,0.3668559273808414,4,100.0
FOXP1,TSHZ2,0.3612991197273811,3,75.0
FOXP1,PEA15,0.35462674740073613,3,75.0
FOXP1,NR4A2,0.3246310698859881,3,75.0
FOXP1,PTP4A1,0.32352209626939,3,75.0
FOXP1,CD55,0.3001646341805551,4,100.0
FOXP1,CD7,0.2895291085701236,4,100.0
FOXP1,DOK2,0.27613018875014267,3,75.0
FOXP1,SQSTM1,0.23487674368589442,4,100.0
FOXP1,ZFP36,0.22659323027966546,3,75.0
FOXP1,S1PR1,0.20225543127892842,3,75.0
FOXP1,NFATC2,0.19183104243414628,4,100.0
FOXP1,TXNIP,0.18320906743999443,4,100.0
GATA3,CMIP,1.1812411069370223,3,75.0
HMGA1,SNRPD1,1.2821615243304476,3,75.0
HMGA1,HMGA1,1.0,3,75.0
HMGA1,CCND2,0.9961516230803666,3,75.0
HMGA1,TUBA1C,0.8986273001581608,3,75.0
HMGA1,MARCKSL1,0.8980125520594847,3,75.0
HMGA1,TUBB,0.8642370823707184,3,75.0
HMGA1,ACTG1,0.8012954459348794,3,75.0
HMGA1,HMGB1,0.5040349467419523,3,75.0
HMGA1,YWHAH,0.24581491153856885,3,75.0
HMGB1,HMGN2,3.5160226605732925,4,100.0
HMGB1,RANBP1,3.172438667652965,4,100.0
HMGB1,ANP32B,3.129371429800881,4,100.0
HMGB1,HMGA1,2.6029771465842906,4,100.0
HMGB1,ACTB,2.2574889114044994,4,100.0
HMGB1,CDC25B,1.705773966241474,4,100.0
HMGB1,ACTG1,1.648316368149725,3,75.0
HMGB1,YWHAH,1.5588392751105213,4,100.0
HMGB1,LMNB1,1.5326880664284985,4,100.0
HMGB1,FABP5,1.4162107547401694,4,100.0
HMGB1,GATA3,1.3526942718056947,4,100.0
HMGB1,HMGB1,1.0,4,100.0
HMGB1,TNFRSF25,0.9357658779353466,3,75.0
HMGB1,FAM107B,0.716094396570794,4,100.0
HMGB1,SPTBN1,0.6483170750763702,3,75.0
HMGB1,VIM,0.6395183951431563,3,75.0
HMGB1,SPTAN1,0.5234996891919691,3,75.0
HMGB1,FYN,0.5137248295081335,3,75.0
HMGB1,ZEB2,0.4053300763314333,3,75.0
HMGB1,DUSP4,0.28663653176030707,4,100.0
HMGB1,PDE4D,0.27519026969431426,3,75.0
HMGB2,LMNB1,3.1585462182553243,4,100.0
HMGB2,CDC25B,3.0628416096679993,4,100.0
HMGB2,HMGN2,2.856868455508358,4,100.0
HMGB2,ANP32B,2.693306293955703,4,100.0
HMGB2,HMGB1,2.3343803191721486,4,100.0
HMGB2,ACTB,2.0801247739137834,4,100.0
HMGB2,ACTG1,1.837187165047516,4,100.0
HMGB2,SPTBN1,1.232323190137494,4,100.0
HMGB2,YWHAH,1.1660228954870824,4,100.0
HMGB2,RANBP1,1.0522264229214306,4,100.0
HMGB2,FABP5,0.9098117309371849,4,100.0
HMGB2,VIM,0.8973230383931327,3,75.0
HMGB2,DUSP4,0.6856151615852686,4,100.0
HMGB2,SLC16A3,0.6717558877362554,3,75.0
HMGB2,FAM107B,0.5670802081843793,4,100.0
HMGB2,GATA3,0.5628768931140624,4,100.0
HMGB2,SPTAN1,0.47944530437499594,4,100.0
HMGB2,MAF,0.4445616771674839,3,75.0
HMGB2,HMGA1,0.4053868518171811,4,100.0
HMGB2,PDE4D,0.1463339369938111,4,100.0
IKZF3,TMEM2,1.2550866892914057,3,75.0
IKZF3,NFATC2,1.0382527512205062,3,75.0
IKZF3,IKZF3,1.0,3,75.0
IRF7,ISG15,3.277142842568582,4,100.0
IRF7,NR3C1,2.066272504846717,4,100.0
IRF7,AKNA,1.7662794926691756,4,100.0
IRF7,MVP,1.7503721778935888,4,100.0
IRF7,MAP3K8,1.742792499845842,4,100.0
IRF7,RFTN1,1.7302768862120186,4,100.0
IRF7,IFI6,1.6837927788857399,4,100.0
IRF7,LAG3,1.6030250455329529,3,75.0
IRF7,SETD2,1.5966019917204308,4,100.0
IRF7,TMEM2,1.5678226708560588,4,100.0
IRF7,PDE4B,1.3812245733182091,4,100.0
IRF7,NFATC2,1.3640842743149262,4,100.0
IRF7,GIMAP4,1.290610003986266,3,75.0
IRF7,CTSS,1.2901142334728142,3,75.0
IRF7,RHBDF2,1.2378016218530605,3,75.0
IRF7,FYN,1.1659583909867832,4,100.0
IRF7,CD8A,1.15810074715186,4,100.0
IRF7,PIK3R1,1.119247105449519,4,100.0
IRF7,STAT4,1.111181623203137,3,75.0
IRF7,IRF7,1.0,4,100.0
IRF7,SYPL1,0.998418174982028,4,100.0
IRF7,SATB1,0.9967972129209245,3,75.0
IRF7,ARID5A,0.9956330317462742,3,75.0
IRF7,AUTS2,0.9903628868026604,4,100.0
IRF7,SLC39A8,0.9416659048789899,3,75.0
IRF7,FAM65B,0.8216831742999737,4,100.0
IRF7,LYST,0.8202964863474287,4,100.0
IRF7,CMIP,0.7901791214582006,4,100.0
IRF7,GADD45B,0.7715618572991815,4,100.0
IRF7,CD53,0.719137092601482,4,100.0
IRF7,ALOX5AP,0.7139162837416055,4,100.0
IRF7,CYSTM1,0.7134037866039105,4,100.0
IRF7,SEMA4D,0.6858097609410427,4,100.0
IRF7,HSPH1,0.6711112858562561,3,75.0
IRF7,HTATIP2,0.6530145968185045,3,75.0
IRF7,FOXP1,0.6518898508861356,3,75.0
IRF7,CHMP1B,0.6214666437033075,3,75.0
IRF7,RTN4,0.6202352113808004,3,75.0
IRF7,SAT1,0.6182668172830927,4,100.0
IRF7,EML4,0.5918711378589072,4,100.0
IRF7,SESN3,0.582636777139808,3,75.0
IRF7,JUND,0.565025222942074,4,100.0
IRF7,NAMPT,0.5644240116708723,4,100.0
IRF7,TXNIP,0.548353310324766,4,100.0
IRF7,AHNAK,0.5095721944907768,4,100.0
IRF7,PTMS,0.5021872079058598,3,75.0
IRF7,IL16,0.46246695547113936,4,100.0
IRF7,CARD16,0.4579503417899009,3,75.0
IRF7,CCL5,0.3449678045714318,4,100.0
IRF7,SRGN,0.3326503708897616,4,100.0
IRF7,ARAP2,0.32157546296384826,3,75.0
IRF7,PTGER4,0.3213272715755066,4,100.0
IRF7,BTG1,0.31374907936378515,4,100.0
IRF7,CDKN1A,0.30919428178428926,4,100.0
IRF7,PTPRC,0.30912208309570743,4,100.0
IRF7,HLA-A,0.30441301931025616,3,75.0
IRF7,ATP1A1,0.30380139916491034,4,100.0
IRF7,PEA15,0.30104528254296997,3,75.0
IRF7,TSHZ2,0.2974628872106259,3,75.0
IRF7,CPNE3,0.29154684495382255,3,75.0
IRF7,FOSL2,0.28568133112244853,4,100.0
IRF7,ITM2C,0.28109611176766,3,75.0
IRF7,PARP8,0.2744350657170534,3,75.0
IRF7,STAT3,0.26540275575438294,3,75.0
IRF7,HLA-B,0.2626596912775164,3,75.0
IRF7,RNF19A,0.2564382399925596,4,100.0
IRF7,PABPC1,0.22005823024168758,3,75.0
IRF7,FOS,0.21591350081735924,3,75.0
IRF7,PITPNC1,0.19489427317501912,4,100.0
IRF7,CXCR4,0.19288044354492406,4,100.0
IRF7,IER2,0.1584570888519253,4,100.0
IRF7,ZEB2,0.15201587641958755,4,100.0
IRF7,BAZ1A,0.1259218723754476,3,75.0
IRF7,ANXA1,0.1237651825639549,3,75.0
IRF7,TAGAP,0.12239462897769837,3,75.0
IRF7,JUNB,0.0998616020779995,3,75.0
IRF7,FAM46C,0.08799466048465668,4,100.0
IRF7,CSRNP1,0.07482634191920311,3,75.0
JUN,JUNB,2.5111661787652046,4,100.0
JUN,JUND,2.1710880476083965,4,100.0
JUN,STAT3,1.7757509404561307,4,100.0
JUN,FOS,1.6818975123050666,4,100.0
JUN,GADD45B,1.5274570604495485,4,100.0
JUN,EZR,1.5038534265637182,4,100.0
JUN,NR4A2,1.4831359533213697,4,100.0
JUN,REL,1.4684274926851029,4,100.0
JUN,ZNF331,1.2511251774899268,4,100.0
JUN,NFATC2,1.0924077491226232,4,100.0
JUN,ZFP36L2,1.048456545845683,4,100.0
JUN,ZFP36,1.0401812857430115,4,100.0
JUN,JUN,1.0,4,100.0
JUN,GABARAPL1,0.9366577811356895,4,100.0
JUN,NFKB2,0.8830492504254294,3,75.0
JUN,CCNH,0.8249483030515852,4,100.0
JUN,FOSL2,0.8233216606395304,4,100.0
JUN,PRNP,0.7655994656546734,3,75.0
JUN,ANXA1,0.758811431747468,4,100.0
JUN,ID2,0.7377350661753466,4,100.0
JUN,TRAF4,0.6980650064977933,4,100.0
JUN,PITPNC1,0.6600361475622379,4,100.0
JUN,ATP1A1,0.6494478314845673,4,100.0
JUN,JOSD1,0.6304079376959892,4,100.0
JUN,PIK3R1,0.6047989688383001,4,100.0
JUN,CHD2,0.6026022256538357,4,100.0
JUN,PTGER4,0.595062878019606,4,100.0
JUN,RPS27,0.5761842680073936,4,100.0
JUN,MARCKSL1,0.5742486059657617,4,100.0
JUN,PIK3IP1,0.569211327496002,3,75.0
JUN,NFKBIZ,0.5639936094633888,4,100.0
JUN,HSPH1,0.5527943272913639,4,100.0
JUN,TNFAIP3,0.5307907105134502,4,100.0
JUN,DUSP1,0.5283366172908394,4,100.0
JUN,PABPC1,0.5240972404324579,4,100.0
JUN,TUBA4A,0.5096954561751492,3,75.0
JUN,CREM,0.505272488942914,4,100.0
JUN,RFTN1,0.5018485125259774,4,100.0
JUN,HSPA5,0.4952385420643593,4,100.0
JUN,PIM3,0.493658088058615,4,100.0
JUN,PPP1R15A,0.4901453401177879,4,100.0
JUN,ZC3H12A,0.47038497659616846,3,75.0
JUN,LITAF,0.47011922428764297,4,100.0
JUN,PTP4A1,0.4699797696934955,4,100.0
JUN,SNX9,0.4654698050473069,3,75.0
JUN,SLC16A3,0.46006489946091894,3,75.0
JUN,FTH1,0.45807965372410775,4,100.0
JUN,ARID5A,0.453300365308658,4,100.0
JUN,IER2,0.449097934230254,4,100.0
JUN,ASAH1,0.44893316410990664,4,100.0
JUN,HMGA1,0.4444125116539379,4,100.0
JUN,GPR183,0.4432815132489883,4,100.0
JUN,RGS1,0.440883221653759,4,100.0
JUN,RPL13A,0.44023565337205695,4,100.0
JUN,SRSF7,0.43356032596573385,4,100.0
JUN,PRDM1,0.42977419719500176,3,75.0
JUN,MVP,0.4290712868398355,3,75.0
JUN,DOK2,0.42723317772365976,3,75.0
JUN,RPS29,0.42364361385703214,4,100.0
JUN,SYTL3,0.42192931953376456,4,100.0
JUN,CSRNP1,0.41492091043314605,4,100.0
JUN,ACP5,0.4010284640432999,3,75.0
JUN,FAM177A1,0.40035201109236673,4,100.0
JUN,GLIPR1,0.39675282358238523,4,100.0
JUN,YPEL5,0.39669632858874204,4,100.0
JUN,MGST3,0.39648874234247816,4,100.0
JUN,HSP90AA1,0.3949483772945476,3,75.0
JUN,STAT4,0.3944825074697311,3,75.0
JUN,RALGAPA1,0.386272020243588,4,100.0
JUN,BTG2,0.38624648531766326,4,100.0
JUN,CD48,0.3842616556976477,4,100.0
JUN,SATB1,0.38272989872529123,4,100.0
JUN,ARAP2,0.3754043697918692,3,75.0
JUN,BTG1,0.36362050479497743,4,100.0
JUN,SARAF,0.35992033509538873,4,100.0
JUN,DDIT4,0.34231975942103465,4,100.0
JUN,DNAJB1,0.34032271615558785,4,100.0
JUN,FAM65B,0.3389845864122211,4,100.0
JUN,IRF2BP2,0.33856525188181924,4,100.0
JUN,RAB11FIP1,0.3336084949185532,3,75.0
JUN,ATP1B3,0.33227972138669787,4,100.0
JUN,AQP3,0.33087581291607465,3,75.0
JUN,VPS37B,0.3083414424543728,3,75.0
JUN,RGS2,0.30496064669049344,3,75.0
JUN,HSPB1,0.30311268862598695,4,100.0
JUN,DUSP2,0.2996106340599029,4,100.0
JUN,OAT,0.29770879121928406,4,100.0
JUN,APMAP,0.29686907407863583,4,100.0
JUN,CMIP,0.2951480738354626,3,75.0
JUN,PPP1R16B,0.29457335790029393,4,100.0
JUN,CYSTM1,0.29198548983848843,4,100.0
JUN,CBLB,0.2877775797672293,4,100.0
JUN,UBA1,0.27960824106982557,3,75.0
JUN,CD44,0.26750796399999893,4,100.0
JUN,RTN4,0.26711239513287804,3,75.0
JUN,PMAIP1,0.26069355210927747,3,75.0
JUN,ADGRE5,0.259804490782894,4,100.0
JUN,SAT1,0.25725042748685917,4,100.0
JUN,PEA15,0.2571573434601716,4,100.0
JUN,STAT5B,0.25367610517729966,3,75.0
JUN,ELL2,0.24704829519434282,3,75.0
JUN,PDE4B,0.24483250304259496,3,75.0
JUN,GZMB,0.2420025602662801,3,75.0
JUN,NEAT1,0.2384131387828745,4,100.0
JUN,ABLIM1,0.23683158540369878,3,75.0
JUN,KDM6B,0.23546380637299505,4,100.0
JUN,CDKN1A,0.23207049243745578,3,75.0
JUN,SEMA4D,0.23111068467633156,3,75.0
JUN,SMCHD1,0.2255212853528218,4,100.0
JUN,ZEB2,0.22527303797557321,4,100.0
JUN,BHLHE40,0.22084935231305544,4,100.0
JUN,LMBRD1,0.22020803942595116,3,75.0
JUN,PRF1,0.20886509008840237,3,75.0
JUN,HSPA1A,0.20641260076853404,3,75.0
JUN,ARHGEF7,0.2042749397575158,3,75.0
JUN,CD53,0.20028912797967724,4,100.0
JUN,DUSP16,0.19521812620292087,3,75.0
JUN,SQSTM1,0.19109832214510916,3,75.0
JUN,CDC42EP3,0.19080057371852333,3,75.0
JUN,CCND2,0.19078971094013833,4,100.0
JUN,CST7,0.17574021069935422,3,75.0
JUN,PERP,0.1720920511973629,3,75.0
JUN,HLA-DRA,0.16398408778487125,3,75.0
JUN,TSC22D3,0.1508398461837917,3,75.0
JUN,CD74,0.14671345338264807,3,75.0
JUN,MAP3K8,0.14670656040870184,4,100.0
JUN,IL7R,0.14172350519747418,4,100.0
JUN,TIMP1,0.13752361337457666,4,100.0
JUN,TNFRSF1B,0.13360158632948463,3,75.0
JUN,RNF19A,0.12737010923332057,3,75.0
JUN,NR3C1,0.1123755337689744,3,75.0
JUN,BIRC2,0.1103426571791072,3,75.0
JUN,TGFBR2,0.09374977481170939,3,75.0
JUN,RALA,0.07609532935186229,3,75.0
JUN,SYAP1,0.0739566067155392,3,75.0
JUN,ITM2C,0.06532812474997363,3,75.0
JUN,TRAF1,0.04724792680071483,3,75.0
JUNB,CSRNP1,4.264295684140493,4,100.0
JUNB,ZFP36,4.128408097803366,4,100.0
JUNB,REL,3.901718182549408,4,100.0
JUNB,IER2,3.7847765982683175,4,100.0
JUNB,TNFAIP3,3.7074501946972043,4,100.0
JUNB,EZR,3.5192802731294344,4,100.0
JUNB,RPS29,3.333249055102433,4,100.0
JUNB,ZFP36L2,3.254548893549986,4,100.0
JUNB,FOS,3.164308492731196,4,100.0
JUNB,DUSP2,2.96036733789922,4,100.0
JUNB,CHD2,2.8101521389286543,4,100.0
JUNB,LINC00152,2.7687637458636414,4,100.0
JUNB,GADD45B,2.7540701552722444,4,100.0
JUNB,JUN,2.682942687522411,4,100.0
JUNB,RPS27,2.527026187276436,4,100.0
JUNB,FAM177A1,2.4644635299531616,4,100.0
JUNB,TUBA4A,2.2430665719940652,4,100.0
JUNB,GGA2,2.20362447879008,4,100.0
JUNB,RNF19A,2.1353186387819645,4,100.0
JUNB,PTGER4,2.0874214302132605,4,100.0
JUNB,TSC22D3,2.08318214694007,4,100.0
JUNB,PABPC1,2.060653423027121,4,100.0
JUNB,PIK3R1,2.033780723640213,4,100.0
JUNB,SMCHD1,1.9691326594648744,4,100.0
JUNB,DDIT4,1.9408050414215843,4,100.0
JUNB,BTG1,1.926027702401807,4,100.0
JUNB,JOSD1,1.8467026229519017,4,100.0
JUNB,ZC3H12A,1.8443928892660355,4,100.0
JUNB,GABARAPL1,1.657821343156214,4,100.0
JUNB,CCNH,1.6467974558734892,4,100.0
JUNB,ADGRE5,1.6296492876537607,4,100.0
JUNB,ZEB2,1.6209647355911205,3,75.0
JUNB,NR4A2,1.6095642435408908,4,100.0
JUNB,PTP4A1,1.5654420969003655,4,100.0
JUNB,ATP1A1,1.546479952099837,4,100.0
JUNB,SH2D1A,1.421457805686448,4,100.0
JUNB,ELL2,1.40007232787104,4,100.0
JUNB,RGS1,1.3939216545491575,3,75.0
JUNB,DUSP1,1.393265714313953,4,100.0
JUNB,PPP1R15A,1.375991236960551,4,100.0
JUNB,IRF2BP2,1.3605832612865219,4,100.0
JUNB,CDC42EP3,1.3305156847014088,3,75.0
JUNB,CYSTM1,1.2972480759244773,4,100.0
JUNB,VPS37B,1.2154089604894094,4,100.0
JUNB,STAT3,1.1959074350684376,4,100.0
JUNB,DNAJB1,1.1706498381988706,4,100.0
JUNB,STAT5B,1.1696795813902883,4,100.0
JUNB,PMAIP1,1.1636481263841112,4,100.0
JUNB,ARAP2,1.1556047115516013,4,100.0
JUNB,PIM3,1.147881317695297,4,100.0
JUNB,PRF1,1.1418204453270064,4,100.0
JUNB,RFTN1,1.1147082272720479,4,100.0
JUNB,BIRC2,1.071168987891808,4,100.0
JUNB,LITAF,1.0622477874207006,4,100.0
JUNB,RAB11FIP1,1.049377622149947,4,100.0
JUNB,MGST3,1.0292893820923834,4,100.0
JUNB,TGFBR2,1.0146985199784526,4,100.0
JUNB,IL7R,1.0088188631965993,4,100.0
JUNB,EIF4A1,1.0030197103344514,4,100.0
JUNB,SRSF7,1.0001698207449357,3,75.0
JUNB,JUNB,1.0,4,100.0
JUNB,JUND,0.9807314055564457,4,100.0
JUNB,ZNF331,0.9771788785427202,4,100.0
JUNB,TOM1,0.9763246243251098,4,100.0
JUNB,KDM6B,0.9637539352960262,4,100.0
JUNB,SAT1,0.9385128011541584,4,100.0
JUNB,NFKB2,0.9262557244539521,4,100.0
JUNB,SYAP1,0.9257185099021656,4,100.0
JUNB,CDKN1B,0.9152214691371986,3,75.0
JUNB,CD44,0.9065002566850258,4,100.0
JUNB,FOSL2,0.9009741722856965,4,100.0
JUNB,HSPA5,0.8963729150323609,3,75.0
JUNB,MAP1LC3A,0.8804623091115236,4,100.0
JUNB,TIMP1,0.8787025242142352,4,100.0
JUNB,OASL,0.8766838325482359,3,75.0
JUNB,SLC39A8,0.8664674010367315,4,100.0
JUNB,PEA15,0.8480950662245651,4,100.0
JUNB,NFKBIZ,0.8390420138202607,3,75.0
JUNB,NINJ1,0.8055318075104312,4,100.0
JUNB,PPP1R16B,0.7946354487832163,3,75.0
JUNB,ASAH1,0.7703847282470929,4,100.0
JUNB,ANXA1,0.7585292959997381,4,100.0
JUNB,GPCPD1,0.7503550363358942,4,100.0
JUNB,NEAT1,0.7341509314400502,3,75.0
JUNB,DOK2,0.7200374630965578,4,100.0
JUNB,CXCR3,0.7119501695834932,4,100.0
JUNB,LMBRD1,0.7109962316613927,4,100.0
JUNB,MAP3K8,0.6908320193755169,4,100.0
JUNB,USP11,0.6899886601467137,4,100.0
JUNB,YPEL5,0.6834201891259635,4,100.0
JUNB,PRDM1,0.6694543388822362,3,75.0
JUNB,RALGAPA1,0.6633165884402101,4,100.0
JUNB,FAM46C,0.6620301993550401,3,75.0
JUNB,HSPB1,0.6449719851922189,3,75.0
JUNB,MARCKSL1,0.6444732811879113,4,100.0
JUNB,PERP,0.6232212532498733,4,100.0
JUNB,RTN4,0.6154205732273935,4,100.0
JUNB,GPR183,0.6149675905404149,4,100.0
JUNB,TNFRSF1B,0.6005676223242069,4,100.0
JUNB,PELI1,0.578195451724333,4,100.0
JUNB,FTL,0.5692302502412002,4,100.0
JUNB,CREM,0.5578013583493249,4,100.0
JUNB,NR3C1,0.5502131992113374,3,75.0
JUNB,CD63,0.5360247747556527,3,75.0
JUNB,RALA,0.5333331550560273,3,75.0
JUNB,UPP1,0.5320103070780351,3,75.0
JUNB,ATP1B3,0.5206791639275177,3,75.0
JUNB,SARAF,0.511820318962702,4,100.0
JUNB,CDKN1A,0.5051449538993154,4,100.0
JUNB,SOD2,0.49898750884336907,4,100.0
JUNB,CHMP1B,0.49351694605006724,3,75.0
JUNB,TXNRD1,0.4851793642026825,4,100.0
JUNB,AQP3,0.44547664204908277,4,100.0
JUNB,RGCC,0.4430573362050816,4,100.0
JUNB,TRAF1,0.43903675395206104,4,100.0
JUNB,CCND2,0.40204927745771196,3,75.0
JUNB,HMGA1,0.3797003682037923,3,75.0
JUNB,ABLIM1,0.36002621689682013,4,100.0
JUNB,BTG2,0.3577750237388025,3,75.0
JUNB,NAMPT,0.35564886985942334,4,100.0
JUNB,TRAF4,0.33062511987408,3,75.0
JUNB,COTL1,0.3211719480414649,3,75.0
JUNB,PDE4B,0.3194726877843736,4,100.0
JUNB,DUSP4,0.3187314589233528,4,100.0
JUNB,TMEM2,0.3167976132656583,4,100.0
JUNB,SLC7A5,0.3119649417724693,3,75.0
JUNB,NDRG1,0.30704348486529215,3,75.0
JUNB,HSPH1,0.2935442331023137,4,100.0
JUNB,IL10RA,0.2921036765542715,3,75.0
JUNB,BHLHE40,0.28932316079880877,3,75.0
JUNB,NFATC2,0.28729460860330097,3,75.0
JUNB,SQSTM1,0.27767433159376964,4,100.0
JUNB,ITM2C,0.2762079928495167,3,75.0
JUNB,IDH2,0.27021391690795354,3,75.0
JUNB,FYN,0.26679230893779315,4,100.0
JUNB,SPTAN1,0.24012653954806873,3,75.0
JUNB,CD74,0.23984789656746086,4,100.0
JUNB,RGS2,0.2327047397501985,4,100.0
JUNB,FOXP1,0.23235612909714795,3,75.0
JUNB,ARID5A,0.2319834607885006,3,75.0
JUNB,IL21R,0.23186400950501002,4,100.0
JUNB,PTPRC,0.23093424481378966,3,75.0
JUNB,FAM65B,0.2272398735079488,4,100.0
JUNB,CBLB,0.20467046700441902,3,75.0
JUNB,FTH1,0.20376245713479382,3,75.0
JUNB,LMNA,0.1800976354322782,3,75.0
JUNB,SDCBP,0.17805019554403004,3,75.0
JUND,CYSTM1,2.111865632637403,4,100.0
JUND,SRSF7,1.8064540992119726,4,100.0
JUND,CCR7,1.6968811153820293,4,100.0
JUND,GADD45B,1.585937101259921,4,100.0
JUND,RPS27,1.5256361456652532,4,100.0
JUND,CD48,1.5091989734742657,4,100.0
JUND,DUSP4,1.5079595309564549,4,100.0
JUND,RALGAPA1,1.4569194136015735,4,100.0
JUND,RGCC,1.2712872750928128,4,100.0
JUND,ZFP36L2,1.23948496281903,4,100.0
JUND,PPP1R15A,1.2266798487499675,4,100.0
JUND,ADGRE5,1.1820891204597745,4,100.0
JUND,PABPC1,1.100388630706247,4,100.0
JUND,PRF1,1.0991895045802973,4,100.0
JUND,ZFP36,1.0908845419845947,4,100.0
JUND,RNF19A,1.0814486705292325,4,100.0
JUND,YPEL5,1.0364037528751928,4,100.0
JUND,ZC3H12A,1.0074650987498857,4,100.0
JUND,JUND,1.0,4,100.0
JUND,CSRNP1,0.9675428883611175,4,100.0
JUND,DUSP2,0.9601486822481857,4,100.0
JUND,AQP3,0.9446202085070314,4,100.0
JUND,RPL13A,0.9373660260429524,4,100.0
JUND,USP11,0.9349167235381067,4,100.0
JUND,RPS29,0.9255752393647068,4,100.0
JUND,PITPNC1,0.9070975105897379,4,100.0
JUND,EZR,0.8850530815618161,3,75.0
JUND,NFATC2,0.8801450645579749,4,100.0
JUND,HSP90AA1,0.8669255537958903,3,75.0
JUND,CD83,0.8452430119906126,3,75.0
JUND,ACP5,0.8430421047388875,3,75.0
JUND,CD53,0.8426879092666563,3,75.0
JUND,DNAJB1,0.8219205370426802,4,100.0
JUND,FAM65B,0.7882671432679965,4,100.0
JUND,NFKBIZ,0.7786278162301877,4,100.0
JUND,LMBRD1,0.7769847986990167,4,100.0
JUND,SARAF,0.7766028305973691,3,75.0
JUND,GLIPR1,0.7582067388437684,3,75.0
JUND,JUN,0.74806318384919,4,100.0
JUND,TMEM2,0.7458621402097924,4,100.0
JUND,DDIT4,0.7449509596999198,4,100.0
JUND,CCNH,0.7374333984461907,4,100.0
JUND,MTRNR2L8,0.7322140035705674,3,75.0
JUND,HLA-E,0.7309627838043872,4,100.0
JUND,PTRHD1,0.7235092778564169,4,100.0
JUND,BAZ1A,0.7222281328492208,3,75.0
JUND,TSC22D3,0.7078371207041991,4,100.0
JUND,KDM6B,0.7008480016321419,4,100.0
JUND,TSHZ2,0.6941946487995734,4,100.0
JUND,DUSP16,0.6877822094749036,4,100.0
JUND,CD74,0.6794824964809867,4,100.0
JUND,TNFAIP3,0.659622915449396,4,100.0
JUND,FAM177A1,0.6554782348247237,4,100.0
JUND,FOS,0.6531059569628772,4,100.0
JUND,PIK3R1,0.6470401547035658,4,100.0
JUND,CDKN1B,0.6358020352101778,3,75.0
JUND,HSPB1,0.6293110521773004,3,75.0
JUND,SLC7A5,0.6249281259906566,3,75.0
JUND,ANXA1,0.6197926651368024,4,100.0
JUND,CBLB,0.6010926847341473,4,100.0
JUND,IL10RA,0.5942655777609392,4,100.0
JUND,PFKFB3,0.5905113358189514,3,75.0
JUND,BTG1,0.5884623144227004,4,100.0
JUND,SMCHD1,0.5809025503029949,4,100.0
JUND,NR4A2,0.5678929551436337,3,75.0
JUND,FTH1,0.567688431681475,4,100.0
JUND,SNX9,0.5650676463379385,3,75.0
JUND,XAB2,0.5487575176343203,3,75.0
JUND,TUBA4A,0.5297404190729971,3,75.0
JUND,CD44,0.5291543698784937,4,100.0
JUND,PIM3,0.5288120277158671,3,75.0
JUND,GABARAPL1,0.525144381202138,4,100.0
JUND,ATP1A1,0.5207542986947772,4,100.0
JUND,HSPH1,0.5197771149839391,4,100.0
JUND,FYN,0.5186196127867095,3,75.0
JUND,CREM,0.5136290618826479,3,75.0
JUND,IER2,0.5133019932966167,4,100.0
JUND,TIMP1,0.4957499905054052,4,100.0
JUND,ARAP2,0.48559931992419114,4,100.0
