TF,target,importance
PKM,S100A4,5.925645539689568
HMGB1,KIF22,5.777834459181634
HMGB1,STMN1,5.73924253113611
REL,NFKBIA,5.506954531308194
HMGB1,H2AFZ,5.464960954733778
HMGB1,HMGB2,5.454704624928381
REL,BID,5.434191691009372
BHLHE40,RGS1,5.413863193215579
BATF,HTATIP2,5.144473247935464
HMGB1,HMGN2,5.045046604732413
BATF,CARD16,4.994155524244371
JUNB,AK6,4.987649983350212
PKM,SLC9A3R1,4.933744664883524
XBP1,ABLIM1,4.91303572974776
ANXA1,MYADM,4.881057990697784
HMGB1,DNAJB1,4.853996474253726
DNMT1,CPNE3,4.797323529675634
REL,NINJ1,4.759455407126691
HMGA1,ARHGEF7,4.757149561678833
HMGB1,DNMT1,4.70425079227417
DNMT1,SYNGR2,4.631346121982844
DNMT1,AHI1,4.6018010920522014
DNMT1,RP11-290D2.6,4.576047448007136
REL,CDKN1A,4.488171368573328
REL,HLA-DPB1,4.4535650015841535
DNMT1,CBX3,4.436240902296026
HMGB2,PTTG1,4.35013662942342
REL,HLA-DRB1,4.322705426400485
ANXA1,IL10RA,4.277036876478249
REL,CD83,4.266850911369101
DNMT1,NFKBIZ,4.237819443706661
PKM,COX5A,4.176099381860287
REL,SAT1,4.169896780362956
REL,HLA-DQA1,4.169751301513593
DNMT1,DEK,4.167169080691329
REL,HLA-DRB5,4.145773995811754
ANXA1,SUN2,4.106080285459699
HMGB2,HIST1H4C,4.095584658656379
REL,NAMPT,4.08855687774686
REL,CD74,4.0767462903979546
CREM,BTG1,4.061464064273757
ANXA1,CLEC2D,4.060376019480328
REL,SERPINB9,4.02610625499002
REL,HLA-DPA1,3.9946626817049165
DNMT1,GABARAPL1,3.9880402138770648
REL,HLA-DRA,3.9876334689666177
DNMT1,IL10RA,3.985787609918833
ANXA1,ANKRD10,3.94913672918677
PKM,MTHFD2,3.944615024865803
DNMT1,GRAMD1A,3.9254863409868577
FOS,JUN,3.9101811804186113
HMGB1,TUBB,3.906543281959584
HMGA1,CD247,3.9061216626319535
HMGB1,CREM,3.892849073672772
DNMT1,LMNB1,3.881486677012523
HMGB1,PPP1R15A,3.8514099177476617
NR4A2,JUNB,3.8387629455423857
CHD2,CDC42EP3,3.80511401771987
HMGA1,ANXA2,3.785282707487799
REL,NEAT1,3.77904751194741
JUNB,SLC2A3,3.766097704661297
NFKB1,SERPINB1,3.765234345967354
CHD2,MRPL11,3.73635685326755
GADD45A,SQSTM1,3.71671988259951
SOX4,PITPNC1,3.7146227982135587
FOS,PERP,3.7114835548415153
NFKB1,GLUL,3.710681866963067
ANXA1,RASAL3,3.697210713132822
DNMT1,CD5,3.6643851068230315
HMGB1,NFKB1,3.6625280468056203
JUNB,MT1X,3.6553311619170072
GADD45A,STAM,3.6467813593062295
H2AFZ,ZEB2,3.643646805330574
