target	regulator	condition	weight
NSMCE1	PTPN2	CD8_exhausted	-0.0039323
NSMCE1	RPLP2	CD8_exhausted	-0.001057
NSMCE1	SLA	CD8_exhausted	-3.7807e-05
NSMCE1	SON	CD8_exhausted	-1.6805e-05
NSMCE1	SRRM1	CD8_exhausted	-0.00039864
NSMCE1	STK38	Macrophages	0.026372
NSMCE1	TOLLIP	CD8_exhausted	-0.00036514
NSMCE1	TPGS1	CD8_exhausted	-0.014899
NSMCE1	TSEN34	Macrophages	0.013676
NSMCE3	COMMD1	Macrophages	2.9105e-05
NSMCE3	CTSC	Macrophages	0.0029847
NSMCE3	PMPCB	Macrophages	0.00064319
NSMCE3	S100A10	CD8_exhausted	-0.00017699
NSMCE3	TIMM17B	CD8_exhausted	-0.016187
NT5C	C14ORF1	CD8_exhausted	-6.137e-06
NT5C	DARS	CD8_exhausted	-0.00043855
NT5C	DSCR3	CD8_exhausted	-0.011775
NT5C	ELF1	CD8_exhausted	-0.0005519
NT5C	NUB1	Macrophages	0.028865
NT5C	TM9SF2	Macrophages	0.0060017
NT5C	TMX2	CD8_exhausted	-3.2511e-06
NT5C	WBSCR22	CD8_exhausted	-0.00034309
NT5C3A	AP2S1	CD8_exhausted	-3.3711e-06
NT5C3A	ARID5A	Macrophages	0.00034301
NT5C3A	CCDC107	CD8_exhausted	-0.00059729
NT5C3A	CSNK2A1	Macrophages	0.00048329
NT5C3A	MBD1	Macrophages	0.0060596
NT5C3A	OGFR	CD8_exhausted	-0.0009508
NT5C3A	SERINC3	CD8_exhausted	-0.00015693
NTMT1	ADSL	CD8_exhausted	-0.0038958
NTMT1	AMD1	Macrophages	0.00024703
NTMT1	SIGIRR	CD8_exhausted	-0.002164
NUB1	BCCIP	Macrophages	0.017745
NUB1	CIR1	Macrophages	3.7722e-06
NUB1	CISD2	Macrophages	0.00044362
NUB1	DPF2	Macrophages	0.00049544
NUB1	ENSA	Macrophages	0.013922
NUB1	FXR1	CD8_exhausted	-0.0013488
NUB1	GABARAP	CD8_exhausted	-0.00018283
NUB1	HUWE1	Macrophages	0.0035663
NUB1	MRPS18A	CD8_exhausted	-0.030805
NUB1	MT-CYB	CD8_exhausted	-0.00047261
NUB1	NT5C	Macrophages	0.028865
NUB1	ORAI1	Macrophages	0.013518
NUB1	PSTPIP1	Macrophages	0.010603
NUB1	RAP2B	CD8_exhausted	-0.0013112
NUB1	SEC61B	Macrophages	0.00083601
NUB1	TRIM28	Macrophages	0.0062722
NUB1	UBA1	Macrophages	0.00011531
NUB1	VAMP8	CD8_exhausted	-0.03507
NUB1	VPS26B	CD8_exhausted	-0.039885
NUBP2	MAP2K1	Macrophages	0.0003535
NUBP2	NDUFB4	Macrophages	0.0032654
NUBP2	NDUFB5	CD8_exhausted	-0.00078125
NUBP2	PAPSS1	Macrophages	0.00098334
NUBP2	ZNF581	CD8_exhausted	-0.014582
NUCB1	ARHGAP4	CD8_exhausted	-0.020887
NUCB1	MRPL21	Macrophages	0.0047221
NUCB1	PCIF1	Macrophages	0.0017631
NUCB1	UBR2	Macrophages	1.2058e-05
NUCKS1	GLB1	Macrophages	0.00049029
NUCKS1	SLC39A8	Macrophages	0.0025889
NUDC	UQCRC1	CD8_exhausted	-0.00015034
NUDC	ZNHIT3	Macrophages	0.00061141
NUDCD2	EIF2A	CD8_exhausted	-0.00014874
NUDCD2	TRIM11	CD8_exhausted	-0.026618
NUDT16L1	BUB3	Macrophages	0.0056534
NUDT16L1	COPZ1	Macrophages	0.0016014
NUDT16L1	CREBRF	CD8_exhausted	-5.5209e-05
NUDT16L1	DDX3Y	Macrophages	0.047957
NUDT16L1	HUWE1	CD8_exhausted	-0.015134
NUDT16L1	ITPA	CD8_exhausted	-0.0083204
NUDT16L1	PMAIP1	CD8_exhausted	-0.0072254
NUDT16L1	PRPS1	CD8_exhausted	-0.037529
NUDT16L1	RBM5	CD8_exhausted	-0.0002967
NUDT16L1	SLC25A3	Macrophages	0.0011595
NUDT16L1	ST3GAL1	Macrophages	1.8199e-05
NUDT4	ARPC1A	Macrophages	1.5094e-05
NUDT4	KIAA1033	CD8_exhausted	-4.5115e-05
NUDT4	LSM2	CD8_exhausted	-0.000684
NUDT4	NFKB2	CD8_exhausted	-0.0018041
NUDT4	ORMDL2	Macrophages	0.00079249
NUDT5	DHX36	CD8_exhausted	-0.00028482
NUDT5	MEAF6	CD8_exhausted	-6.0085e-05
NUDT5	MECP2	CD8_exhausted	-0.0004116
NUDT5	TCEA1	CD8_exhausted	-0.00034641
NUDT5	TSEN34	Macrophages	0.0061453
NUFIP2	BLOC1S2	CD8_exhausted	-0.0020265
NUFIP2	FOSL2	CD8_exhausted	-0.00038854
NUFIP2	POGZ	CD8_exhausted	-6.0914e-05
NUFIP2	PRELID3B	Macrophages	0.0056915
NUFIP2	TSHZ2	CD8_exhausted	-0.0067184
NUFIP2	UQCRHL	CD8_exhausted	-0.00010388
NUMA1	CHTF8	CD8_exhausted	-0.0002435
NUMA1	CUL4A	Macrophages	0.00072972
NUMA1	EHD1	CD8_exhausted	-2.0335e-05
NUMA1	PRPF6	CD8_exhausted	-0.0033051
NUMA1	TRAF1	CD8_exhausted	-0.0021665
NUP50	ACTR1A	Macrophages	0.0013791
NUP50	CASP4	Macrophages	0.0025177
NUP50	COL4A3BP	Macrophages	0.0019533
NUP50	COX5B	CD8_exhausted	-0.0094246
NUP50	HBS1L	Macrophages	0.018657
NUP50	IMMT	CD8_exhausted	-0.022295
NUP50	NCBP3	CD8_exhausted	-0.0057684
NUP50	PHF5A	Macrophages	1.7879e-05
NUP50	ZMPSTE24	CD8_exhausted	-0.0014247
NUP54	ACLY	Macrophages	0.0097627
NUP54	ATG101	CD8_exhausted	-0.0028305
NUP54	CHORDC1	CD8_exhausted	-0.0087778
NUP54	CXCL13	CD8_exhausted	-0.010585
NUP54	PTBP3	CD8_exhausted	-0.00033078
NUP54	SRP9	CD8_exhausted	-3.3551e-05
NUP58	CDK5RAP3	CD8_exhausted	-0.013696
NUP58	CNOT1	CD8_exhausted	-0.0010847
NUP58	GSDMD	CD8_exhausted	-5.3617e-05
NUP58	IDH3B	CD8_exhausted	-0.002489
NUP58	MRPL57	CD8_exhausted	-0.0032751
NUP58	NCKAP1L	CD8_exhausted	-0.0094815
NUP58	PPP1CC	Macrophages	0.0028315
NUP58	PYHIN1	Macrophages	0.025001
NUP58	SDAD1	CD8_exhausted	-0.00016182
NUP58	ZNF148	CD8_exhausted	-0.00040436
NUP62	BAG1	Macrophages	0.00038992
NUP62	BRWD1	CD8_exhausted	-5.814e-05
NUP62	DYNC1H1	CD8_exhausted	-0.031073
NUP62	LUC7L	Macrophages	0.0013853
NUP62	PSMC4	CD8_exhausted	-0.008317
NUP62	WRAP73	Macrophages	0.00099462
NUP62	ZNF638	Macrophages	0.035485
NUP98	ARF1	Macrophages	0.00042129
NUP98	C20ORF24	Macrophages	0.00012265
NUP98	COPB2	CD8_exhausted	-0.0088257
NUP98	FAM13B	Macrophages	0.020957
NUP98	GLRX3	CD8_exhausted	-0.035634
NUP98	MTMR14	Macrophages	0.0028882
NUP98	SUB1	Macrophages	0.012046
NUTF2	ARIH1	CD8_exhausted	-2.509e-05
NUTF2	ATP5G3	CD8_exhausted	-0.0013613
NUTF2	CLASP1	CD8_exhausted	-0.0033303
NUTF2	ITGB1BP1	CD8_exhausted	-0.017213
NUTF2	NGDN	Macrophages	0.00044891
NUTF2	NUTF2	Macrophages	0.021845
NUTF2	RPS17	CD8_exhausted	-0.00051445
NUTF2	SNRPD2	CD8_exhausted	-0.00037972
NUTF2	TMED10	Macrophages	0.00032271
NUTM2A-AS1	CIR1	CD8_exhausted	-0.0019656
NUTM2A-AS1	DR1	Macrophages	0.012316
NUTM2A-AS1	GBP5	CD8_exhausted	-0.0012836
NUTM2A-AS1	LAMTOR1	CD8_exhausted	-5.3163e-05
NUTM2A-AS1	PPDPF	CD8_exhausted	-0.00024623
NUTM2A-AS1	RUNX3	CD8_exhausted	-0.0042583
NUTM2A-AS1	TMEM109	Macrophages	0.017996
NUTM2B-AS1	ADAR	CD8_exhausted	-0.00045186
NUTM2B-AS1	DCTN1	Macrophages	0.0043207
NUTM2B-AS1	DOCK8	CD8_exhausted	-2.0313e-05
NUTM2B-AS1	MED8	CD8_exhausted	-0.00076769
NUTM2B-AS1	PYURF	CD8_exhausted	-0.00078344
NUTM2B-AS1	ROCK1	Macrophages	0.0052928
NUTM2B-AS1	RSL24D1	CD8_exhausted	-0.00010977
NUTM2B-AS1	SDF2	CD8_exhausted	-4.4306e-05
NUTM2B-AS1	STK17A	CD8_exhausted	-0.00019075
NUTM2B-AS1	THOC2	Macrophages	0.035516
NUTM2B-AS1	TOX4	CD8_exhausted	-0.00055885
NUTM2B-AS1	USP16	CD8_exhausted	-3.5748e-05
NUTM2B-AS1	ZNFX1	CD8_exhausted	-0.00011154
NXF1	CNOT1	CD8_exhausted	-0.0056643
NXF1	CPNE3	Macrophages	0.0051268
NXF1	FBXO34	CD8_exhausted	-0.022482
NXF1	HBS1L	Macrophages	0.006808
NXF1	LPCAT3	CD8_exhausted	-0.017957
NXF1	OSTC	CD8_exhausted	-0.004307
NXF1	QRICH1	CD8_exhausted	-0.00027287
NXF1	SBNO1	Macrophages	0.014483
NXF1	TPGS2	CD8_exhausted	-4.6527e-05
NXT1	ACIN1	CD8_exhausted	-0.0019298
NXT1	CHCHD7	CD8_exhausted	-0.012468
NXT1	MRPL32	CD8_exhausted	-0.00025349
NXT1	NMI	Macrophages	0.023355
NXT1	SECISBP2L	CD8_exhausted	-0.013424
NXT1	SMARCE1	CD8_exhausted	-5.4593e-05
NXT1	SMIM15	Macrophages	0.0040749
NXT1	YY1	CD8_exhausted	-2.0332e-05
NXT1	ZNF148	CD8_exhausted	-1.7076e-05
OASL	CCT8	Macrophages	0.0095996
OASL	FAM133B	CD8_exhausted	-0.02599
OASL	VOPP1	CD8_exhausted	-3.9677e-06
OASL	WAPL	CD8_exhausted	-0.0027466
OAT	ANXA6	CD8_exhausted	-0.00251
OAT	GMCL1	Macrophages	0.044916
OAT	HNRNPA2B1	CD8_exhausted	-2.0143e-05
OAT	MBP	Macrophages	0.0047823
OAT	RP11-290D2.6	CD8_exhausted	-0.0049944
OAT	TOR1AIP1	CD8_exhausted	-0.0023732
OAT	XBP1	Macrophages	0.015805
OAZ1	ABLIM1	CD8_exhausted	-0.00094169
OAZ1	SOX4	Macrophages	0.00063096
OCIAD1	CBX1	CD8_exhausted	-0.0059396
OCIAD1	DNAJC1	CD8_exhausted	-0.012438
OCIAD1	MBD1	Macrophages	0.0040824
OCIAD1	NGLY1	Macrophages	0.0011186
OCIAD2	DNAJC4	CD8_exhausted	-0.00010555
ODC1	ATP5J2	CD8_exhausted	-1.9784e-05
ODC1	ATXN7	Macrophages	0.017213
ODC1	CLK3	CD8_exhausted	-0.0074073
ODC1	MRPL51	CD8_exhausted	-4.1033e-05
ODC1	RRP7A	CD8_exhausted	-5.1783e-05
ODF2L	ASNSD1	CD8_exhausted	-8.2094e-05
ODF2L	MRPL55	CD8_exhausted	-0.0074018
ODF2L	ORMDL1	Macrophages	0.000623
OFD1	ABI1	CD8_exhausted	-0.00041971
OFD1	BID	CD8_exhausted	-0.0049153
OFD1	MKL1	CD8_exhausted	-8.62e-05
OFD1	PRPF8	CD8_exhausted	-7.865e-05
OFD1	RSRC2	Macrophages	0.00051588
OGDH	MANF	Macrophages	0.017224
OGDH	PNP	Macrophages	0.014208
OGDH	SASH3	Macrophages	0.0035987
OGDH	SBNO1	CD8_exhausted	-0.003627
OGDH	STX12	CD8_exhausted	-0.031972
OGDH	TAGLN2	CD8_exhausted	-0.0031661
OGFR	ARL6IP1	CD8_exhausted	-0.0039723
OGFR	BRMS1	Macrophages	0.011767
OGFR	MBP	CD8_exhausted	-0.00042085
OGFR	MED15	CD8_exhausted	-0.0013533
OGFR	MLX	CD8_exhausted	-0.00081032
OGFR	NAPA	Macrophages	0.011755
OGFR	NDUFA5	CD8_exhausted	-0.0084978
OGFR	NT5C3A	CD8_exhausted	-0.0009508
OGFR	PPP4C	CD8_exhausted	-0.0014764
OGFR	RNF34	CD8_exhausted	-0.0027928
OGFR	RPS19BP1	CD8_exhausted	-0.00037767
OGFR	TOP2B	Macrophages	0.046823
OGFR	TSN	CD8_exhausted	-0.00088069
OGFR	UBXN4	CD8_exhausted	-7.4501e-05
OGT	BCL7B	Macrophages	0.0032008
OGT	DPH3	CD8_exhausted	-0.012859
OGT	PDCD1	Macrophages	0.0063533
OGT	POLR2B	Macrophages	0.0088276
OGT	RSRP1	Macrophages	0.0059598
OGT	SAR1B	CD8_exhausted	-0.0034233
OGT	SETX	CD8_exhausted	-0.001595
OLA1	ABCF2	CD8_exhausted	-5.8178e-05
OLA1	CBX3	CD8_exhausted	-0.0040701
OLA1	MGEA5	Macrophages	0.0052222
OLA1	SRSF9	Macrophages	0.0034421
OLA1	TSTA3	CD8_exhausted	-0.00013566
OLA1	ZNFX1	Macrophages	0.00019085
OPTN	M6PR	Macrophages	0.0015139
OPTN	MT-ND4L	Macrophages	0.00036909
OPTN	NIP7	CD8_exhausted	-0.00014758
OPTN	TBK1	Macrophages	0.00022775
ORAI1	CBLB	Macrophages	0.025573
ORAI1	CCDC115	Macrophages	0.00018847
ORAI1	EED	Macrophages	0.00025967
ORAI1	GIT2	CD8_exhausted	-0.004999
ORAI1	INSIG1	CD8_exhausted	-0.00013263
ORAI1	MTRR	CD8_exhausted	-0.039541
ORAI1	NUB1	Macrophages	0.013518
ORAI1	SF3B5	CD8_exhausted	-0.035371
ORAI1	SIRT2	Macrophages	0.003577
ORAI1	SPCS3	CD8_exhausted	-0.00042534
ORAI1	TBCA	Macrophages	0.0095917
ORAI1	UBL5	Macrophages	0.00010262
ORAI1	YME1L1	Macrophages	0.00011368
ORAI1	ZNF622	Macrophages	0.0014726
ORAI2	BAG6	CD8_exhausted	-0.0060493
ORAI2	CRBN	Macrophages	0.017853
ORAI2	ESD	Macrophages	0.0056807
ORAI2	HDDC2	CD8_exhausted	-2.6878e-05
ORAI2	IL27RA	CD8_exhausted	-0.030271
ORAI2	PAK2	CD8_exhausted	-6.0357e-06
ORAI2	STARD7	CD8_exhausted	-4.79e-05
ORAI2	UGP2	Macrophages	0.040532
ORMDL1	AATF	Macrophages	0.004579
ORMDL1	ARID4B	CD8_exhausted	-0.0014804
ORMDL1	C19ORF43	CD8_exhausted	-0.01826
ORMDL1	EMC4	CD8_exhausted	-0.0011355
ORMDL1	FDFT1	Macrophages	0.025301
ORMDL1	HSBP1	CD8_exhausted	-0.002136
ORMDL1	ODF2L	Macrophages	0.000623
ORMDL1	OXSR1	CD8_exhausted	-2.1832e-05
ORMDL1	PNRC2	CD8_exhausted	-0.0083556
ORMDL2	CS	Macrophages	0.002812
ORMDL2	EPS15	CD8_exhausted	-0.0020656
ORMDL2	MLF2	Macrophages	0.0022108
ORMDL2	MRPL43	Macrophages	0.010355
ORMDL2	NDUFA8	CD8_exhausted	-0.032568
ORMDL2	NUDT4	Macrophages	0.00079249
ORMDL2	PHF3	CD8_exhausted	-0.001684
ORMDL2	SMS	CD8_exhausted	-0.00052674
ORMDL2	TSN	CD8_exhausted	-0.0055904
ORMDL2	UBL7	Macrophages	0.032676
ORMDL2	VCP	CD8_exhausted	-0.016035
ORMDL3	GZMK	CD8_exhausted	-0.014336
ORMDL3	MAP2K1	Macrophages	0.00074977
ORMDL3	SARS	Macrophages	0.011342
ORMDL3	TMEM259	Macrophages	4.2812e-05
ORMDL3	TSTD1	CD8_exhausted	-0.00013087
OS9	AATF	CD8_exhausted	-0.017888
OS9	CNST	Macrophages	0.0070457
OS9	FAM134C	CD8_exhausted	-0.0030021
OS9	FAM46C	Macrophages	0.02258
OS9	MPHOSPH8	CD8_exhausted	-0.010433
OS9	MRPS25	Macrophages	0.038436
OS9	POLR2B	CD8_exhausted	-2.4053e-05
OS9	RAB7A	Macrophages	0.0021042
OSBPL8	DNAAF2	Macrophages	0.011442
OSBPL8	KPNB1	CD8_exhausted	-0.0024913
OSBPL8	NOP56	CD8_exhausted	-0.00088257
OSBPL8	PRNP	CD8_exhausted	-9.4812e-05
OSER1	CD46	Macrophages	0.0068258
OSER1	CHMP5	CD8_exhausted	-0.0020189
OSER1	GET4	CD8_exhausted	-1.166e-05
OSER1	MAN2B1	CD8_exhausted	-9.7389e-06
OSER1	MAP2K1	CD8_exhausted	-0.0073842
OSGEP	MCRS1	CD8_exhausted	-0.0013586
OSGEP	PRKRA	CD8_exhausted	-2.1221e-05
OSGEP	RPS27L	CD8_exhausted	-0.013693
OSGEP	RSU1	Macrophages	0.022996
OSGEP	YDJC	Macrophages	0.00762
OSGEP	ZNF581	Macrophages	0.010858
OST4	BAG6	Macrophages	0.023401
OST4	C19ORF66	Macrophages	0.010815
OST4	CDC25B	Macrophages	0.0021916
OST4	CHMP7	CD8_exhausted	-0.0065189
OST4	LAGE3	CD8_exhausted	-3.5161e-05
OST4	TADA3	CD8_exhausted	-0.0085518
OSTC	ADD1	Macrophages	0.035038
OSTC	NXF1	CD8_exhausted	-0.004307
OSTC	TNRC6B	CD8_exhausted	-0.0015757
OSTF1	ARRDC2	CD8_exhausted	-3.2358e-05
OSTF1	TBK1	Macrophages	0.015324
OTUB1	LRRFIP2	CD8_exhausted	-8.6697e-05
OTUB1	SRPRA	Macrophages	1.6215e-05
OTUB1	U2SURP	Macrophages	0.00046148
OTUB1	VIM-AS1	CD8_exhausted	-0.0065111
OTUD6B-AS1	GDI1	Macrophages	0.0088035
OTUD6B-AS1	IL10RA	CD8_exhausted	-7.5236e-05
OTUD6B-AS1	LASP1	CD8_exhausted	-4.3121e-05
OTUD6B-AS1	MAP1LC3B	CD8_exhausted	-0.00058234
OTUD6B-AS1	NELFA	Macrophages	0.0098101
OTUD6B-AS1	PCSK7	Macrophages	0.010133
OTUD6B-AS1	PREB	CD8_exhausted	-0.013513
OTUD6B-AS1	TYMP	Macrophages	0.0034815
OVCA2	DCXR	Macrophages	0.0088177
OVCA2	EIF4EBP2	Macrophages	0.017412
OVCA2	ILKAP	CD8_exhausted	-0.00010616
OVCA2	MT-CYB	CD8_exhausted	-4.5455e-05
OVCA2	NIPBL	CD8_exhausted	-2.9709e-06
OVCA2	PSMD13	CD8_exhausted	-0.014295
OVCA2	TSC22D4	CD8_exhausted	-0.0068641
OXA1L	C1ORF174	CD8_exhausted	-4.5414e-05
OXA1L	CLK4	Macrophages	0.00067119
OXA1L	CYP20A1	Macrophages	0.00020615
OXA1L	KIF2A	Macrophages	0.006957
OXA1L	PATL1	CD8_exhausted	-3.4647e-05
OXA1L	PEBP1	Macrophages	0.0038661
OXA1L	ROMO1	CD8_exhausted	-0.00085258
OXA1L	TWF1	CD8_exhausted	-0.046949
OXCT1	BZW1	Macrophages	0.0069491
OXCT1	LAPTM4A	Macrophages	0.00076785
OXCT1	PTPN7	Macrophages	8.1534e-05
OXCT1	SCAND1	Macrophages	0.0030167
OXCT1	YDJC	CD8_exhausted	-0.015244
OXSR1	C12ORF57	CD8_exhausted	-0.015076
OXSR1	EPB41	Macrophages	0.0078629
OXSR1	HSPB1	CD8_exhausted	-2.6819e-06
OXSR1	KDM5A	Macrophages	0.015313
OXSR1	MRPS18B	Macrophages	0.0015916
OXSR1	ORMDL1	CD8_exhausted	-2.1832e-05
OXSR1	SHARPIN	CD8_exhausted	-0.0030731
OXSR1	SPN	CD8_exhausted	-0.001117
OXSR1	TIMM17B	CD8_exhausted	-0.027873
OXSR1	USE1	Macrophages	0.010434
P2RY10	ADH5	CD8_exhausted	-0.0088897
P2RY10	PNKP	CD8_exhausted	-0.00026365
P2RY10	RAB2A	Macrophages	0.00044608
P2RY10	SSNA1	Macrophages	0.00068063
P2RY8	ANKRD49	CD8_exhausted	-0.001856
P2RY8	HECTD1	CD8_exhausted	-0.00026867
P2RY8	HIF1A	CD8_exhausted	-2.0097e-06
P2RY8	IQGAP1	CD8_exhausted	-0.00039645
P2RY8	THRAP3	Macrophages	0.0027422
P4HB	ANXA5	CD8_exhausted	-5.8725e-05
P4HB	C8ORF59	Macrophages	0.0032606
P4HB	SNAPIN	Macrophages	0.00012452
PA2G4	EIF4B	CD8_exhausted	-0.0002031
PA2G4	SHOC2	CD8_exhausted	-0.00096933
PABPC1	PRPSAP1	Macrophages	0.0013718
PABPN1	CHMP2A	Macrophages	0.0045489
PABPN1	EIF1AX	CD8_exhausted	-0.000763
PABPN1	GDI2	CD8_exhausted	-0.0081269
PABPN1	LPCAT3	CD8_exhausted	-0.017976
PABPN1	MIF	CD8_exhausted	-0.0013037
PABPN1	SLC30A5	Macrophages	0.012673
PABPN1	SND1	Macrophages	3.8605e-05
PAF1	CTR9	Macrophages	1.6423e-05
PAF1	CXCR3	Macrophages	0.0099678
PAF1	HAGH	Macrophages	0.00079907
PAF1	MKNK2	CD8_exhausted	-8.8335e-05
PAF1	NR1H2	CD8_exhausted	-0.01921
PAF1	RAB11B	Macrophages	0.00010169
PAF1	RGCC	Macrophages	0.00031448
PAFAH1B1	DPH3	Macrophages	2.7192e-05
PAFAH1B1	FBRS	Macrophages	2.0173e-05
PAFAH1B1	FLII	Macrophages	4.3239e-06
PAFAH1B1	GRAMD1A	Macrophages	0.0091734
PAFAH1B1	RAD23B	Macrophages	0.0061167
PAFAH1B1	SRRT	CD8_exhausted	-0.013561
PAFAH1B1	TRIM27	CD8_exhausted	-0.021905
PAG1	CNIH4	Macrophages	0.017975
PAG1	IDI1	Macrophages	0.0028977
PAG1	MRPS21	CD8_exhausted	-1.5956e-05
PAG1	SNAP29	CD8_exhausted	-0.0010462
PAG1	SYNCRIP	CD8_exhausted	-0.00024057
PAG1	TMED2	CD8_exhausted	-4.2161e-05
PAIP1	ANKH	CD8_exhausted	-0.0028484
PAIP1	C15ORF61	Macrophages	0.008758
PAIP1	CASP8	Macrophages	0.014744
PAIP1	CCDC47	CD8_exhausted	-0.00023839
PAIP1	CCNL2	CD8_exhausted	-0.0006102
PAIP1	DAD1	CD8_exhausted	-0.0012484
PAIP1	NFU1	CD8_exhausted	-0.0020118
PAIP1	PHC3	CD8_exhausted	-0.00052668
PAIP1	PIK3IP1	CD8_exhausted	-0.00022773
PAIP2	DDX23	Macrophages	0.017912
PAIP2	MKL1	CD8_exhausted	-0.0022845
PAIP2	YIPF4	CD8_exhausted	-0.010254
PAK2	IST1	Macrophages	0.007532
PAK2	ORAI2	CD8_exhausted	-6.0357e-06
PAK2	SEC31A	CD8_exhausted	-7.356e-05
PAK2	SPSB3	Macrophages	3.7942e-05
PAK2	TRIM26	CD8_exhausted	-0.0013552
PAK2	UXT	CD8_exhausted	-0.00014316
PANK2	COX20	CD8_exhausted	-0.0016191
PANK2	DRG1	CD8_exhausted	-0.0099934
PANK2	EIF4E2	Macrophages	0.017266
PAPOLA	EMC3	CD8_exhausted	-0.00014652
PAPSS1	ALKBH7	CD8_exhausted	-0.00054177
PAPSS1	BLOC1S6	CD8_exhausted	-0.043333
PAPSS1	CNTRL	Macrophages	0.00026658
PAPSS1	DYNLT1	CD8_exhausted	-0.0016095
PAPSS1	NUBP2	Macrophages	0.00098334
PAPSS1	UIMC1	Macrophages	0.0072122
PARK7	APEX1	CD8_exhausted	-0.00081634
PARP1	PHYKPL	CD8_exhausted	-0.0012301
PARP14	CPNE3	Macrophages	0.00053594
PARP14	PNRC1	CD8_exhausted	-0.00063984
PARP14	PRMT2	Macrophages	0.0028875
PARP14	TES	Macrophages	0.01267
PARP14	TIMM17B	Macrophages	0.011551
PATL1	ELOF1	CD8_exhausted	-0.0002113
PATL1	HACD3	Macrophages	0.016057
PATL1	NDUFA6	CD8_exhausted	-0.00010027
PATL1	OXA1L	CD8_exhausted	-3.4647e-05
PATL1	PFDN2	CD8_exhausted	-0.012625
PATL1	PPT1	Macrophages	0.011716
PATL1	PRDX2	CD8_exhausted	-2.6931e-05
PATL1	RRP1B	CD8_exhausted	-0.0012097
PATL1	SLA2	Macrophages	0.0041736
PATL1	SNRPF	CD8_exhausted	-0.0019444
PATL1	TMEM11	Macrophages	0.00011782
PATL1	WNK1	Macrophages	0.013591
PBDC1	COL4A3BP	CD8_exhausted	-0.00067066
PBDC1	MED28	CD8_exhausted	-8.4605e-06
PBDC1	MRPS2	Macrophages	0.0027946
PBDC1	PLEKHJ1	Macrophages	0.00083141
PBDC1	S100A11	CD8_exhausted	-0.0049513
PBDC1	VHL	Macrophages	0.0044323
PBX4	MMGT1	Macrophages	0.017296
PBX4	PET100	Macrophages	0.00023112
PBX4	RBM17	CD8_exhausted	-0.012805
PBXIP1	NDEL1	CD8_exhausted	-0.0039801
PCBP1	FOSL2	CD8_exhausted	-0.004038
PCBP1	MED25	Macrophages	0.010116
PCBP1	UPP1	Macrophages	0.00034558
PCBP2	BNIP2	CD8_exhausted	-0.00032702
PCBP2	FDX1	Macrophages	0.0099433
PCBP2	KDM2B	Macrophages	0.0054104
PCBP2	NCK1	CD8_exhausted	-0.008212
PCBP2	RPS4Y1	CD8_exhausted	-0.0002998
PCBP2	SLC5A3	CD8_exhausted	-1.8363e-05
PCBP2	TROVE2	CD8_exhausted	-0.0040531
PCED1B	ERN1	CD8_exhausted	-0.00016958
PCED1B	PSMD11	Macrophages	0.00018658
PCF11	BAZ2A	CD8_exhausted	-0.0039837
PCF11	CEP350	CD8_exhausted	-0.00012922
PCF11	CRTC2	Macrophages	0.0095037
PCF11	ID2	CD8_exhausted	-0.00012856
PCF11	MGST3	Macrophages	0.02114
PCF11	PGLS	Macrophages	0.057992
PCGF5	ARMCX3	CD8_exhausted	-0.008113
PCGF5	LIMS1	CD8_exhausted	-0.0030045
PCGF5	MED31	CD8_exhausted	-0.0019826
PCGF5	PQBP1	Macrophages	0.03585
PCGF5	TES	Macrophages	0.00056655
PCID2	COX14	CD8_exhausted	-0.0004189
PCID2	GLTP	Macrophages	1.1074e-05
PCID2	LIX1L	Macrophages	0.0088656
PCID2	LNPEP	CD8_exhausted	-0.017683
PCID2	NDUFA10	CD8_exhausted	-0.0016992
PCID2	TIPARP	Macrophages	0.00032867
PCIF1	CALR	Macrophages	0.0021061
PCIF1	NUCB1	Macrophages	0.0017631
PCM1	CAPZA1	Macrophages	0.017094
PCM1	CNPY3	CD8_exhausted	-0.0010027
PCM1	MGEA5	CD8_exhausted	-0.00096736
PCM1	RAP2B	CD8_exhausted	-0.0016402
PCM1	SLC9A3R1	CD8_exhausted	-0.00016437
PCMT1	FAM102A	Macrophages	4.1281e-05
PCMT1	POP4	CD8_exhausted	-0.00010791
PCMT1	SEC22B	Macrophages	0.006549
PCMT1	SPCS1	CD8_exhausted	-5.5767e-06
PCMT1	SUPT7L	CD8_exhausted	-0.00034824
PCMT1	USP16	CD8_exhausted	-4.5752e-05
PCMTD1	SEPT6	CD8_exhausted	-0.00024043
PCMTD1	TNPO1	CD8_exhausted	-0.015154
PCMTD1	UBE2I	Macrophages	0.015686
PCMTD1	YTHDC1	CD8_exhausted	-0.0001811
PCMTD1	ZDHHC3	CD8_exhausted	-0.00013943
PCNP	ARFGAP2	CD8_exhausted	-0.017674
PCNP	CNTRL	CD8_exhausted	-0.00078522
PCNP	EMC8	CD8_exhausted	-0.013529
PCNP	ENSA	CD8_exhausted	-0.001192
PCNP	FOSL2	CD8_exhausted	-0.0007385
PCNP	KMT2A	Macrophages	0.0099408
PCNP	MEAF6	CD8_exhausted	-2.0586e-05
PCNP	RBM5	Macrophages	0.036283
PCNP	SRRM1	CD8_exhausted	-0.00037642
PCSK7	CCDC69	CD8_exhausted	-0.00085665
PCSK7	COPZ1	CD8_exhausted	-5.9695e-07
PCSK7	ILK	CD8_exhausted	-0.023237
